Produto;Descricao;Categoria;EstoqueAtual;CustoUnitario
PC007204;VIDRO LATERAL REFORCADO ORIGINAL;CARROCERIA;1,0;300,68
PC007205;MANGOTE PNEUMATICO STD PARALELA B;ARTICULACAO_5RODA;14,0;890,16
PC007206;PARA-BRISA STD ORIGINAL;CARROCERIA;55,0;761,91
PC007207;AMORTECEDOR DIANTEIRO REFORCADO ORIGINAL;SUSPENSAO;1,0;636,5
PC007208;FILTRO DE COMBUSTIVEL STD ORIGINAL;FILTROS;5,0;50,82
PC007209;FILTRO DE AR MOTOR STD PARALELA B;FILTROS;15,0;70,28
PC007210;VALVULA TERMOSTATICA STD REMANUFATURADO;ARREFECIMENTO;58,0;512,59
PC007211;CAMARA DE AR REFORCADO ORIGINAL;RODAS_PNEUS;24,0;326,35
PC007212;FEIXE DE MOLA STD ORIGINAL;SUSPENSAO;53,0;928,48
PC007213;CORREIA DENTADA PESADO PARALELA A;MOTOR;6,0;2067,88
PC007214;ROLAMENTO DE RODA  ORIGINAL;RODAS_PNEUS;30,0;1356,43
PC007215;SINCRONIZADOR LEVE PARALELA A;TRANSMISSAO;8,0;3227,19
PC007216;BOLSA DE AR SUSPENSAO REFORCADO ORIGINAL;SUSPENSAO;9,0;868,95
PC007217;MANGUEIRA DE FREIO AR REFORCADO PARALELA A;FREIOS;9,0;306,11
PC007218;FILTRO SEPARADOR AGUA REFORCADO ORIGINAL;FILTROS;16,0;50,76
PC007219;LONA DE FREIO LEVE PARALELA B;FREIOS;51,0;94,78
PC007220;CRUZETA CARDAN LEVE PARALELA A;TRANSMISSAO;25,0;4277,59
PC007221;PARA-CHOQUE DIANTEIRO STD PARALELA A;CARROCERIA;71,0;562,3
PC007222;VALVULA DE FREIO STD PARALELA A;FREIOS;252,0;133,7
PC007223;FAROL DIANTEIRO LED LEVE PARALELA B;ELETRICA;0,0;985,03
PC007224;BARRA ESTABILIZADORA REFORCADO REMANUFATURADO;SUSPENSAO;8,0;154,67
PC007225;AMORTECEDOR TRASEIRO LEVE PARALELA B;SUSPENSAO;56,0;1018,06
PC007226;FILTRO DE CABINE  PARALELA B;FILTROS;0,0;29,3
PC007227;ENGATE DE REBOQUE STD ORIGINAL;ARTICULACAO_5RODA;0,0;2814,95
PC007228;DISCO DE EMBREAGEM LEVE PARALELA A;TRANSMISSAO;1,0;6903,97
PC007229;SAPATA DE FREIO LEVE PARALELA A;FREIOS;55,0;395,42
PC007230;BICO INJETOR  ORIGINAL;MOTOR;1,0;4582,03
PC007231;BUCHA DE MOLA LEVE ORIGINAL;SUSPENSAO;3,0;335,78
PC007232;VENTOINHA LEVE REMANUFATURADO;ARREFECIMENTO;15,0;813,84
PC007233;CAMISA DE CILINDRO STD ORIGINAL;MOTOR;5,0;1359,2
PC007234;BOMBA INJETORA LEVE PARALELA A;MOTOR;40,0;457,48
PC007235;TAMBOR DE FREIO  REMANUFATURADO;FREIOS;44,0;214,06
PC007236;ROLAMENTO DE EMBREAGEM PESADO ORIGINAL;TRANSMISSAO;8,0;3468,06
PC007237;PINO REI LEVE ORIGINAL;ARTICULACAO_5RODA;13,0;1359,66
PC007238;PARA-LAMA STD PARALELA B;CARROCERIA;23,0;239,54
PC007239;VALVULA DE ADMISSAO LEVE PARALELA A;MOTOR;9,0;2053,31
PC007240;PNEU RADIAL 295/80 LEVE ORIGINAL;RODAS_PNEUS;5,0;250,92
PC007241;MACANETA DE PORTA STD PARALELA B;CARROCERIA;23,0;851,34
PC007242;CUBO DE RODA REFORCADO PARALELA B;RODAS_PNEUS;8,0;138,94
PC007243;BOMBA D AGUA REFORCADO PARALELA A;ARREFECIMENTO;79,0;262,87
PC007244;PASTILHA DE FREIO STD ORIGINAL;FREIOS;7,0;111,53
PC007245;CAIXA DE CAMBIO COMPLETA PESADO ORIGINAL;TRANSMISSAO;68,0;958,87
PC007246;ALTERNADOR REFORCADO PARALELA A;ELETRICA;182,0;901,75
PC007247;LANTERNA TRASEIRA REFORCADO ORIGINAL;ELETRICA;13,0;394,74
PC007248;MOTOR DE PARTIDA  PARALELA A;ELETRICA;4,0;970,96
PC007249;JUNTA DE CABECOTE LEVE PARALELA A;MOTOR;8,0;5540,4
PC007250;SENSOR ABS LEVE PARALELA B;ELETRICA;10,0;823,14
PC007251;RESERVATORIO EXPANSAO STD PARALELA A;ARREFECIMENTO;5,0;63,64
PC007252;TURBO COMPRESSOR  PARALELA A;MOTOR;248,0;4652,82
PC007253;MANGUEIRA RADIADOR PESADO ORIGINAL;ARREFECIMENTO;2,0;754,12
PC007254;PINO MESTRE STD PARALELA A;SUSPENSAO;5,0;345,23
PC007255;QUINTA RODA COMPLETA LEVE PARALELA A;ARTICULACAO_5RODA;51,0;498,25
PC007256;EIXO CARDAN REFORCADO PARALELA B;TRANSMISSAO;2,0;2004,22
PC007257;PLATO DE EMBREAGEM REFORCADO PARALELA A;TRANSMISSAO;14,0;1278,54
PC007258;FILTRO DE OLEO MOTOR STD ORIGINAL;MOTOR;2,0;431,46
PC007259;BATERIA 150AH STD ORIGINAL;ELETRICA;2,0;890,19
PC007261;CILINDRO MESTRE  PARALELA B;FREIOS;39,0;181,45
PC007262;CHICOTE ELETRICO REFORCADO REMANUFATURADO;ELETRICA;15,0;513,88
PC007263;PARAFUSO DE RODA PESADO PARALELA B;RODAS_PNEUS;3,0;1348,74
PC007264;RADIADOR COMPLETO LEVE PARALELA A;ARREFECIMENTO;164,0;195,0
PC007265;FILTRO DE OLEO CAMBIO  ORIGINAL;FILTROS;18,0;90,18
PC007266;ESPELHO RETROVISOR  ORIGINAL;CARROCERIA;6,0;803,86
PC007267;RODA DE ACO ARO 22 STD PARALELA A;RODAS_PNEUS;16,0;144,88
PC007268;VIDRO LATERAL STD PARALELA B;CARROCERIA;3,0;556,57
PC007269;MANGOTE PNEUMATICO PESADO PARALELA B;ARTICULACAO_5RODA;5,0;1558,76
PC007270;PARA-BRISA STD REMANUFATURADO;CARROCERIA;8,0;547,2
PC007271;AMORTECEDOR DIANTEIRO LEVE PARALELA B;SUSPENSAO;40,0;216,89
PC007272;FILTRO DE COMBUSTIVEL REFORCADO ORIGINAL;FILTROS;7,0;46,43
PC007273;FILTRO DE AR MOTOR STD PARALELA B;FILTROS;6,0;50,33
PC007274;VALVULA TERMOSTATICA REFORCADO PARALELA B;ARREFECIMENTO;3,0;767,67
PC007275;CAMARA DE AR STD ORIGINAL;RODAS_PNEUS;11,0;906,56
PC007276;FEIXE DE MOLA LEVE ORIGINAL;SUSPENSAO;1,0;1237,43
PC007277;CORREIA DENTADA  PARALELA A;MOTOR;10,0;4552,06
PC007278;ROLAMENTO DE RODA  REMANUFATURADO;RODAS_PNEUS;3,0;499,54
PC007279;SINCRONIZADOR PESADO PARALELA A;TRANSMISSAO;81,0;472,26
PC007280;BOLSA DE AR SUSPENSAO PESADO PARALELA A;SUSPENSAO;6,0;150,09
PC007281;MANGUEIRA DE FREIO AR PESADO ORIGINAL;FREIOS;0,0;190,9
PC007282;FILTRO SEPARADOR AGUA PESADO ORIGINAL;FILTROS;1,0;58,91
PC007283;LONA DE FREIO REFORCADO PARALELA A;FREIOS;14,0;287,73
PC007284;CRUZETA CARDAN PESADO ORIGINAL;TRANSMISSAO;39,0;5463,63
PC007285;PARA-CHOQUE DIANTEIRO REFORCADO ORIGINAL;CARROCERIA;30,0;123,19
PC007286;VALVULA DE FREIO LEVE PARALELA B;FREIOS;89,0;188,85
PC007287;FAROL DIANTEIRO LED PESADO ORIGINAL;ELETRICA;4,0;1012,18
PC007288;BARRA ESTABILIZADORA  ORIGINAL;SUSPENSAO;2,0;272,31
PC007289;AMORTECEDOR TRASEIRO STD PARALELA B;SUSPENSAO;64,0;551,2
PC007290;FILTRO DE CABINE STD PARALELA A;FILTROS;27,0;66,93
PC007291;ENGATE DE REBOQUE REFORCADO PARALELA A;ARTICULACAO_5RODA;16,0;2413,7
PC007292;DISCO DE EMBREAGEM  PARALELA A;TRANSMISSAO;6,0;1760,69
PC007293;SAPATA DE FREIO REFORCADO REMANUFATURADO;FREIOS;17,0;147,46
PC007294;BICO INJETOR LEVE ORIGINAL;MOTOR;123,0;5140,49
PC007295;BUCHA DE MOLA REFORCADO REMANUFATURADO;SUSPENSAO;4,0;1015,17
PC007296;VENTOINHA LEVE ORIGINAL;ARREFECIMENTO;7,0;792,66
PC007297;CAMISA DE CILINDRO PESADO PARALELA A;MOTOR;0,0;4503,12
PC007298;BOMBA INJETORA PESADO PARALELA A;MOTOR;2,0;4149,3
PC007299;TAMBOR DE FREIO REFORCADO PARALELA A;FREIOS;13,0;134,61
PC007300;ROLAMENTO DE EMBREAGEM  PARALELA A;TRANSMISSAO;12,0;712,91
PC007301;PINO REI REFORCADO REMANUFATURADO;ARTICULACAO_5RODA;48,0;1432,31
PC007302;PARA-LAMA  ORIGINAL;CARROCERIA;5,0;624,79
PC007303;VALVULA DE ADMISSAO LEVE ORIGINAL;MOTOR;5,0;528,52
PC007304;PNEU RADIAL 295/80  PARALELA B;RODAS_PNEUS;25,0;1703,4
PC007305;MACANETA DE PORTA  PARALELA A;CARROCERIA;40,0;223,34
PC007306;CUBO DE RODA REFORCADO PARALELA A;RODAS_PNEUS;5,0;1003,9
PC007307;BOMBA D AGUA  ORIGINAL;ARREFECIMENTO;6,0;635,79
PC007308;PASTILHA DE FREIO  PARALELA A;FREIOS;31,0;256,16
PC007309;CAIXA DE CAMBIO COMPLETA LEVE PARALELA B;TRANSMISSAO;99,0;1179,4
PC007310;ALTERNADOR LEVE ORIGINAL;ELETRICA;17,0;271,44
PC007311;LANTERNA TRASEIRA STD PARALELA B;ELETRICA;38,0;789,54
PC007312;MOTOR DE PARTIDA PESADO PARALELA B;ELETRICA;15,0;680,83
PC007313;JUNTA DE CABECOTE LEVE PARALELA A;MOTOR;66,0;4071,78
PC007314;SENSOR ABS REFORCADO PARALELA A;ELETRICA;9,0;1005,32
PC007315;RESERVATORIO EXPANSAO STD ORIGINAL;ARREFECIMENTO;33,0;539,28
PC007316;TURBO COMPRESSOR REFORCADO REMANUFATURADO;MOTOR;2,0;5978,25
PC007317;MANGUEIRA RADIADOR STD ORIGINAL;ARREFECIMENTO;4,0;564,02
PC007318;PINO MESTRE STD ORIGINAL;SUSPENSAO;2,0;805,78
PC007319;QUINTA RODA COMPLETA  PARALELA B;ARTICULACAO_5RODA;3,0;1524,44
PC007320;EIXO CARDAN REFORCADO PARALELA A;TRANSMISSAO;26,0;1970,73
PC007321;PLATO DE EMBREAGEM LEVE ORIGINAL;TRANSMISSAO;55,0;2115,88
PC007322;FILTRO DE OLEO MOTOR LEVE PARALELA A;MOTOR;3,0;1303,9
PC007323;BATERIA 150AH REFORCADO PARALELA B;ELETRICA;18,0;130,02
PC007324;DISCO DE FREIO PESADO PARALELA A;FREIOS;22,0;133,26
PC007325;CILINDRO MESTRE PESADO PARALELA A;FREIOS;40,0;193,47
PC007327;PARAFUSO DE RODA LEVE ORIGINAL;RODAS_PNEUS;9,0;1951,78
PC007328;RADIADOR COMPLETO STD PARALELA A;ARREFECIMENTO;2,0;251,97
PC007329;FILTRO DE OLEO CAMBIO LEVE ORIGINAL;FILTROS;6,0;35,65
PC007330;ESPELHO RETROVISOR LEVE PARALELA A;CARROCERIA;35,0;548,14
PC007331;RODA DE ACO ARO 22 LEVE PARALELA A;RODAS_PNEUS;11,0;790,26
PC007332;VIDRO LATERAL PESADO REMANUFATURADO;CARROCERIA;9,0;711,36
PC007333;MANGOTE PNEUMATICO REFORCADO REMANUFATURADO;ARTICULACAO_5RODA;10,0;821,37
PC007334;PARA-BRISA REFORCADO ORIGINAL;CARROCERIA;1,0;71,86
PC007335;AMORTECEDOR DIANTEIRO STD PARALELA A;SUSPENSAO;8,0;547,25
PC007336;FILTRO DE COMBUSTIVEL  ORIGINAL;FILTROS;17,0;22,22
PC007337;FILTRO DE AR MOTOR PESADO ORIGINAL;FILTROS;3,0;30,32
PC007338;VALVULA TERMOSTATICA  PARALELA B;ARREFECIMENTO;5,0;613,03
PC007339;CAMARA DE AR LEVE ORIGINAL;RODAS_PNEUS;23,0;191,84
PC007340;FEIXE DE MOLA  ORIGINAL;SUSPENSAO;5,0;897,9
PC007341;CORREIA DENTADA LEVE REMANUFATURADO;MOTOR;11,0;2737,99
PC007342;ROLAMENTO DE RODA LEVE PARALELA B;RODAS_PNEUS;15,0;760,2
PC007343;SINCRONIZADOR PESADO PARALELA B;TRANSMISSAO;66,0;6539,91
PC007344;BOLSA DE AR SUSPENSAO PESADO ORIGINAL;SUSPENSAO;7,0;1073,67
PC007345;MANGUEIRA DE FREIO AR STD ORIGINAL;FREIOS;3,0;130,04
PC007346;FILTRO SEPARADOR AGUA PESADO PARALELA A;FILTROS;12,0;52,62
PC007347;LONA DE FREIO STD PARALELA A;FREIOS;3,0;125,98
PC007348;CRUZETA CARDAN STD PARALELA A;TRANSMISSAO;34,0;3005,44
PC007349;PARA-CHOQUE DIANTEIRO  PARALELA A;CARROCERIA;28,0;943,9
PC007350;VALVULA DE FREIO  ORIGINAL;FREIOS;43,0;250,97
PC007351;FAROL DIANTEIRO LED PESADO PARALELA A;ELETRICA;8,0;1242,48
PC007352;BARRA ESTABILIZADORA PESADO PARALELA A;SUSPENSAO;85,0;887,72
PC007353;AMORTECEDOR TRASEIRO REFORCADO PARALELA B;SUSPENSAO;6,0;263,26
PC007354;FILTRO DE CABINE REFORCADO PARALELA A;FILTROS;3,0;91,76
PC007355;ENGATE DE REBOQUE PESADO REMANUFATURADO;ARTICULACAO_5RODA;27,0;2682,22
PC007356;DISCO DE EMBREAGEM STD ORIGINAL;TRANSMISSAO;5,0;2540,83
PC007357;SAPATA DE FREIO REFORCADO PARALELA B;FREIOS;4,0;356,23
PC007358;BICO INJETOR PESADO PARALELA A;MOTOR;2,0;1614,04
PC007359;BUCHA DE MOLA REFORCADO ORIGINAL;SUSPENSAO;1,0;373,69
PC007360;VENTOINHA STD ORIGINAL;ARREFECIMENTO;29,0;59,0
PC007361;CAMISA DE CILINDRO STD PARALELA A;MOTOR;76,0;592,02
PC007362;BOMBA INJETORA LEVE PARALELA A;MOTOR;21,0;754,24
PC007363;TAMBOR DE FREIO REFORCADO ORIGINAL;FREIOS;9,0;143,7
PC007364;ROLAMENTO DE EMBREAGEM  PARALELA B;TRANSMISSAO;16,0;1110,08
PC007365;PINO REI LEVE PARALELA A;ARTICULACAO_5RODA;14,0;1393,2
PC007366;PARA-LAMA STD ORIGINAL;CARROCERIA;8,0;937,02
PC007367;VALVULA DE ADMISSAO STD PARALELA A;MOTOR;15,0;1017,96
PC007368;PNEU RADIAL 295/80 LEVE PARALELA B;RODAS_PNEUS;2,0;1638,41
PC007369;MACANETA DE PORTA  ORIGINAL;CARROCERIA;5,0;699,65
PC007370;CUBO DE RODA REFORCADO ORIGINAL;RODAS_PNEUS;1,0;1183,43
PC007371;BOMBA D AGUA  ORIGINAL;ARREFECIMENTO;0,0;480,49
PC007372;PASTILHA DE FREIO  PARALELA B;FREIOS;23,0;279,17
PC007373;CAIXA DE CAMBIO COMPLETA REFORCADO ORIGINAL;TRANSMISSAO;35,0;2511,26
PC007374;ALTERNADOR PESADO PARALELA A;ELETRICA;3,0;918,68
PC007375;LANTERNA TRASEIRA  PARALELA A;ELETRICA;55,0;1414,22
PC007376;MOTOR DE PARTIDA LEVE ORIGINAL;ELETRICA;14,0;380,32
PC007377;JUNTA DE CABECOTE LEVE PARALELA A;MOTOR;66,0;239,66
PC007378;SENSOR ABS LEVE PARALELA B;ELETRICA;261,0;1280,72
PC007379;RESERVATORIO EXPANSAO PESADO PARALELA A;ARREFECIMENTO;72,0;563,73
PC007380;TURBO COMPRESSOR REFORCADO PARALELA A;MOTOR;2,0;5243,3
PC007381;MANGUEIRA RADIADOR  ORIGINAL;ARREFECIMENTO;12,0;265,44
PC007382;PINO MESTRE  PARALELA B;SUSPENSAO;6,0;733,46
PC007383;QUINTA RODA COMPLETA LEVE PARALELA A;ARTICULACAO_5RODA;1,0;1399,5
PC007384;EIXO CARDAN  REMANUFATURADO;TRANSMISSAO;8,0;4940,63
PC007385;PLATO DE EMBREAGEM PESADO PARALELA A;TRANSMISSAO;15,0;1560,25
PC007386;FILTRO DE OLEO MOTOR STD ORIGINAL;MOTOR;3,0;1310,9
PC007387;BATERIA 150AH LEVE PARALELA A;ELETRICA;127,0;275,25
PC007388;DISCO DE FREIO REFORCADO ORIGINAL;FREIOS;214,0;138,47
PC007389;CILINDRO MESTRE REFORCADO ORIGINAL;FREIOS;3,0;231,03
PC007390;CHICOTE ELETRICO REFORCADO PARALELA B;ELETRICA;17,0;865,84
PC007391;PARAFUSO DE RODA  ORIGINAL;RODAS_PNEUS;47,0;802,05
PC007392;RADIADOR COMPLETO LEVE PARALELA A;ARREFECIMENTO;156,0;85,57
PC007393;FILTRO DE OLEO CAMBIO PESADO PARALELA A;FILTROS;1,0;29,4
PC007394;ESPELHO RETROVISOR STD ORIGINAL;CARROCERIA;9,0;381,87
PC007395;RODA DE ACO ARO 22 REFORCADO ORIGINAL;RODAS_PNEUS;112,0;922,63
PC007396;VIDRO LATERAL STD PARALELA B;CARROCERIA;50,0;79,74
PC007397;MANGOTE PNEUMATICO LEVE PARALELA B;ARTICULACAO_5RODA;9,0;1038,36
PC007398;PARA-BRISA STD PARALELA B;CARROCERIA;8,0;1039,52
PC007399;AMORTECEDOR DIANTEIRO  ORIGINAL;SUSPENSAO;12,0;819,75
PC007400;FILTRO DE COMBUSTIVEL REFORCADO PARALELA A;FILTROS;4,0;104,87
PC007401;FILTRO DE AR MOTOR STD PARALELA B;FILTROS;5,0;37,95
PC007402;VALVULA TERMOSTATICA REFORCADO PARALELA A;ARREFECIMENTO;8,0;350,11
PC007403;CAMARA DE AR STD ORIGINAL;RODAS_PNEUS;1,0;205,98
PC007404;FEIXE DE MOLA REFORCADO ORIGINAL;SUSPENSAO;46,0;948,23
PC007405;CORREIA DENTADA REFORCADO ORIGINAL;MOTOR;14,0;4538,67
PC007406;ROLAMENTO DE RODA PESADO PARALELA A;RODAS_PNEUS;8,0;675,16
PC007407;SINCRONIZADOR REFORCADO PARALELA A;TRANSMISSAO;8,0;7849,73
PC007408;BOLSA DE AR SUSPENSAO REFORCADO ORIGINAL;SUSPENSAO;48,0;369,63
PC007409;MANGUEIRA DE FREIO AR  ORIGINAL;FREIOS;3,0;92,12
PC007410;FILTRO SEPARADOR AGUA LEVE REMANUFATURADO;FILTROS;16,0;81,27
PC007411;LONA DE FREIO  REMANUFATURADO;FREIOS;41,0;250,37
PC007412;CRUZETA CARDAN STD PARALELA A;TRANSMISSAO;20,0;297,86
PC007413;PARA-CHOQUE DIANTEIRO PESADO PARALELA A;CARROCERIA;1,0;522,2
PC007414;VALVULA DE FREIO REFORCADO ORIGINAL;FREIOS;0,0;110,76
PC007415;FAROL DIANTEIRO LED PESADO PARALELA A;ELETRICA;6,0;210,47
PC007416;BARRA ESTABILIZADORA REFORCADO ORIGINAL;SUSPENSAO;134,0;640,33
PC007417;AMORTECEDOR TRASEIRO  REMANUFATURADO;SUSPENSAO;8,0;1133,64
PC007418;FILTRO DE CABINE  PARALELA A;FILTROS;1,0;60,31
PC007419;ENGATE DE REBOQUE  ORIGINAL;ARTICULACAO_5RODA;19,0;1352,59
PC007420;DISCO DE EMBREAGEM PESADO ORIGINAL;TRANSMISSAO;12,0;2005,81
PC007421;SAPATA DE FREIO  ORIGINAL;FREIOS;73,0;164,12
PC007422;BICO INJETOR  PARALELA B;MOTOR;422,0;638,42
PC007423;BUCHA DE MOLA STD ORIGINAL;SUSPENSAO;17,0;823,21
PC007424;VENTOINHA REFORCADO PARALELA A;ARREFECIMENTO;40,0;527,96
PC007425;CAMISA DE CILINDRO LEVE PARALELA B;MOTOR;1,0;4049,5
PC007427;TAMBOR DE FREIO STD ORIGINAL;FREIOS;14,0;288,36
PC007428;ROLAMENTO DE EMBREAGEM STD REMANUFATURADO;TRANSMISSAO;34,0;7231,0
PC007429;PINO REI STD ORIGINAL;ARTICULACAO_5RODA;1,0;739,82
PC007430;PARA-LAMA  ORIGINAL;CARROCERIA;38,0;454,83
PC007431;VALVULA DE ADMISSAO REFORCADO ORIGINAL;MOTOR;12,0;1516,67
PC007432;PNEU RADIAL 295/80 REFORCADO PARALELA B;RODAS_PNEUS;67,0;692,56
PC007433;MACANETA DE PORTA REFORCADO REMANUFATURADO;CARROCERIA;7,0;268,67
PC007434;CUBO DE RODA PESADO PARALELA A;RODAS_PNEUS;1,0;733,82
PC007436;PASTILHA DE FREIO PESADO PARALELA B;FREIOS;6,0;273,58
PC007437;CAIXA DE CAMBIO COMPLETA LEVE ORIGINAL;TRANSMISSAO;4,0;6176,62
PC007438;ALTERNADOR REFORCADO ORIGINAL;ELETRICA;102,0;814,38
PC007439;LANTERNA TRASEIRA REFORCADO ORIGINAL;ELETRICA;6,0;989,51
PC007441;JUNTA DE CABECOTE  ORIGINAL;MOTOR;42,0;278,33
PC007442;SENSOR ABS REFORCADO ORIGINAL;ELETRICA;14,0;1034,28
PC007443;RESERVATORIO EXPANSAO LEVE PARALELA B;ARREFECIMENTO;34,0;376,06
PC007444;TURBO COMPRESSOR  PARALELA A;MOTOR;18,0;3874,27
PC007445;MANGUEIRA RADIADOR REFORCADO PARALELA B;ARREFECIMENTO;2,0;206,36
PC007446;PINO MESTRE  PARALELA A;SUSPENSAO;36,0;914,29
PC007447;QUINTA RODA COMPLETA LEVE PARALELA B;ARTICULACAO_5RODA;32,0;925,93
PC007448;EIXO CARDAN REFORCADO REMANUFATURADO;TRANSMISSAO;1,0;2049,22
PC007449;PLATO DE EMBREAGEM LEVE ORIGINAL;TRANSMISSAO;9,0;5616,79
PC007450;FILTRO DE OLEO MOTOR STD PARALELA B;MOTOR;19,0;3926,39
PC007451;BATERIA 150AH  REMANUFATURADO;ELETRICA;12,0;508,67
PC007452;DISCO DE FREIO REFORCADO PARALELA B;FREIOS;3,0;309,28
PC007453;CILINDRO MESTRE STD REMANUFATURADO;FREIOS;8,0;376,33
PC007454;CHICOTE ELETRICO REFORCADO ORIGINAL;ELETRICA;9,0;400,19
PC007455;PARAFUSO DE RODA REFORCADO PARALELA A;RODAS_PNEUS;4,0;390,29
PC007456;RADIADOR COMPLETO STD ORIGINAL;ARREFECIMENTO;31,0;110,94
PC007457;FILTRO DE OLEO CAMBIO PESADO PARALELA B;FILTROS;21,0;25,07
PC007458;ESPELHO RETROVISOR PESADO ORIGINAL;CARROCERIA;49,0;86,38
PC007459;RODA DE ACO ARO 22 STD REMANUFATURADO;RODAS_PNEUS;203,0;1131,1
PC007460;VIDRO LATERAL REFORCADO PARALELA B;CARROCERIA;44,0;222,46
PC007461;MANGOTE PNEUMATICO STD PARALELA A;ARTICULACAO_5RODA;26,0;2615,36
PC007462;PARA-BRISA LEVE PARALELA A;CARROCERIA;49,0;647,69
PC007463;AMORTECEDOR DIANTEIRO REFORCADO ORIGINAL;SUSPENSAO;20,0;1067,04
PC007464;FILTRO DE COMBUSTIVEL PESADO PARALELA A;FILTROS;2,0;74,82
PC007465;FILTRO DE AR MOTOR LEVE PARALELA B;FILTROS;7,0;66,62
PC007467;CAMARA DE AR LEVE PARALELA A;RODAS_PNEUS;8,0;471,9
PC007468;FEIXE DE MOLA LEVE PARALELA B;SUSPENSAO;7,0;137,31
PC007469;CORREIA DENTADA  PARALELA A;MOTOR;64,0;1324,65
PC007470;ROLAMENTO DE RODA PESADO ORIGINAL;RODAS_PNEUS;12,0;1718,21
PC007471;SINCRONIZADOR REFORCADO PARALELA A;TRANSMISSAO;7,0;4693,04
PC007472;BOLSA DE AR SUSPENSAO STD ORIGINAL;SUSPENSAO;10,0;968,1
PC007473;MANGUEIRA DE FREIO AR STD REMANUFATURADO;FREIOS;12,0;95,19
PC007474;FILTRO SEPARADOR AGUA REFORCADO ORIGINAL;FILTROS;30,0;82,58
PC007475;LONA DE FREIO  ORIGINAL;FREIOS;10,0;352,13
PC007477;PARA-CHOQUE DIANTEIRO PESADO ORIGINAL;CARROCERIA;46,0;170,65
PC007478;VALVULA DE FREIO STD PARALELA B;FREIOS;34,0;327,31
PC007479;FAROL DIANTEIRO LED  ORIGINAL;ELETRICA;18,0;107,07
PC007480;BARRA ESTABILIZADORA STD PARALELA A;SUSPENSAO;1,0;886,76
PC007482;FILTRO DE CABINE  PARALELA A;FILTROS;2,0;54,55
PC007483;ENGATE DE REBOQUE STD PARALELA B;ARTICULACAO_5RODA;11,0;662,02
PC007484;DISCO DE EMBREAGEM PESADO PARALELA B;TRANSMISSAO;99,0;3003,48
PC007485;SAPATA DE FREIO LEVE PARALELA A;FREIOS;1,0;152,0
PC007486;BICO INJETOR  PARALELA A;MOTOR;4,0;2701,36
PC007487;BUCHA DE MOLA STD REMANUFATURADO;SUSPENSAO;16,0;904,36
PC007488;VENTOINHA STD ORIGINAL;ARREFECIMENTO;5,0;368,75
PC007489;CAMISA DE CILINDRO  PARALELA A;MOTOR;6,0;3641,52
PC007490;BOMBA INJETORA LEVE REMANUFATURADO;MOTOR;10,0;4398,09
PC007491;TAMBOR DE FREIO STD PARALELA A;FREIOS;26,0;99,82
PC007492;ROLAMENTO DE EMBREAGEM  ORIGINAL;TRANSMISSAO;30,0;5069,26
PC007493;PINO REI  ORIGINAL;ARTICULACAO_5RODA;455,0;956,42
PC007494;PARA-LAMA STD ORIGINAL;CARROCERIA;16,0;253,39
PC007495;VALVULA DE ADMISSAO LEVE ORIGINAL;MOTOR;3,0;5201,49
PC007496;PNEU RADIAL 295/80 PESADO PARALELA B;RODAS_PNEUS;3,0;456,66
PC007497;MACANETA DE PORTA LEVE ORIGINAL;CARROCERIA;5,0;260,78
PC007498;CUBO DE RODA PESADO REMANUFATURADO;RODAS_PNEUS;71,0;1380,32
PC007499;BOMBA D AGUA  ORIGINAL;ARREFECIMENTO;1,0;199,05
PC007500;PASTILHA DE FREIO REFORCADO REMANUFATURADO;FREIOS;111,0;235,38
PC007501;CAIXA DE CAMBIO COMPLETA REFORCADO PARALELA A;TRANSMISSAO;12,0;3292,76
PC007502;ALTERNADOR STD PARALELA A;ELETRICA;8,0;61,96
PC007503;LANTERNA TRASEIRA PESADO PARALELA B;ELETRICA;10,0;210,23
PC007504;MOTOR DE PARTIDA STD PARALELA B;ELETRICA;2,0;461,21
PC007505;JUNTA DE CABECOTE PESADO PARALELA B;MOTOR;104,0;4861,79
PC007506;SENSOR ABS PESADO PARALELA A;ELETRICA;5,0;520,24
PC007507;RESERVATORIO EXPANSAO LEVE ORIGINAL;ARREFECIMENTO;60,0;159,51
PC007508;TURBO COMPRESSOR PESADO ORIGINAL;MOTOR;38,0;4401,47
PC007509;MANGUEIRA RADIADOR  PARALELA A;ARREFECIMENTO;5,0;547,04
PC007510;PINO MESTRE LEVE PARALELA A;SUSPENSAO;7,0;322,13
PC007511;QUINTA RODA COMPLETA PESADO PARALELA B;ARTICULACAO_5RODA;37,0;1013,44
PC007512;EIXO CARDAN  ORIGINAL;TRANSMISSAO;1,0;2035,22
PC007513;PLATO DE EMBREAGEM LEVE ORIGINAL;TRANSMISSAO;120,0;3351,0
PC007514;FILTRO DE OLEO MOTOR LEVE PARALELA A;MOTOR;13,0;3035,91
PC007515;BATERIA 150AH  ORIGINAL;ELETRICA;15,0;109,67
PC007516;DISCO DE FREIO REFORCADO PARALELA A;FREIOS;279,0;156,05
PC007517;CILINDRO MESTRE  PARALELA A;FREIOS;8,0;157,71
PC007518;CHICOTE ELETRICO STD ORIGINAL;ELETRICA;67,0;782,76
PC007519;PARAFUSO DE RODA STD PARALELA A;RODAS_PNEUS;1,0;422,57
PC007520;RADIADOR COMPLETO STD ORIGINAL;ARREFECIMENTO;3,0;176,09
