Emissao;Produto;Descricao;Quantidade;Vlr.Unitario;Vlr.Total;Cliente
30/07/2022;PROD1678;PROD1678;12;550,85;6610,17;434
30/07/2022;PROD252;PROD252;4;762,71;3050,85;170
30/07/2022;PROD1167;PROD1167;4;826,27;3305,08;4
30/07/2022;PROD1167;PROD1167;4;826,27;3305,08;128
30/07/2022;PROD1167;PROD1167;4;826,27;3305,08;411
30/07/2022;PROD1128;PROD1128;30;618,64;18559,32;411
30/07/2022;PROD9;PROD9;1;974,58;974,58;158
30/07/2022;PROD941;PROD941;2;1546,61;3093,22;68
30/07/2022;PROD1268;PROD1268;2;783,9;1567,8;410
30/07/2022;PROD1241;PROD1241;20;745,76;14915,25;411
30/07/2022;PROD300;PROD300;4;666,1;2664,41;345
30/07/2022;PROD1241;PROD1241;12;745,76;8949,15;411
30/07/2022;PROD616;PROD616;20;466,1;9322,03;343
30/07/2022;PROD1347;PROD1347;32;932,2;29830,51;458
01/08/2022;PROD1486;PROD1486;8;805,08;6440,68;99
01/08/2022;PROD1478;PROD1478;8;805,08;6440,68;99
01/08/2022;PROD498;PROD498;8;442,8;3542,37;99
01/08/2022;PROD494;PROD494;8;402,54;3220,34;99
01/08/2022;PROD1889;PROD1889;2;3059,32;6118,64;57
01/08/2022;PROD328;PROD328;8;508,47;4067,8;143
01/08/2022;PROD1266;PROD1266;4;523,31;2093,22;172
01/08/2022;PROD1167;PROD1167;4;809,75;3238,98;190
01/08/2022;PROD613;PROD613;20;504,24;10084,75;481
01/08/2022;PROD496;PROD496;4;442,8;1771,19;99
01/08/2022;PROD606;PROD606;1;932,2;932,2;502
01/08/2022;PROD503;PROD503;20;563,56;11271,19;99
01/08/2022;PROD636;PROD636;2;1006,36;2012,71;190
01/08/2022;PROD222;PROD222;1;652,54;652,54;135
01/08/2022;PROD344;PROD344;4;442,8;1771,19;330
01/08/2022;PROD1915;PROD1915;1;657,63;657,63;25
01/08/2022;PROD222;PROD222;4;652,54;2610,17;290
01/08/2022;PROD1686;PROD1686;1;4012,71;4012,71;445
01/08/2022;PROD1347;PROD1347;4;1086,44;4345,76;497
01/08/2022;PROD1042;PROD1042;4;1694,92;6779,66;411
01/08/2022;PROD494;PROD494;4;415,25;1661,02;426
02/08/2022;PROD946;PROD946;8;1271,19;10169,49;143
02/08/2022;PROD342;PROD342;2;543,22;1086,44;216
02/08/2022;PROD1915;PROD1915;4;677,97;2711,86;455
02/08/2022;PROD1915;PROD1915;2;677,97;1355,93;13
02/08/2022;PROD1588;PROD1588;8;454,24;3633,9;469
02/08/2022;PROD1706;PROD1706;4;1627,36;6509,42;232
02/08/2022;PROD703;PROD703;4;2033,9;8135,59;360
02/08/2022;PROD1347;PROD1347;8;885,59;7084,75;363
02/08/2022;PROD328;PROD328;4;508,47;2033,9;241
02/08/2022;PROD632;PROD632;4;913,56;3654,24;330
02/08/2022;PROD1724;PROD1724;8;1084,75;8677,97;367
02/08/2022;PROD480;PROD480;2;2012,71;4025,42;478
02/08/2022;PROD941;PROD941;8;1694,92;13559,32;163
02/08/2022;PROD885;PROD885;6;644,07;3864,41;367
02/08/2022;PROD946;PROD946;4;1271,19;5084,75;143
02/08/2022;PROD1241;PROD1241;1;847,46;847,46;348
03/08/2022;PROD1290;PROD1290;4;1440,68;5762,71;17
03/08/2022;PROD1570;PROD1570;1;1822,03;1822,03;343
03/08/2022;PROD1128;PROD1128;4;677,97;2711,86;259
03/08/2022;PROD1588;PROD1588;2;478,81;957,63;330
03/08/2022;PROD462;PROD462;4;720,34;2881,36;343
03/08/2022;PROD1789;PROD1789;4;591,1;2364,41;400
03/08/2022;PROD627;PROD627;4;542,37;2169,49;400
03/08/2022;PROD1863;PROD1863;2;614,41;1228,81;185
03/08/2022;PROD152;PROD152;4;974,58;3898,31;140
03/08/2022;PROD628;PROD628;4;644,07;2576,27;181
03/08/2022;PROD885;PROD885;2;677,97;1355,93;481
03/08/2022;PROD885;PROD885;4;677,97;2711,86;259
03/08/2022;PROD1678;PROD1678;4;521,19;2084,75;400
03/08/2022;PROD1347;PROD1347;28;1016,95;28474,58;21
03/08/2022;PROD613;PROD613;4;478,81;1915,25;400
03/08/2022;PROD1588;PROD1588;4;453,39;1813,56;400
03/08/2022;PROD628;PROD628;4;591,1;2364,41;400
03/08/2022;PROD350;PROD350;4;1408,47;5633,9;57
03/08/2022;PROD1915;PROD1915;4;677,97;2711,86;112
03/08/2022;PROD627;PROD627;4;572,03;2288,14;112
03/08/2022;PROD613;PROD613;4;504,24;2016,95;112
03/08/2022;PROD1588;PROD1588;4;478,81;1915,25;112
03/08/2022;PROD252;PROD252;4;762,71;3050,85;13
03/08/2022;PROD1719;PROD1719;4;665,25;2661,02;128
03/08/2022;PROD1922;PROD1922;4;1186,44;4745,76;336
03/08/2022;PROD409;PROD409;2;1228,81;2457,63;197
03/08/2022;PROD402;PROD402;2;741,53;1483,05;330
03/08/2022;PROD1167;PROD1167;4;805,08;3220,34;58
03/08/2022;PROD322;PROD322;8;550,85;4406,78;330
03/08/2022;PROD1186;PROD1186;4;466,1;1864,41;330
03/08/2022;PROD364;PROD364;1;1167,37;1167,37;189
03/08/2022;PROD1800;PROD1800;4;1934,75;7738,98;474
04/08/2022;PROD496;PROD496;8;456,78;3654,24;80
04/08/2022;PROD592;PROD592;1;720,34;720,34;290
04/08/2022;PROD941;PROD941;2;1546,61;3093,22;68
04/08/2022;PROD393;PROD393;4;559,32;2237,29;86
04/08/2022;PROD272;PROD272;1;1006,36;1006,36;143
04/08/2022;PROD49;PROD49;2;601,69;1203,39;420
04/08/2022;PROD627;PROD627;1;572,03;572,03;86
04/08/2022;PROD189;PROD189;4;635,59;2542,37;404
04/08/2022;PROD1277;PROD1277;2;1016,95;2033,9;301
04/08/2022;PROD189;PROD189;4;603,81;2415,25;241
04/08/2022;PROD1646;PROD1646;4;639,83;2559,32;181
04/08/2022;PROD409;PROD409;2;1166,95;2333,9;343
04/08/2022;PROD912;PROD912;1;747,46;747,46;35
04/08/2022;PROD300;PROD300;12;705,93;8471,19;226
04/08/2022;PROD939;PROD939;2;1694,92;3389,83;287
04/08/2022;PROD1588;PROD1588;12;453,39;5440,68;301
05/08/2022;PROD618;PROD618;4;550,85;2203,39;227
05/08/2022;PROD1440;PROD1440;2;1005,93;2011,86;255
05/08/2022;PROD647;PROD647;8;529,66;4237,29;448
05/08/2022;PROD613;PROD613;6;478,81;2872,88;255
05/08/2022;PROD1779;PROD1779;4;1694,92;6779,66;140
05/08/2022;PROD218;PROD218;4;550,85;2203,39;501
05/08/2022;PROD995;PROD995;12;623,73;7484,75;52
05/08/2022;PROD222;PROD222;8;614,41;4915,25;464
05/08/2022;PROD613;PROD613;4;478,81;1915,25;464
05/08/2022;PROD647;PROD647;4;500,0;2000,0;464
05/08/2022;PROD647;PROD647;4;518,64;2074,58;321
05/08/2022;PROD1167;PROD1167;4;805,08;3220,34;58
05/08/2022;PROD401;PROD401;2;1006,36;2012,71;330
05/08/2022;PROD1128;PROD1128;4;669,49;2677,97;191
05/08/2022;PROD1790;PROD1790;2;2464,3;4928,59;231
05/08/2022;PROD628;PROD628;4;677,97;2711,86;250
06/08/2022;PROD1438;PROD1438;2;805,08;1610,17;185
06/08/2022;PROD1234;PROD1234;1;2330,51;2330,51;415
06/08/2022;PROD1167;PROD1167;2;809,32;1618,64;301
06/08/2022;PROD1277;PROD1277;2;1016,95;2033,9;301
06/08/2022;PROD1266;PROD1266;4;550,85;2203,39;59
06/08/2022;PROD322;PROD322;4;523,31;2093,22;428
06/08/2022;PROD503;PROD503;20;581,36;11627,12;99
06/08/2022;PROD494;PROD494;8;415,25;3322,03;99
06/08/2022;PROD1588;PROD1588;8;478,81;3830,51;413
06/08/2022;PROD498;PROD498;8;456,78;3654,24;99
06/08/2022;PROD496;PROD496;4;456,78;1827,12;99
06/08/2022;PROD496;PROD496;4;442,8;1771,19;503
06/08/2022;PROD498;PROD498;8;442,8;3542,37;503
06/08/2022;PROD498;PROD498;8;442,8;3542,37;103
06/08/2022;PROD175;PROD175;4;684,32;2737,29;225
06/08/2022;PROD1305;PROD1305;1;932,2;932,2;415
06/08/2022;PROD334;PROD334;1;635,59;635,59;143
06/08/2022;PROD628;PROD628;4;644,07;2576,27;464
06/08/2022;PROD1588;PROD1588;16;478,81;7661,02;413
06/08/2022;PROD389;PROD389;0;;0,0;232
06/08/2022;PROD393;PROD393;8;550,85;4406,78;481
06/08/2022;PROD393;PROD393;8;559,32;4474,58;59
06/08/2022;PROD1915;PROD1915;4;644,07;2576,27;464
06/08/2022;PROD1747;PROD1747;4;847,46;3389,83;143
08/08/2022;PROD885;PROD885;16;677,97;10847,46;13
08/08/2022;PROD885;PROD885;0;;0,0;375
08/08/2022;PROD1128;PROD1128;8;677,97;5423,73;121
08/08/2022;PROD1167;PROD1167;8;826,27;6610,17;121
08/08/2022;PROD1800;PROD1800;4;1932,2;7728,81;474
08/08/2022;PROD1241;PROD1241;12;805,08;9661,02;121
08/08/2022;PROD1167;PROD1167;4;826,27;3305,08;13
08/08/2022;PROD885;PROD885;12;677,97;8135,59;121
08/08/2022;PROD1347;PROD1347;16;885,59;14169,49;270
08/08/2022;PROD266;PROD266;2;1408,9;2817,8;487
08/08/2022;PROD251;PROD251;1;635,59;635,59;455
08/08/2022;PROD272;PROD272;1;1006,36;1006,36;483
08/08/2022;PROD995;PROD995;4;644,07;2576,27;301
08/08/2022;PROD70;PROD70;5;762,71;3813,56;301
08/08/2022;PROD434;PROD434;4;1610,17;6440,68;415
08/08/2022;PROD1347;PROD1347;2;885,59;1771,19;501
08/08/2022;PROD554;PROD554;6;563,56;3381,36;99
08/08/2022;PROD608;PROD608;8;684,32;5474,58;99
08/08/2022;PROD554;PROD554;8;563,56;4508,47;464
08/08/2022;PROD434;PROD434;2;1525,42;3050,85;420
08/08/2022;PROD350;PROD350;4;1408,47;5633,9;57
08/08/2022;PROD498;PROD498;32;456,78;14616,95;503
08/08/2022;PROD1440;PROD1440;4;1005,93;4023,73;501
08/08/2022;PROD1724;PROD1724;12;1144,07;13728,81;125
08/08/2022;PROD554;PROD554;4;581,36;2325,42;400
08/08/2022;PROD1347;PROD1347;6;885,59;5313,56;363
08/08/2022;PROD557;PROD557;4;622,88;2491,53;400
08/08/2022;PROD788;PROD788;4;1162,71;4650,85;174
09/08/2022;PROD1167;PROD1167;4;826,27;3305,08;191
09/08/2022;PROD1347;PROD1347;4;885,59;3542,37;272
09/08/2022;PROD434;PROD434;2;1610,17;3220,34;121
09/08/2022;PROD1724;PROD1724;8;1144,07;9152,54;125
09/08/2022;PROD1724;PROD1724;6;1086,86;6521,19;487
09/08/2022;PROD1445;PROD1445;4;966,1;3864,41;343
09/08/2022;PROD1128;PROD1128;4;644,07;2576,27;424
09/08/2022;PROD339;PROD339;4;635,59;2542,37;197
09/08/2022;PROD38;PROD38;4;1811,44;7245,76;190
09/08/2022;PROD409;PROD409;1;1204,24;1204,24;447
09/08/2022;PROD1747;PROD1747;4;847,46;3389,83;458
09/08/2022;PROD1896;PROD1896;2;1271,19;2542,37;458
09/08/2022;PROD647;PROD647;8;519,07;4152,54;298
09/08/2022;PROD1640;PROD1640;4;1690,68;6762,71;241
09/08/2022;PROD1255;PROD1255;2;2701,06;5402,12;487
09/08/2022;PROD1904;PROD1904;0;;0,0;272
09/08/2022;PROD1069;PROD1069;4;250,0;1000,0;420
09/08/2022;PROD1925;PROD1925;1;449,15;449,15;420
09/08/2022;PROD559;PROD559;3;288,14;864,41;420
09/08/2022;PROD774;PROD774;4;1059,32;4237,29;15
09/08/2022;PROD885;PROD885;3;644,07;1932,2;424
09/08/2022;PROD618;PROD618;28;572,03;16016,95;63
09/08/2022;PROD910;PROD910;2;3220,34;6440,68;190
09/08/2022;PROD1445;PROD1445;12;966,1;11593,22;343
09/08/2022;PROD613;PROD613;4;498,31;1993,22;423
09/08/2022;PROD1626;PROD1626;1;1127,12;1127,12;301
09/08/2022;PROD389;PROD389;4;1515,97;6063,9;232
09/08/2022;PROD25;PROD25;4;1059,32;4237,29;375
09/08/2022;PROD995;PROD995;26;644,07;16745,76;57
09/08/2022;PROD1274;PROD1274;2;932,2;1864,41;15
09/08/2022;PROD557;PROD557;4;593,22;2372,88;63
09/08/2022;PROD647;PROD647;24;508,47;12203,39;63
09/08/2022;PROD503;PROD503;16;576,27;9220,34;353
10/08/2022;PROD1588;PROD1588;20;478,81;9576,27;336
10/08/2022;PROD1919;PROD1919;6;635,59;3813,56;501
10/08/2022;PROD1449;PROD1449;4;1006,36;4025,42;330
10/08/2022;PROD1290;PROD1290;4;1461,86;5847,46;17
10/08/2022;PROD1518;PROD1518;1;747,46;747,46;426
10/08/2022;PROD320;PROD320;8;677,97;5423,73;54
10/08/2022;PROD319;PROD319;8;593,22;4745,76;54
10/08/2022;PROD1438;PROD1438;4;805,08;3220,34;411
10/08/2022;PROD503;PROD503;8;581,36;4650,85;250
10/08/2022;PROD1289;PROD1289;4;1483,05;5932,2;321
10/08/2022;PROD941;PROD941;0;;0,0;176
10/08/2022;PROD912;PROD912;2;762,71;1525,42;411
10/08/2022;PROD1788;PROD1788;2;932,2;1864,41;197
10/08/2022;PROD1291;PROD1291;2;1652,54;3305,08;321
10/08/2022;PROD1094;PROD1094;1;1408,9;1408,9;487
10/08/2022;PROD1181;PROD1181;8;677,97;5423,73;318
10/08/2022;PROD1266;PROD1266;4;550,85;2203,39;197
10/08/2022;PROD1445;PROD1445;1;996,61;996,61;298
10/08/2022;PROD1083;PROD1083;4;1661,02;6644,07;44
10/08/2022;PROD1445;PROD1445;1;996,61;996,61;298
10/08/2022;PROD617;PROD617;1;495,76;495,76;122
10/08/2022;PROD617;PROD617;8;495,76;3966,1;411
10/08/2022;PROD811;PROD811;4;1652,54;6610,17;117
10/08/2022;PROD853;PROD853;4;3220,34;12881,36;143
10/08/2022;PROD1445;PROD1445;2;966,1;1932,2;469
10/08/2022;PROD1347;PROD1347;5;932,2;4661,02;502
10/08/2022;PROD616;PROD616;4;498,31;1993,22;19
10/08/2022;PROD587;PROD587;4;720,34;2881,36;266
10/08/2022;PROD386;PROD386;8;466,1;3728,81;329
10/08/2022;PROD1751;PROD1751;8;847,46;6779,66;458
10/08/2022;PROD646;PROD646;4;805,08;3220,34;420
10/08/2022;PROD386;PROD386;4;442,8;1771,19;172
10/08/2022;PROD1723;PROD1723;4;1906,78;7627,12;270
10/08/2022;PROD25;PROD25;4;974,58;3898,31;52
11/08/2022;PROD300;PROD300;12;705,93;8471,19;226
11/08/2022;PROD393;PROD393;6;559,32;3355,93;481
11/08/2022;PROD1915;PROD1915;2;677,97;1355,93;404
11/08/2022;PROD973;PROD973;4;1127,12;4508,47;269
11/08/2022;PROD196;PROD196;4;1013,56;4054,24;52
11/08/2022;PROD1269;PROD1269;2;805,08;1610,17;330
11/08/2022;PROD66;PROD66;2;889,83;1779,66;404
11/08/2022;PROD1604;PROD1604;4;1949,15;7796,61;458
11/08/2022;PROD1919;PROD1919;4;635,59;2542,37;410
11/08/2022;PROD228;PROD228;4;1016,95;4067,8;270
11/08/2022;PROD1921;PROD1921;2;3093,22;6186,44;391
11/08/2022;PROD1083;PROD1083;4;1694,92;6779,66;420
11/08/2022;PROD1860;PROD1860;4;1016,95;4067,8;250
11/08/2022;PROD1920;PROD1920;4;1980,34;7921,36;52
11/08/2022;PROD1724;PROD1724;12;1144,07;13728,81;125
12/08/2022;PROD1216;PROD1216;2;2213,98;4427,97;231
12/08/2022;PROD328;PROD328;32;483,05;15457,63;57
12/08/2022;PROD646;PROD646;20;745,76;14915,25;57
12/08/2022;PROD1347;PROD1347;8;885,59;7084,75;57
12/08/2022;PROD1241;PROD1241;4;805,08;3220,34;191
12/08/2022;PROD1269;PROD1269;2;847,46;1694,92;140
12/08/2022;PROD1904;PROD1904;8;966,1;7728,81;191
12/08/2022;PROD1904;PROD1904;4;966,1;3864,41;117
12/08/2022;PROD1904;PROD1904;20;966,1;19322,03;125
12/08/2022;PROD613;PROD613;6;504,24;3025,42;164
12/08/2022;PROD613;PROD613;8;508,47;4067,8;59
12/08/2022;PROD1904;PROD1904;4;966,1;3864,41;346
12/08/2022;PROD1904;PROD1904;8;966,1;7728,81;337
12/08/2022;PROD1904;PROD1904;28;966,1;27050,85;343
12/08/2022;PROD189;PROD189;10;603,81;6038,14;57
12/08/2022;PROD1674;PROD1674;1;1453,39;1453,39;337
12/08/2022;PROD1904;PROD1904;16;966,1;15457,63;487
12/08/2022;PROD1904;PROD1904;40;966,1;38644,07;63
12/08/2022;PROD1904;PROD1904;20;966,1;19322,03;375
12/08/2022;PROD586;PROD586;8;677,97;5423,73;57
12/08/2022;PROD1904;PROD1904;4;966,1;3864,41;164
12/08/2022;PROD1904;PROD1904;24;966,1;23186,44;57
12/08/2022;PROD1626;PROD1626;4;1162,71;4650,85;156
12/08/2022;PROD1904;PROD1904;4;966,1;3864,41;492
12/08/2022;PROD1904;PROD1904;8;966,1;7728,81;413
12/08/2022;PROD1887;PROD1887;4;2491,53;9966,1;35
12/08/2022;PROD1588;PROD1588;20;478,81;9576,27;255
12/08/2022;PROD1347;PROD1347;8;1101,69;8813,56;117
12/08/2022;PROD647;PROD647;16;529,66;8474,58;415
12/08/2022;PROD335;PROD335;12;783,9;9406,78;57
12/08/2022;PROD647;PROD647;12;519,07;6228,81;99
12/08/2022;PROD603;PROD603;1;720,34;720,34;143
12/08/2022;PROD608;PROD608;4;720,34;2881,36;420
12/08/2022;PROD200;PROD200;1;974,58;974,58;52
12/08/2022;PROD954;PROD954;1;635,59;635,59;250
12/08/2022;PROD1383;PROD1383;8;830,51;6644,07;99
12/08/2022;PROD586;PROD586;8;726,69;5813,56;99
12/08/2022;PROD1347;PROD1347;4;932,2;3728,81;117
12/08/2022;PROD1441;PROD1441;20;826,27;16525,42;57
12/08/2022;PROD1864;PROD1864;4;1288,14;5152,54;269
12/08/2022;PROD663;PROD663;18;932,2;16779,66;117
12/08/2022;PROD1915;PROD1915;4;623,94;2495,76;255
12/08/2022;PROD1915;PROD1915;8;656,78;5254,24;140
12/08/2022;PROD1724;PROD1724;4;1144,07;4576,27;487
12/08/2022;PROD647;PROD647;4;519,07;2076,27;97
12/08/2022;PROD1724;PROD1724;4;1121,19;4484,75;346
12/08/2022;PROD1347;PROD1347;4;1144,07;4576,27;261
12/08/2022;PROD1588;PROD1588;20;454,87;9097,46;255
12/08/2022;PROD647;PROD647;4;529,66;2118,64;165
12/08/2022;PROD1438;PROD1438;2;805,08;1610,17;165
12/08/2022;PROD616;PROD616;4;483,05;1932,2;227
13/08/2022;PROD1146;PROD1146;4;2227,67;8910,68;231
13/08/2022;PROD356;PROD356;1;1419,49;1419,49;415
13/08/2022;PROD613;PROD613;4;483,05;1932,2;381
13/08/2022;PROD660;PROD660;12;885,59;10627,12;270
13/08/2022;PROD1588;PROD1588;3;478,81;1436,44;250
13/08/2022;PROD1588;PROD1588;1;478,81;478,81;250
13/08/2022;PROD1845;PROD1845;8;523,31;4186,44;464
13/08/2022;PROD1128;PROD1128;4;889,83;3559,32;287
13/08/2022;PROD885;PROD885;4;805,08;3220,34;287
13/08/2022;PROD1128;PROD1128;8;635,59;5084,75;448
13/08/2022;PROD1128;PROD1128;4;635,59;2542,37;140
13/08/2022;PROD1128;PROD1128;12;635,59;7627,12;270
13/08/2022;PROD1128;PROD1128;8;635,59;5084,75;10
13/08/2022;PROD393;PROD393;8;559,32;4474,58;481
13/08/2022;PROD1626;PROD1626;4;1186,44;4745,76;266
13/08/2022;PROD1442;PROD1442;6;1006,36;6038,14;464
13/08/2022;PROD625;PROD625;4;764,83;3059,32;474
13/08/2022;PROD803;PROD803;2;2294,49;4588,98;363
13/08/2022;PROD201;PROD201;4;1370,34;5481,36;216
15/08/2022;PROD646;PROD646;4;805,08;3220,34;481
15/08/2022;PROD885;PROD885;1;644,07;644,07;424
15/08/2022;PROD1219;PROD1219;4;847,46;3389,83;394
15/08/2022;PROD1327;PROD1327;4;2616,53;10466,1;269
15/08/2022;PROD1910;PROD1910;4;1811,44;7245,76;255
15/08/2022;PROD613;PROD613;4;508,47;2033,9;404
15/08/2022;PROD1904;PROD1904;2;966,1;1932,2;424
15/08/2022;PROD885;PROD885;6;605,93;3635,59;487
15/08/2022;PROD1845;PROD1845;2;539,83;1079,66;255
15/08/2022;PROD1724;PROD1724;4;1144,07;4576,27;266
15/08/2022;PROD393;PROD393;8;529,66;4237,29;172
15/08/2022;PROD707;PROD707;2;1949,15;3898,31;197
15/08/2022;PROD663;PROD663;4;974,58;3898,31;415
15/08/2022;PROD402;PROD402;1;704,45;704,45;330
15/08/2022;PROD1167;PROD1167;6;826,27;4957,63;407
15/08/2022;PROD1638;PROD1638;2;683,9;1367,8;301
15/08/2022;PROD1588;PROD1588;4;454,87;1819,49;172
15/08/2022;PROD1845;PROD1845;4;523,31;2093,22;172
15/08/2022;PROD70;PROD70;2;747,46;1494,92;375
15/08/2022;PROD900;PROD900;4;1059,32;4237,29;148
15/08/2022;PROD1724;PROD1724;8;1086,86;8694,92;367
15/08/2022;PROD1241;PROD1241;8;796,61;6372,88;128
15/08/2022;PROD1010;PROD1010;2;3813,56;7627,12;125
15/08/2022;PROD175;PROD175;2;705,93;1411,86;67
15/08/2022;PROD708;PROD708;2;1483,05;2966,1;197
15/08/2022;PROD1894;PROD1894;4;955,08;3820,34;216
15/08/2022;PROD941;PROD941;20;1461,86;29237,29;57
15/08/2022;PROD941;PROD941;2;1489,41;2978,81;424
15/08/2022;PROD129;PROD129;4;1442,37;5769,49;52
15/08/2022;PROD1128;PROD1128;4;635,59;2542,37;407
15/08/2022;PROD1128;PROD1128;4;669,49;2677,97;128
15/08/2022;PROD322;PROD322;1;523,31;523,31;330
15/08/2022;PROD1128;PROD1128;4;635,59;2542,37;404
15/08/2022;PROD1128;PROD1128;20;635,59;12711,86;63
15/08/2022;PROD1911;PROD1911;4;889,83;3559,32;372
15/08/2022;PROD1167;PROD1167;8;817,8;6542,37;128
16/08/2022;PROD1167;PROD1167;4;826,27;3305,08;191
16/08/2022;PROD1894;PROD1894;4;974,58;3898,31;502
16/08/2022;PROD1128;PROD1128;12;635,59;7627,12;375
16/08/2022;PROD1128;PROD1128;12;635,59;7627,12;321
16/08/2022;PROD617;PROD617;12;485,85;5830,17;99
16/08/2022;PROD1289;PROD1289;2;1525,42;3050,85;143
16/08/2022;PROD1915;PROD1915;8;623,94;4991,53;464
16/08/2022;PROD300;PROD300;12;508,47;6101,69;222
16/08/2022;PROD319;PROD319;4;593,22;2372,88;250
16/08/2022;PROD1724;PROD1724;4;1086,44;4345,76;191
16/08/2022;PROD1438;PROD1438;2;805,08;1610,17;197
16/08/2022;PROD486;PROD486;8;974,58;7796,61;502
16/08/2022;PROD1266;PROD1266;4;550,85;2203,39;394
16/08/2022;PROD1588;PROD1588;4;478,81;1915,25;185
16/08/2022;PROD1112;PROD1112;4;3737,29;14949,15;222
16/08/2022;PROD1498;PROD1498;2;580,51;1161,02;148
16/08/2022;PROD1638;PROD1638;4;684,32;2737,29;216
16/08/2022;PROD660;PROD660;4;932,2;3728,81;487
16/08/2022;PROD613;PROD613;2;483,05;966,1;330
16/08/2022;PROD1713;PROD1713;2;932,2;1864,41;181
16/08/2022;PROD660;PROD660;4;932,2;3728,81;502
16/08/2022;PROD503;PROD503;4;593,22;2372,88;10
16/08/2022;PROD1724;PROD1724;4;1121,19;4484,75;337
16/08/2022;PROD885;PROD885;20;677,97;13559,32;375
16/08/2022;PROD1167;PROD1167;4;826,27;3305,08;375
16/08/2022;PROD634;PROD634;4;1166,95;4667,8;57
17/08/2022;PROD618;PROD618;1;593,22;593,22;411
17/08/2022;PROD613;PROD613;0;;0,0;375
17/08/2022;PROD613;PROD613;1;508,47;508,47;502
17/08/2022;PROD613;PROD613;4;483,05;1932,2;97
17/08/2022;PROD1637;PROD1637;4;644,07;2576,27;250
17/08/2022;PROD1268;PROD1268;2;783,9;1567,8;410
17/08/2022;PROD201;PROD201;4;1398,31;5593,22;420
17/08/2022;PROD462;PROD462;2;662,71;1325,42;52
17/08/2022;PROD1439;PROD1439;4;1127,12;4508,47;375
17/08/2022;PROD1645;PROD1645;2;2372,88;4745,76;415
17/08/2022;PROD1234;PROD1234;1;2283,9;2283,9;13
17/08/2022;PROD1394;PROD1394;4;1245,76;4983,05;499
17/08/2022;PROD49;PROD49;4;603,81;2415,25;375
17/08/2022;PROD815;PROD815;4;2495,76;9983,05;474
17/08/2022;PROD660;PROD660;4;913,56;3654,24;183
17/08/2022;PROD462;PROD462;2;662,71;1325,42;52
17/08/2022;PROD1266;PROD1266;4;523,31;2093,22;375
17/08/2022;PROD1266;PROD1266;4;550,85;2203,39;410
17/08/2022;PROD939;PROD939;4;1278,98;5115,93;63
17/08/2022;PROD939;PROD939;4;1305,08;5220,34;17
17/08/2022;PROD281;PROD281;2;2076,27;4152,54;426
17/08/2022;PROD70;PROD70;4;724,58;2898,31;375
17/08/2022;PROD1324;PROD1324;4;1086,86;4347,46;375
17/08/2022;PROD1346;PROD1346;4;720,34;2881,36;411
17/08/2022;PROD646;PROD646;2;805,08;1610,17;501
17/08/2022;PROD318;PROD318;4;1059,32;4237,29;272
17/08/2022;PROD1845;PROD1845;2;539,83;1079,66;255
17/08/2022;PROD879;PROD879;2;3457,63;6915,25;363
17/08/2022;PROD207;PROD207;4;1271,19;5084,75;13
17/08/2022;PROD272;PROD272;1;1038,14;1038,14;447
17/08/2022;PROD175;PROD175;4;705,93;2823,73;346
17/08/2022;PROD1645;PROD1645;2;2372,88;4745,76;415
17/08/2022;PROD723;PROD723;2;2483,9;4967,8;363
17/08/2022;PROD696;PROD696;4;2144,07;8576,27;363
17/08/2022;PROD1466;PROD1466;1;635,59;635,59;501
17/08/2022;PROD1219;PROD1219;1;805,08;805,08;57
18/08/2022;PROD1834;PROD1834;1;1271,19;1271,19;0
18/08/2022;PROD1626;PROD1626;8;1162,71;9301,69;375
18/08/2022;PROD1441;PROD1441;4;847,46;3389,83;501
18/08/2022;PROD1626;PROD1626;4;1127,12;4508,47;273
18/08/2022;PROD1626;PROD1626;4;1127,12;4508,47;474
18/08/2022;PROD1177;PROD1177;2;2334,75;4669,49;15
18/08/2022;PROD1851;PROD1851;2;2012,71;4025,42;15
18/08/2022;PROD1626;PROD1626;4;1162,71;4650,85;226
18/08/2022;PROD1915;PROD1915;26;614,41;15974,58;415
18/08/2022;PROD210;PROD210;4;635,59;2542,37;63
18/08/2022;PROD393;PROD393;2;559,32;1118,64;502
18/08/2022;PROD210;PROD210;4;635,59;2542,37;270
18/08/2022;PROD1588;PROD1588;2;454,87;909,75;330
18/08/2022;PROD628;PROD628;4;644,07;2576,27;400
18/08/2022;PROD339;PROD339;4;622,88;2491,53;148
18/08/2022;PROD696;PROD696;2;2055,08;4110,17;363
18/08/2022;PROD1363;PROD1363;2;1271,19;2542,37;143
18/08/2022;PROD210;PROD210;4;635,59;2542,37;222
18/08/2022;PROD1894;PROD1894;4;974,58;3898,31;477
18/08/2022;PROD1128;PROD1128;3;635,59;1906,78;487
18/08/2022;PROD1639;PROD1639;4;2372,88;9491,53;272
18/08/2022;PROD1864;PROD1864;2;1247,46;2494,92;52
18/08/2022;PROD939;PROD939;20;1305,08;26101,69;415
18/08/2022;PROD1440;PROD1440;2;1006,36;2012,71;501
18/08/2022;PROD1645;PROD1645;2;2372,88;4745,76;415
18/08/2022;PROD1248;PROD1248;2;2542,37;5084,75;420
18/08/2022;PROD616;PROD616;3;508,47;1525,42;142
18/08/2022;PROD1915;PROD1915;4;623,94;2495,76;400
18/08/2022;PROD1915;PROD1915;1;656,78;656,78;337
18/08/2022;PROD939;PROD939;0;;0,0;329
