Produto;EstoqueAtual;CustoUnitario;Fornecedor
PC008110;12,0;881,5;Não informado
PC008111;10,0;6384,65;Não informado
PC008112;11,0;662,42;Não informado
PC008113;7,0;234,16;Não informado
PC008114;50,0;50,74;Não informado
PC008115;3,0;177,18;Não informado
PC008116;4,0;5278,13;Não informado
PC008117;33,0;446,78;Não informado
PC008118;12,0;285,26;Não informado
PC008119;23,0;612,59;Não informado
PC008120;4,0;98,7;Não informado
PC008121;5,0;605,75;Não informado
PC008122;15,0;42,75;Não informado
PC008123;16,0;1719,7;Não informado
PC008124;7,0;3354,9;Não informado
PC008125;10,0;369,42;Não informado
PC008126;4,0;1073,32;Não informado
PC008127;33,0;1001,8;Não informado
PC008128;6,0;805,74;Não informado
PC008129;9,0;4001,25;Não informado
PC008130;12,0;586,93;Não informado
PC008131;7,0;355,29;Não informado
PC008132;82,0;4761,73;Não informado
PC008133;4,0;1702,71;Não informado
PC008134;3,0;842,84;Não informado
PC008135;36,0;702,78;Não informado
PC008136;109,0;793,05;Não informado
PC008137;6,0;587,84;Não informado
PC008138;9,0;1519,11;Não informado
PC008139;22,0;155,29;Não informado
PC008140;10,0;162,0;Não informado
PC008141;2,0;3535,38;Não informado
PC008142;11,0;889,72;Não informado
PC008143;76,0;842,62;Não informado
PC008144;8,0;727,22;Não informado
PC008145;4,0;4103,03;Não informado
PC008146;5,0;397,35;Não informado
PC008147;0,0;668,93;Não informado
PC008148;38,0;3607,64;Não informado
PC008149;4,0;210,14;Não informado
PC008150;0,0;309,23;Não informado
PC008151;6,0;921,21;Não informado
PC008152;2,0;697,46;Não informado
PC008153;7,0;3164,83;Não informado
PC008154;17,0;2384,72;Não informado
PC008155;3,0;439,48;Não informado
PC008156;8,0;268,65;Não informado
PC008157;1,0;405,82;Não informado
PC008159;34,0;1168,64;Não informado
PC008160;86,0;569,67;Não informado
PC008161;10,0;107,88;Não informado
PC008162;58,0;470,24;Não informado
PC008163;11,0;922,13;Não informado
PC008164;9,0;456,78;Não informado
PC008165;22,0;1258,18;Não informado
PC008166;54,0;700,23;Não informado
PC008167;103,0;472,42;Não informado
PC008168;87,0;92,69;Não informado
PC008169;8,0;72,44;Não informado
PC008170;19,0;943,52;Não informado
PC008171;6,0;1074,76;Não informado
PC008172;39,0;317,82;Não informado
PC008173;27,0;1889,32;Não informado
PC008174;18,0;428,03;Não informado
PC008175;48,0;4936,95;Não informado
PC008176;20,0;571,24;Não informado
PC008177;61,0;74,11;Não informado
PC008178;245,0;82,95;Não informado
PC008179;136,0;194,72;Não informado
PC008180;22,0;906,84;Não informado
PC008181;33,0;775,24;Não informado
PC008182;18,0;170,53;Não informado
PC008183;6,0;624,91;Não informado
PC008184;41,0;885,51;Não informado
PC008185;7,0;154,6;Não informado
PC008186;6,0;42,69;Não informado
PC008187;60,0;1420,26;Não informado
PC008188;29,0;7056,34;Não informado
PC008189;13,0;64,62;Não informado
PC008190;1,0;280,27;Não informado
PC008191;6,0;92,95;Não informado
PC008192;169,0;1117,81;Não informado
PC008193;41,0;1976,45;Não informado
PC008194;19,0;5381,53;Não informado
PC008195;7,0;159,03;Não informado
PC008196;32,0;1486,45;Não informado
PC008197;526,0;2040,24;Não informado
PC008198;13,0;522,01;Não informado
PC008199;10,0;2111,8;Não informado
PC008200;13,0;1148,44;Não informado
PC008201;16,0;371,06;Não informado
PC008202;1,0;325,1;Não informado
PC008203;7,0;611,81;Não informado
PC008204;60,0;282,91;Não informado
PC008205;214,0;680,16;Não informado
PC008206;95,0;157,76;Não informado
PC008207;30,0;423,68;Não informado
PC008208;33,0;1116,64;Não informado
PC008209;7,0;6285,72;Não informado
PC008210;11,0;485,43;Não informado
PC008211;5,0;370,43;Não informado
PC008212;1,0;742,97;Não informado
PC008213;11,0;817,13;Não informado
PC008214;3,0;1129,07;Não informado
PC008215;16,0;2720,63;Não informado
PC008217;62,0;514,2;Não informado
PC008218;15,0;4657,82;Não informado
PC008219;13,0;1398,26;Não informado
PC008220;18,0;163,36;Não informado
PC008221;177,0;231,47;Não informado
PC008222;6,0;130,96;Não informado
PC008223;6,0;860,5;Não informado
PC008224;11,0;699,41;Não informado
PC008225;19,0;48,0;Não informado
PC008226;151,0;819,06;Não informado
PC008227;16,0;434,08;Não informado
PC008228;22,0;527,16;Não informado
PC008229;72,0;3213,5;Não informado
PC008230;14,0;660,42;Não informado
PC008231;8,0;891,07;Não informado
PC008232;5,0;32,26;Não informado
PC008233;10,0;71,93;Não informado
PC008234;3,0;273,58;Não informado
PC008235;392,0;509,64;Não informado
PC008236;8,0;828,73;Não informado
PC008237;4,0;1544,97;Não informado
PC008238;9,0;1645,33;Não informado
PC008239;3,0;613,45;Não informado
PC008240;1,0;346,83;Não informado
PC008242;46,0;34,23;Não informado
PC008243;10,0;157,27;Não informado
PC008244;28,0;3077,22;Não informado
PC008245;3,0;896,76;Não informado
PC008246;56,0;80,45;Não informado
PC008247;28,0;621,34;Não informado
PC008248;212,0;441,62;Não informado
PC008249;15,0;519,01;Não informado
PC008250;5,0;89,95;Não informado
PC008251;77,0;1798,17;Não informado
PC008252;180,0;3670,11;Não informado
PC008253;9,0;328,67;Não informado
PC008254;15,0;2497,48;Não informado
PC008255;34,0;681,5;Não informado
PC008256;19,0;852,34;Não informado
PC008257;7,0;5387,53;Não informado
PC008258;19,0;4155,76;Não informado
PC008259;127,0;75,05;Não informado
PC008260;15,0;846,82;Não informado
PC008261;3,0;1098,97;Não informado
PC008262;19,0;735,63;Não informado
PC008263;27,0;2680,9;Não informado
PC008264;66,0;255,9;Não informado
PC008266;12,0;1140,58;Não informado
PC008267;14,0;310,01;Não informado
PC008268;4,0;107,31;Não informado
PC008269;66,0;3449,23;Não informado
PC008270;13,0;1019,65;Não informado
PC008271;25,0;158,01;Não informado
PC008272;22,0;596,66;Não informado
PC008273;64,0;5650,82;Não informado
PC008274;9,0;689,95;Não informado
PC008275;48,0;916,18;Não informado
PC008276;35,0;5901,86;Não informado
PC008277;11,0;931,99;Não informado
PC008278;10,0;630,73;Não informado
PC008279;6,0;2063,35;Não informado
PC008280;46,0;6527,59;Não informado
PC008281;12,0;2589,12;Não informado
PC008282;24,0;4769,09;Não informado
PC008283;19,0;240,4;Não informado
PC008284;3,0;198,68;Não informado
PC008285;1,0;52,85;Não informado
PC008286;100,0;661,33;Não informado
PC008287;53,0;461,63;Não informado
PC008288;139,0;605,9;Não informado
PC008289;61,0;56,92;Não informado
PC008290;5,0;431,53;Não informado
PC008291;1,0;332,34;Não informado
PC008292;759,0;1043,32;Não informado
PC008293;15,0;1938,95;Não informado
PC008294;18,0;881,82;Não informado
PC008295;51,0;957,87;Não informado
PC008296;6,0;85,16;Não informado
PC008297;23,0;32,29;Não informado
PC008298;17,0;660,13;Não informado
PC008299;51,0;968,9;Não informado
PC008300;18,0;779,59;Não informado
PC008301;1,0;6260,95;Não informado
PC008302;5,0;478,89;Não informado
PC008303;36,0;3458,47;Não informado
PC008304;15,0;1238,99;Não informado
PC008305;4,0;159,58;Não informado
PC008306;3,0;60,94;Não informado
PC008307;3,0;238,15;Não informado
PC008308;16,0;600,97;Não informado
PC008309;3,0;716,42;Não informado
PC008310;5,0;209,92;Não informado
PC008311;44,0;175,84;Não informado
PC008312;21,0;238,77;Não informado
PC008313;66,0;962,36;Não informado
PC008314;27,0;94,6;Não informado
PC008315;1,0;2470,42;Não informado
PC008316;12,0;4497,63;Não informado
PC008317;96,0;133,08;Não informado
PC008318;1,0;3982,61;Não informado
PC008319;27,0;1130,68;Não informado
PC008320;51,0;641,57;Não informado
PC008321;1,0;2141,08;Não informado
PC008322;6,0;4839,11;Não informado
PC008323;59,0;361,83;Não informado
PC008324;25,0;1929,58;Não informado
PC008325;1,0;2379,31;Não informado
PC008326;23,0;603,15;Não informado
PC008327;5,0;2657,95;Não informado
PC008328;2,0;391,69;Não informado
PC008329;15,0;1066,68;Não informado
PC008330;3,0;440,06;Não informado
PC008331;6,0;409,84;Não informado
PC008332;8,0;214,55;Não informado
PC008333;87,0;3822,39;Não informado
PC008334;68,0;496,83;Não informado
PC008335;119,0;778,91;Não informado
PC008336;4,0;341,22;Não informado
PC008337;20,0;3145,03;Não informado
PC008338;32,0;996,9;Não informado
PC008339;7,0;669,15;Não informado
PC008340;17,0;1795,78;Não informado
PC008341;19,0;776,17;Não informado
PC008342;44,0;350,28;Não informado
PC008343;12,0;1888,2;Não informado
PC008344;3,0;5527,01;Não informado
PC008345;72,0;1094,67;Não informado
PC008346;15,0;3082,01;Não informado
PC008347;8,0;959,36;Não informado
PC008348;19,0;220,28;Não informado
PC008349;1,0;163,69;Não informado
PC008350;2,0;1016,11;Não informado
PC008351;4,0;1085,32;Não informado
PC008352;0,0;378,48;Não informado
PC008353;9,0;53,71;Não informado
PC008355;16,0;475,47;Não informado
PC008356;2,0;675,34;Não informado
PC008357;10,0;1322,27;Não informado
PC008358;1,0;868,22;Não informado
PC008359;17,0;800,23;Não informado
PC008360;3,0;121,32;Não informado
PC008361;80,0;18,81;Não informado
PC008362;94,0;669,22;Não informado
PC008363;35,0;1495,92;Não informado
PC008364;2,0;222,78;Não informado
PC008366;10,0;1003,55;Não informado
PC008367;14,0;6874,47;Não informado
PC008369;616,0;225,65;Não informado
PC008370;5,0;75,22;Não informado
PC008371;2,0;98,36;Não informado
PC008372;15,0;2505,61;Não informado
PC008373;19,0;906,74;Não informado
PC008374;0,0;207,73;Não informado
PC008375;61,0;149,44;Não informado
PC008376;2,0;473,69;Não informado
PC008377;18,0;858,23;Não informado
PC008378;76,0;89,31;Não informado
PC008379;3,0;2061,68;Não informado
PC008380;45,0;7414,22;Não informado
PC008381;8,0;62,55;Não informado
PC008382;10,0;3387,72;Não informado
PC008383;55,0;151,81;Não informado
PC008384;23,0;383,59;Não informado
PC008385;23,0;3986,17;Não informado
PC008386;1,0;5467,18;Não informado
PC008387;53,0;296,84;Não informado
PC008388;11,0;1411,94;Não informado
PC008389;6,0;1742,43;Não informado
PC008390;6,0;338,07;Não informado
PC008391;1,0;3755,24;Não informado
PC008393;23,0;210,39;Não informado
PC008394;109,0;651,7;Não informado
PC008395;5,0;171,74;Não informado
PC008396;12,0;94,66;Não informado
PC008397;145,0;6823,51;Não informado
PC008398;68,0;144,83;Não informado
PC008399;12,0;741,26;Não informado
PC008400;3,0;721,72;Não informado
PC008401;9,0;2953,88;Não informado
PC008402;12,0;956,02;Não informado
PC008403;40,0;740,99;Não informado
PC008404;3,0;4171,88;Não informado
PC008405;2,0;270,82;Não informado
PC008406;53,0;724,68;Não informado
PC008407;2,0;344,48;Não informado
PC008408;3,0;8434,61;Não informado
PC008409;20,0;2339,29;Não informado
PC008410;1,0;1031,38;Não informado
PC008411;17,0;918,08;Não informado
PC008412;35,0;291,76;Não informado
PC008413;2,0;154,9;Não informado
PC008414;25,0;498,25;Não informado
PC008415;57,0;661,04;Não informado
PC008416;2,0;760,2;Não informado
PC008417;26,0;69,09;Não informado
PC008418;13,0;990,38;Não informado
PC008419;1,0;1499,11;Não informado
PC008420;37,0;946,66;Não informado
PC008421;4,0;595,58;Não informado
PC008422;41,0;350,2;Não informado
PC008423;3,0;483,73;Não informado
PC008424;195,0;56,41;Não informado
PC008425;0,0;30,86;Não informado
PC008426;6,0;390,41;Não informado
PC008427;5,0;1466,62;Não informado
PC008428;46,0;110,51;Não informado
PC008429;348,0;862,38;Não informado
PC008430;21,0;1906,31;Não informado
PC008431;23,0;6648,8;Não informado
PC008432;135,0;321,03;Não informado
PC008433;455,0;100,42;Não informado
PC008434;12,0;31,77;Não informado
PC008435;32,0;302,02;Não informado
PC008436;1,0;3514,69;Não informado
PC008437;23,0;132,12;Não informado
PC008438;19,0;277,49;Não informado
PC008439;7,0;1170,73;Não informado
PC008440;59,0;843,99;Não informado
PC008441;3,0;802,85;Não informado
PC008442;4,0;32,63;Não informado
PC008443;1,0;521,35;Não informado
PC008444;15,0;4316,42;Não informado
PC008445;36,0;323,04;Não informado
PC008446;3,0;1164,9;Não informado
PC008447;7,0;176,12;Não informado
PC008448;5,0;1044,68;Não informado
PC008449;78,0;209,0;Não informado
PC008450;42,0;5696,73;Não informado
PC008451;38,0;261,69;Não informado
PC008452;6,0;3945,5;Não informado
PC008453;248,0;1390,35;Não informado
PC008454;29,0;522,47;Não informado
PC008455;10,0;3667,41;Não informado
PC008456;21,0;1677,89;Não informado
PC008457;31,0;250,07;Não informado
PC008458;3,0;1286,32;Não informado
PC008459;126,0;128,25;Não informado
PC008460;43,0;65,09;Não informado
PC008462;1,0;264,69;Não informado
PC008463;28,0;1526,01;Não informado
PC008464;7,0;305,94;Não informado
PC008465;36,0;2819,35;Não informado
PC008466;7,0;523,74;Não informado
PC008467;15,0;111,5;Não informado
PC008468;20,0;3416,09;Não informado
PC008469;13,0;522,6;Não informado
PC008470;24,0;527,02;Não informado
PC008471;4,0;1515,21;Não informado
PC008472;7,0;1807,91;Não informado
PC008473;36,0;3797,56;Não informado
PC008474;7,0;1478,67;Não informado
PC008475;54,0;1054,73;Não informado
PC008476;47,0;345,38;Não informado
PC008477;28,0;116,09;Não informado
PC008478;2,0;656,06;Não informado
PC008479;190,0;1445,41;Não informado
PC008480;33,0;70,38;Não informado
PC008481;21,0;31,77;Não informado
PC008482;7,0;581,63;Não informado
PC008483;2,0;257,98;Não informado
PC008484;131,0;884,93;Não informado
PC008485;22,0;1590,94;Não informado
PC008486;12,0;413,67;Não informado
PC008487;17,0;123,79;Não informado
PC008488;3,0;63,53;Não informado
PC008489;3,0;72,21;Não informado
PC008490;10,0;151,25;Não informado
PC008491;11,0;940,96;Não informado
PC008492;0,0;504,22;Não informado
PC008493;39,0;1621,58;Não informado
PC008494;101,0;677,79;Não informado
PC008495;5,0;3021,9;Não informado
PC008496;2,0;449,19;Não informado
PC008497;120,0;168,9;Não informado
PC008498;13,0;22,05;Não informado
PC008499;1,0;121,58;Não informado
PC008500;395,0;1752,63;Não informado
PC008501;34,0;739,02;Não informado
PC008502;48,0;152,37;Não informado
PC008503;23,0;643,78;Não informado
PC008504;44,0;187,33;Não informado
PC008505;197,0;1095,53;Não informado
PC008506;1,0;48,48;Não informado
PC008507;19,0;528,25;Não informado
PC008508;182,0;8601,82;Não informado
PC008509;9,0;367,96;Não informado
PC008510;16,0;5585,48;Não informado
PC008511;25,0;952,97;Não informado
PC008512;536,0;384,63;Não informado
PC008513;1,0;5560,77;Não informado
PC008514;6,0;2622,6;Não informado
PC008515;14,0;357,0;Não informado
PC008516;6,0;3101,27;Não informado
PC008517;227,0;966,96;Não informado
PC008518;16,0;763,66;Não informado
PC008519;49,0;6269,22;Não informado
PC008520;17,0;660,19;Não informado
PC008521;20,0;496,63;Não informado
PC008522;31,0;1887,02;Não informado
PC008523;190,0;896,53;Não informado
PC008524;12,0;142,5;Não informado
PC008525;27,0;999,86;Não informado
PC008526;12,0;1306,23;Não informado
PC008527;32,0;60,7;Não informado
PC008528;3,0;606,23;Não informado
PC008529;5,0;476,68;Não informado
PC008530;22,0;154,8;Não informado
PC008531;14,0;574,02;Não informado
PC008532;14,0;3943,28;Não informado
PC008533;5,0;1005,48;Não informado
PC008534;1,0;900,33;Não informado
PC008535;70,0;1839,88;Não informado
PC008536;8,0;1430,5;Não informado
PC008537;14,0;3773,62;Não informado
PC008538;13,0;2703,26;Não informado
PC008539;35,0;777,07;Não informado
PC008540;88,0;359,58;Não informado
PC008541;2,0;157,18;Não informado
PC008542;14,0;266,92;Não informado
PC008543;5,0;1457,86;Não informado
PC008544;262,0;717,19;Não informado
PC008545;3,0;101,08;Não informado
PC008546;10,0;968,3;Não informado
PC008547;17,0;578,06;Não informado
PC008548;119,0;111,57;Não informado
PC008549;25,0;2291,29;Não informado
PC008550;17,0;671,8;Não informado
PC008551;10,0;824,46;Não informado
PC008552;6,0;84,33;Não informado
PC008553;82,0;16,57;Não informado
PC008554;10,0;726,06;Não informado
PC008555;4,0;867,05;Não informado
PC008556;23,0;536,2;Não informado
PC008557;14,0;2563,95;Não informado
PC008558;1,0;1671,66;Não informado
PC008559;520,0;6101,87;Não informado
PC008560;2,0;267,89;Não informado
PC008561;42,0;73,23;Não informado
PC008562;124,0;42,95;Não informado
PC008563;56,0;396,78;Não informado
PC008564;35,0;5941,37;Não informado
PC008565;103,0;237,01;Não informado
PC008566;26,0;59,62;Não informado
PC008567;5,0;1153,2;Não informado
PC008568;0,0;865,29;Não informado
PC008569;8,0;153,95;Não informado
PC008570;286,0;44,07;Não informado
PC008571;1,0;2284,69;Não informado
PC008572;5,0;3605,86;Não informado
PC008573;1,0;272,57;Não informado
PC008574;324,0;3100,85;Não informado
PC008575;43,0;810,66;Não informado
PC008576;7,0;90,74;Não informado
PC008577;6,0;545,43;Não informado
PC008578;3,0;6040,38;Não informado
PC008579;14,0;261,08;Não informado
PC008580;41,0;2304,56;Não informado
PC008581;9,0;1314,0;Não informado
PC008582;15,0;154,46;Não informado
PC008583;19,0;2102,2;Não informado
PC008584;7,0;385,02;Não informado
PC008585;15,0;948,99;Não informado
PC008586;51,0;802,55;Não informado
PC008587;10,0;475,07;Não informado
PC008588;10,0;76,69;Não informado
PC008589;141,0;2109,48;Não informado
PC008591;31,0;311,28;Não informado
PC008592;4,0;759,71;Não informado
PC008593;1,0;4308,56;Não informado
PC008594;4,0;820,93;Não informado
PC008595;21,0;87,0;Não informado
PC008596;1,0;1469,49;Não informado
PC008597;89,0;960,38;Não informado
PC008598;82,0;419,98;Não informado
PC008599;9,0;810,4;Não informado
PC008600;7,0;2296,5;Não informado
PC008601;135,0;7152,32;Não informado
PC008602;10,0;3194,54;Não informado
PC008603;20,0;1133,31;Não informado
PC008604;4,0;237,13;Não informado
PC008605;12,0;158,68;Não informado
PC008606;6,0;848,11;Não informado
PC008607;6,0;1089,64;Não informado
PC008609;11,0;61,63;Não informado
PC008610;50,0;166,21;Não informado
PC008611;9,0;1552,44;Não informado
PC008612;11,0;821,27;Não informado
PC008613;54,0;1024,89;Não informado
PC008614;339,0;656,15;Não informado
PC008615;2,0;348,35;Não informado
PC008616;18,0;90,05;Não informado
PC008617;204,0;22,58;Não informado
PC008618;14,0;130,66;Não informado
PC008619;6,0;935,26;Não informado
PC008620;47,0;1116,01;Não informado
PC008621;4,0;3605,73;Não informado
PC008622;72,0;1231,93;Não informado
PC008623;39,0;4051,07;Não informado
PC008624;3,0;697,37;Não informado
PC008625;344,0;270,43;Não informado
PC008626;50,0;35,35;Não informado
PC008627;17,0;287,3;Não informado
PC008628;19,0;6164,69;Não informado
PC008629;14,0;254,57;Não informado
PC008630;6,0;262,11;Não informado
PC008631;2,0;1057,19;Não informado
PC008632;23,0;922,0;Não informado
PC008633;14,0;721,03;Não informado
PC008634;5,0;112,62;Não informado
PC008635;6,0;2053,35;Não informado
PC008636;14,0;2839,93;Não informado
PC008637;6,0;321,4;Não informado
PC008638;32,0;5332,94;Não informado
PC008639;3,0;269,7;Não informado
PC008640;18,0;499,41;Não informado
PC008641;15,0;4056,28;Não informado
PC008642;2,0;1517,95;Não informado
PC008643;13,0;273,38;Não informado
PC008644;104,0;3943,3;Não informado
PC008645;285,0;1937,49;Não informado
PC008646;27,0;191,62;Não informado
PC008647;216,0;3793,54;Não informado
PC008648;4,0;971,23;Não informado
PC008649;5,0;1079,62;Não informado
PC008650;7,0;371,92;Não informado
PC008651;8,0;305,13;Não informado
PC008652;30,0;406,47;Não informado
PC008653;7,0;5739,93;Não informado
PC008654;12,0;543,54;Não informado
PC008655;4,0;363,88;Não informado
PC008656;2,0;124,65;Não informado
PC008657;25,0;3170,23;Não informado
PC008658;15,0;731,17;Não informado
PC008659;9,0;676,6;Não informado
PC008660;17,0;373,86;Não informado
PC008661;10,0;469,4;Não informado
PC008662;137,0;212,0;Não informado
PC008663;3,0;2222,51;Não informado
PC008665;87,0;2261,53;Não informado
PC008666;17,0;3926,68;Não informado
PC008667;5,0;837,94;Não informado
PC008668;3,0;273,58;Não informado
PC008669;3,0;302,13;Não informado
PC008670;15,0;943,6;Não informado
PC008671;52,0;232,54;Não informado
PC008672;3,0;244,4;Não informado
PC008673;43,0;57,74;Não informado
PC008674;10,0;468,7;Não informado
PC008675;10,0;1148,98;Não informado
PC008676;20,0;51,04;Não informado
PC008677;11,0;3183,36;Não informado
PC008678;151,0;431,31;Não informado
PC008679;40,0;361,71;Não informado
PC008680;191,0;40,19;Não informado
PC008681;48,0;100,39;Não informado
PC008682;20,0;877,72;Não informado
PC008683;2,0;1166,1;Não informado
PC008684;11,0;912,49;Não informado
PC008685;6,0;1377,39;Não informado
PC008686;4,0;559,23;Não informado
PC008687;13,0;688,62;Não informado
PC008688;3,0;369,07;Não informado
PC008689;6,0;86,07;Não informado
PC008690;20,0;63,06;Não informado
PC008691;4,0;257,7;Não informado
PC008692;9,0;2141,38;Não informado
PC008693;114,0;181,18;Não informado
PC008694;19,0;274,74;Não informado
PC008695;21,0;1003,42;Não informado
PC008696;196,0;449,63;Não informado
PC008697;12,0;536,73;Não informado
PC008698;6,0;85,53;Não informado
PC008699;6,0;384,67;Não informado
PC008700;46,0;5907,32;Não informado
PC008701;18,0;326,21;Não informado
PC008702;7,0;627,06;Não informado
PC008703;18,0;1055,06;Não informado
PC008704;60,0;458,94;Não informado
PC008705;80,0;4183,85;Não informado
PC008706;14,0;4803,05;Não informado
PC008707;10,0;202,66;Não informado
PC008708;30,0;1639,57;Não informado
PC008709;14,0;2132,12;Não informado
PC008710;88,0;398,53;Não informado
PC008711;3,0;2038,76;Não informado
PC008712;46,0;1823,08;Não informado
PC008713;5,0;608,45;Não informado
PC008714;34,0;635,82;Não informado
PC008715;1,0;613,59;Não informado
PC008716;15,0;178,5;Não informado
PC008717;10,0;4182,74;Não informado
PC008718;5,0;513,53;Não informado
PC008719;19,0;747,81;Não informado
PC008720;5,0;785,24;Não informado
PC008721;135,0;760,42;Não informado
PC008722;5,0;613,4;Não informado
PC008723;1,0;708,14;Não informado
PC008724;29,0;4061,62;Não informado
PC008725;2,0;939,72;Não informado
PC008726;4,0;229,34;Não informado
PC008727;47,0;571,24;Não informado
PC008728;590,0;6993,05;Não informado
PC008729;130,0;6811,41;Não informado
PC008730;4,0;3474,77;Não informado
PC008731;9,0;66,2;Não informado
PC008732;4,0;182,22;Não informado
PC008733;19,0;343,38;Não informado
PC008734;6,0;1194,53;Não informado
PC008735;12,0;291,36;Não informado
PC008736;3,0;587,29;Não informado
PC008737;45,0;54,16;Não informado
PC008738;37,0;965,25;Não informado
PC008739;14,0;1430,63;Não informado
PC008740;8,0;560,07;Não informado
PC008741;2,0;2194,77;Não informado
PC008742;21,0;710,21;Não informado
PC008743;7,0;530,0;Não informado
PC008744;85,0;51,4;Não informado
PC008745;6,0;30,2;Não informado
PC008746;12,0;518,07;Não informado
PC008747;20,0;324,06;Não informado
PC008748;7,0;194,18;Não informado
PC008749;23,0;947,25;Não informado
PC008750;16,0;140,54;Não informado
PC008751;4,0;5016,72;Não informado
PC008752;51,0;645,47;Não informado
PC008754;2,0;89,49;Não informado
PC008755;73,0;191,1;Não informado
PC008757;3,0;888,52;Não informado
PC008758;4,0;169,46;Não informado
PC008759;37,0;900,94;Não informado
PC008760;19,0;854,6;Não informado
PC008761;22,0;451,27;Não informado
PC008762;452,0;86,06;Não informado
PC008763;7,0;335,51;Não informado
PC008764;17,0;1389,16;Não informado
PC008765;20,0;180,81;Não informado
PC008766;10,0;6339,79;Não informado
PC008767;9,0;700,75;Não informado
PC008768;179,0;504,63;Não informado
PC008769;11,0;3891,71;Não informado
PC008770;20,0;1121,23;Não informado
PC008771;19,0;286,68;Não informado
PC008772;1,0;1879,79;Não informado
PC008773;2,0;902,34;Não informado
PC008774;70,0;773,56;Não informado
PC008775;5,0;4835,51;Não informado
PC008776;85,0;1651,27;Não informado
PC008777;13,0;77,54;Não informado
PC008778;5,0;111,25;Não informado
PC008779;27,0;956,77;Não informado
PC008780;7,0;140,42;Não informado
PC008781;3,0;4579,36;Não informado
PC008782;5,0;1329,19;Não informado
PC008783;217,0;483,48;Não informado
PC008784;1,0;650,48;Não informado
PC008785;252,0;3164,77;Não informado
PC008786;805,0;116,53;Não informado
PC008787;2,0;183,33;Não informado
PC008788;8,0;4178,04;Não informado
PC008789;28,0;699,52;Não informado
PC008790;1,0;438,52;Não informado
PC008791;1,0;2455,15;Não informado
PC008792;0,0;5735,77;Não informado
PC008793;10,0;306,74;Não informado
PC008794;131,0;1164,62;Não informado
PC008795;4,0;1092,12;Não informado
PC008796;9,0;286,82;Não informado
PC008797;45,0;215,45;Não informado
PC008798;46,0;525,29;Não informado
PC008799;90,0;330,29;Não informado
PC008800;798,0;429,23;Não informado
PC008801;1,0;100,47;Não informado
PC008802;146,0;797,39;Não informado
PC008803;30,0;1152,27;Não informado
PC008805;47,0;2141,49;Não informado
PC008806;15,0;764,89;Não informado
PC008807;4,0;840,03;Não informado
PC008808;53,0;116,5;Não informado
PC008809;71,0;62,55;Não informado
PC008810;9,0;255,32;Não informado
PC008811;8,0;605,13;Não informado
PC008812;15,0;402,76;Não informado
PC008813;37,0;2479,49;Não informado
PC008814;17,0;770,17;Não informado
PC008815;13,0;2042,25;Não informado
PC008816;40,0;495,07;Não informado
PC008817;14,0;174,53;Não informado
PC008818;2,0;99,68;Não informado
PC008819;74,0;260,81;Não informado
PC008820;87,0;5700,24;Não informado
PC008821;48,0;313,09;Não informado
PC008822;1,0;251,21;Não informado
PC008823;168,0;70,82;Não informado
PC008824;14,0;433,77;Não informado
PC008825;61,0;764,46;Não informado
PC008826;7,0;36,0;Não informado
PC008827;7,0;1581,94;Não informado
PC008828;45,0;2925,56;Não informado
PC008829;30,0;168,96;Não informado
PC008830;30,0;3537,97;Não informado
PC008831;16,0;85,42;Não informado
PC008832;3,0;100,51;Não informado
PC008834;1,0;4351,08;Não informado
PC008835;242,0;120,78;Não informado
PC008836;3,0;7452,57;Não informado
PC008837;12,0;1812,27;Não informado
PC008838;22,0;536,54;Não informado
PC008839;4,0;362,83;Não informado
PC008840;14,0;1516,32;Não informado
PC008841;160,0;69,33;Não informado
PC008842;9,0;828,92;Não informado
PC008843;113,0;900,86;Não informado
PC008844;29,0;261,06;Não informado
PC008845;8,0;2631,66;Não informado
PC008846;250,0;1489,34;Não informado
PC008847;88,0;1408,6;Não informado
PC008848;5,0;922,12;Não informado
PC008849;34,0;1681,32;Não informado
PC008850;36,0;74,29;Não informado
PC008851;64,0;340,12;Não informado
PC008853;61,0;791,37;Não informado
PC008854;18,0;842,39;Não informado
PC008855;11,0;2252,49;Não informado
PC008856;51,0;4745,48;Não informado
PC008857;3,0;6546,13;Não informado
PC008858;8,0;536,37;Não informado
PC008859;11,0;1215,86;Não informado
PC008860;5,0;283,28;Não informado
PC008861;6,0;355,07;Não informado
PC008862;18,0;1175,29;Não informado
PC008863;4,0;1548,53;Não informado
PC008864;1,0;508,75;Não informado
PC008865;48,0;26,99;Não informado
PC008866;8,0;641,58;Não informado
PC008867;8,0;1177,04;Não informado
PC008868;34,0;770,58;Não informado
PC008869;9,0;1527,55;Não informado
PC008870;5,0;499,17;Não informado
PC008871;1,0;1187,3;Não informado
PC008872;13,0;78,19;Não informado
PC008873;20,0;56,64;Não informado
PC008874;5,0;523,38;Não informado
PC008875;1,0;909,04;Não informado
PC008876;4,0;272,24;Não informado
PC008877;69,0;2211,79;Não informado
PC008878;6,0;1176,68;Não informado
PC008879;20,0;2016,52;Não informado
PC008880;214,0;493,21;Não informado
PC008881;5,0;267,65;Não informado
PC008882;5,0;91,06;Não informado
PC008883;1,0;265,46;Não informado
PC008884;27,0;1453,56;Não informado
PC008885;56,0;281,64;Não informado
PC008886;172,0;179,19;Não informado
PC008887;2,0;1315,45;Não informado
PC008888;127,0;103,65;Não informado
