Produto;EstoqueAtual;CustoUnitario;Fornecedor;Filial
PC000469;80;392,87;Fornecedor Alfa;Loja Norte
PC000470;49;353,81;Fornecedor Alfa;Loja Norte
PC000471;39;258,62;Fornecedor Beta;Loja Norte
PC000472;44;334,39;Fornecedor Beta;Loja Norte
PC000473;71;396,3;Fornecedor Alfa;Loja Norte
PC000474;62;186,63;Fornecedor Delta;Loja Norte
PC000475;21;152,55;Fornecedor Gamma;Loja Norte
PC000476;64;303,08;Fornecedor Gamma;Loja Norte
PC000477;57;365,07;Fornecedor Gamma;Loja Norte
PC000478;15;344,93;Fornecedor Delta;Loja Norte
PC000479;6;360,63;Fornecedor Alfa;Loja Norte
PC000480;82;200,53;Fornecedor Beta;Loja Norte
PC000481;46;369,48;Fornecedor Alfa;Loja Norte
PC000482;32;61,13;Fornecedor Delta;Loja Norte
PC000483;49;248,66;Fornecedor Beta;Loja Norte
PC000484;9;10,55;Fornecedor Delta;Loja Norte
PC000485;65;151,47;Fornecedor Gamma;Loja Norte
PC000486;35;169,98;Fornecedor Gamma;Loja Norte
PC000487;37;183,11;Fornecedor Delta;Loja Norte
PC000488;25;315,4;Fornecedor Beta;Loja Norte
PC000489;21;179,74;Fornecedor Beta;Loja Norte
PC000490;22;206,32;Fornecedor Alfa;Loja Norte
PC000491;4;112,99;Fornecedor Gamma;Loja Norte
PC000492;42;172,98;Fornecedor Alfa;Loja Norte
PC000493;8;108,45;Fornecedor Alfa;Loja Norte
PC000494;45;40,35;Fornecedor Delta;Loja Norte
PC000495;26;274,72;Fornecedor Delta;Loja Norte
PC000496;8;303,35;Fornecedor Alfa;Loja Norte
PC000497;29;281,81;Fornecedor Gamma;Loja Norte
PC000498;7;212,86;Fornecedor Delta;Loja Norte
PC000499;75;175,87;Fornecedor Alfa;Loja Norte
PC000500;1;389,59;Fornecedor Alfa;Loja Norte
PC000501;21;237,43;Fornecedor Alfa;Loja Norte
PC000502;19;219,8;Fornecedor Alfa;Loja Norte
PC000503;9;19,33;Fornecedor Alfa;Loja Norte
PC000504;19;158,83;Fornecedor Alfa;Loja Norte
PC000505;24;176,05;Fornecedor Delta;Loja Norte
PC000506;20;184,28;Fornecedor Gamma;Loja Norte
PC000507;29;264,44;Fornecedor Alfa;Loja Norte
PC000508;6;243,85;Fornecedor Beta;Loja Norte
PC000509;34;276,69;Fornecedor Delta;Loja Norte
PC000510;26;346,08;Fornecedor Delta;Loja Norte
PC000511;121;367,34;Fornecedor Alfa;Loja Norte
PC000512;27;325,41;Fornecedor Delta;Loja Norte
PC000513;41;430,34;Fornecedor Alfa;Loja Norte
PC000514;38;16,06;Fornecedor Gamma;Loja Norte
PC000515;13;94,53;Fornecedor Gamma;Loja Norte
PC000516;43;11,34;Fornecedor Delta;Loja Norte
PC000517;22;294,18;Fornecedor Delta;Loja Norte
PC000518;6;404,93;Fornecedor Beta;Loja Norte
PC000519;39;115,62;Fornecedor Delta;Loja Norte
PC000520;34;417,75;Fornecedor Beta;Loja Norte
PC000521;22;34,64;Fornecedor Gamma;Loja Norte
PC000522;22;421,02;Fornecedor Gamma;Loja Norte
PC000523;21;163,42;Fornecedor Alfa;Loja Norte
PC000524;31;52,83;Fornecedor Gamma;Loja Norte
PC000525;72;222,76;Fornecedor Beta;Loja Norte
PC000526;30;121,5;Fornecedor Delta;Loja Norte
PC000527;13;133,91;Fornecedor Alfa;Loja Norte
PC000528;7;143,82;Fornecedor Beta;Loja Norte
PC000529;2;362,94;Fornecedor Delta;Loja Norte
PC000530;53;246,31;Fornecedor Alfa;Loja Norte
PC000531;57;145,6;Fornecedor Gamma;Loja Norte
PC000532;47;277,77;Fornecedor Beta;Loja Norte
PC000533;74;324,54;Fornecedor Delta;Loja Norte
PC000534;20;128,5;Fornecedor Alfa;Loja Norte
PC000535;25;190,79;Fornecedor Alfa;Loja Norte
PC000536;24;61,87;Fornecedor Gamma;Loja Norte
PC000537;12;88,07;Fornecedor Delta;Loja Norte
PC000538;39;309,05;Fornecedor Gamma;Loja Norte
PC000539;8;88,2;Fornecedor Gamma;Loja Norte
PC000540;6;240,12;Fornecedor Delta;Loja Norte
PC000541;14;321,4;Fornecedor Delta;Loja Norte
PC000542;56;55,24;Fornecedor Delta;Loja Norte
PC000543;36;258,75;Fornecedor Beta;Loja Norte
PC000544;16;121,4;Fornecedor Delta;Loja Norte
PC000545;34;433,61;Fornecedor Alfa;Loja Norte
PC000546;34;221,73;Fornecedor Gamma;Loja Norte
PC000547;62;364,25;Fornecedor Beta;Loja Norte
PC000548;12;251,2;Fornecedor Delta;Loja Norte
PC000549;26;27,19;Fornecedor Beta;Loja Norte
PC000550;4;287,85;Fornecedor Delta;Loja Norte
PC000551;7;428,52;Fornecedor Beta;Loja Norte
PC000552;10;273,91;Fornecedor Gamma;Loja Norte
PC000553;12;370,08;Fornecedor Gamma;Loja Norte
PC000554;31;398,82;Fornecedor Alfa;Loja Norte
PC000555;19;108,81;Fornecedor Alfa;Loja Norte
PC000556;27;101,72;Fornecedor Delta;Loja Norte
PC000557;30;278,05;Fornecedor Gamma;Loja Norte
PC000558;27;189,67;Fornecedor Beta;Loja Norte
PC000559;5;379,22;Fornecedor Beta;Loja Norte
PC000560;16;405,81;Fornecedor Beta;Loja Norte
PC000561;3;164,21;Fornecedor Alfa;Loja Norte
PC000562;56;112,7;Fornecedor Beta;Loja Norte
PC000563;36;352,99;Fornecedor Alfa;Loja Norte
PC000564;29;129,46;Fornecedor Alfa;Loja Norte
PC000565;53;371,6;Fornecedor Delta;Loja Norte
PC000566;35;195,29;Fornecedor Beta;Loja Norte
PC000567;39;303,06;Fornecedor Beta;Loja Norte
PC000568;47;50,23;Fornecedor Gamma;Loja Norte
PC000569;90;283,75;Fornecedor Delta;Loja Norte
PC000570;11;207,68;Fornecedor Gamma;Loja Norte
PC000571;57;267,28;Fornecedor Delta;Loja Norte
PC000572;54;82,26;Fornecedor Beta;Loja Norte
PC000573;5;333,7;Fornecedor Alfa;Loja Norte
PC000574;7;389,36;Fornecedor Alfa;Loja Norte
PC000575;30;103,8;Fornecedor Alfa;Loja Norte
PC000576;20;50,31;Fornecedor Alfa;Loja Norte
PC000577;62;18,45;Fornecedor Alfa;Loja Norte
PC000578;22;291,75;Fornecedor Gamma;Loja Norte
PC000579;56;276,34;Fornecedor Delta;Loja Norte
PC000580;37;249,64;Fornecedor Beta;Loja Norte
PC000581;85;110,52;Fornecedor Gamma;Loja Norte
PC000582;46;180,78;Fornecedor Delta;Loja Norte
PC000583;15;270,76;Fornecedor Alfa;Loja Norte
PC000584;10;227,57;Fornecedor Delta;Loja Norte
PC000585;45;444,6;Fornecedor Delta;Loja Norte
PC000586;11;68,31;Fornecedor Alfa;Loja Norte
PC000587;33;315,25;Fornecedor Alfa;Loja Norte
PC000588;72;186,71;Fornecedor Alfa;Loja Norte
PC000589;31;197,26;Fornecedor Beta;Loja Norte
PC000590;76;325,18;Fornecedor Alfa;Loja Norte
PC000591;42;314,06;Fornecedor Beta;Loja Norte
PC000592;68;446,14;Fornecedor Alfa;Loja Norte
PC000593;90;64,75;Fornecedor Beta;Loja Norte
PC000594;28;54,02;Fornecedor Delta;Loja Norte
PC000595;30;328,16;Fornecedor Gamma;Loja Norte
PC000596;38;263,65;Fornecedor Delta;Loja Norte
PC000597;29;129,18;Fornecedor Delta;Loja Norte
PC000598;63;43,1;Fornecedor Alfa;Loja Norte
PC000599;15;45,86;Fornecedor Beta;Loja Norte
PC000600;71;403,23;Fornecedor Gamma;Loja Norte
PC000601;41;92,81;Fornecedor Alfa;Loja Norte
PC000602;75;150,93;Fornecedor Alfa;Loja Norte
PC000603;42;108,18;Fornecedor Alfa;Loja Norte
PC000604;26;164,91;Fornecedor Delta;Loja Norte
PC000605;66;38,69;Fornecedor Beta;Loja Norte
PC000606;14;237,42;Fornecedor Beta;Loja Norte
PC000607;47;37,88;Fornecedor Gamma;Loja Norte
PC000608;7;361,76;Fornecedor Beta;Loja Norte
PC000609;25;111,3;Fornecedor Beta;Loja Norte
PC000610;53;246,69;Fornecedor Alfa;Loja Norte
PC000611;31;396,99;Fornecedor Alfa;Loja Norte
PC000612;20;295,69;Fornecedor Delta;Loja Norte
PC000613;23;243,57;Fornecedor Alfa;Loja Norte
PC000614;39;151,36;Fornecedor Alfa;Loja Norte
PC000615;91;155,19;Fornecedor Alfa;Loja Norte
PC000616;9;303,91;Fornecedor Alfa;Loja Norte
PC000617;67;447,41;Fornecedor Delta;Loja Norte
PC000618;23;300,53;Fornecedor Alfa;Loja Norte
PC000619;23;254,54;Fornecedor Gamma;Loja Norte
PC000620;14;330,95;Fornecedor Gamma;Loja Norte
PC000621;35;213,62;Fornecedor Gamma;Loja Norte
PC000622;47;34,58;Fornecedor Gamma;Loja Norte
PC000623;68;256,54;Fornecedor Alfa;Loja Norte
PC000624;10;431,27;Fornecedor Gamma;Loja Norte
PC000625;16;85,48;Fornecedor Alfa;Loja Norte
PC000626;59;312,98;Fornecedor Delta;Loja Norte
PC000627;41;96,81;Fornecedor Gamma;Loja Norte
PC000628;57;244,84;Fornecedor Beta;Loja Norte
PC000629;85;50,73;Fornecedor Gamma;Loja Norte
PC000630;23;207,06;Fornecedor Gamma;Loja Norte
PC000631;61;342,22;Fornecedor Alfa;Loja Norte
PC000632;43;161,63;Fornecedor Gamma;Loja Norte
PC000633;53;301,89;Fornecedor Beta;Loja Norte
PC000634;99;359,59;Fornecedor Alfa;Loja Norte
PC000635;85;417,81;Fornecedor Alfa;Loja Norte
PC000636;85;111,71;Fornecedor Delta;Loja Norte
PC000637;61;184,5;Fornecedor Delta;Loja Norte
PC000638;50;75,37;Fornecedor Gamma;Loja Norte
PC000639;7;446,68;Fornecedor Delta;Loja Norte
PC000640;53;417,73;Fornecedor Delta;Loja Norte
PC000641;23;246,66;Fornecedor Delta;Loja Norte
PC000642;35;380,18;Fornecedor Alfa;Loja Norte
PC000643;8;238,26;Fornecedor Alfa;Loja Norte
PC000644;37;283,62;Fornecedor Alfa;Loja Norte
PC000645;25;47,39;Fornecedor Delta;Loja Norte
PC000646;15;341,83;Fornecedor Alfa;Loja Norte
PC000647;28;64,45;Fornecedor Delta;Loja Norte
PC000648;28;373,12;Fornecedor Alfa;Loja Norte
PC000649;11;353,66;Fornecedor Alfa;Loja Norte
PC000650;26;321,27;Fornecedor Beta;Loja Norte
PC000651;19;23,98;Fornecedor Gamma;Loja Norte
PC000652;35;141,98;Fornecedor Delta;Loja Norte
PC000653;30;124,3;Fornecedor Beta;Loja Norte
PC000654;20;167,18;Fornecedor Alfa;Loja Norte
PC000655;104;46,74;Fornecedor Delta;Loja Norte
PC000656;74;422,14;Fornecedor Alfa;Loja Norte
PC000657;67;252,78;Fornecedor Gamma;Loja Norte
PC000658;50;143,04;Fornecedor Beta;Loja Norte
PC000659;43;183,47;Fornecedor Gamma;Loja Norte
PC000660;66;205,66;Fornecedor Beta;Loja Norte
PC000661;89;273,46;Fornecedor Alfa;Loja Norte
PC000662;34;235,93;Fornecedor Gamma;Loja Norte
PC000663;8;414,37;Fornecedor Gamma;Loja Norte
PC000664;36;227,66;Fornecedor Alfa;Loja Norte
PC000665;83;446,53;Fornecedor Gamma;Loja Norte
PC000666;31;384,33;Fornecedor Delta;Loja Norte
PC000667;28;100,16;Fornecedor Beta;Loja Norte
PC000668;54;419,32;Fornecedor Beta;Loja Norte
PC000669;112;59,43;Fornecedor Beta;Loja Norte
PC000670;17;369,31;Fornecedor Delta;Loja Norte
PC000671;6;176,24;Fornecedor Beta;Loja Norte
PC000672;13;396,06;Fornecedor Alfa;Loja Norte
PC000673;30;391,68;Fornecedor Gamma;Loja Norte
PC000674;25;364,22;Fornecedor Delta;Loja Norte
PC000675;82;357,19;Fornecedor Beta;Loja Norte
PC000676;10;142,67;Fornecedor Alfa;Loja Norte
PC000677;23;43,77;Fornecedor Gamma;Loja Norte
PC000678;43;186,12;Fornecedor Gamma;Loja Norte
PC000679;36;84,7;Fornecedor Delta;Loja Norte
PC000680;48;315,17;Fornecedor Delta;Loja Norte
PC000681;39;160,98;Fornecedor Delta;Loja Norte
PC000682;9;439,22;Fornecedor Alfa;Loja Norte
PC000683;40;291,31;Fornecedor Alfa;Loja Norte
PC000684;30;371,54;Fornecedor Delta;Loja Norte
PC000685;99;66,58;Fornecedor Beta;Loja Norte
PC000686;4;389,01;Fornecedor Gamma;Loja Norte
PC000687;94;415,86;Fornecedor Gamma;Loja Norte
PC000688;101;223,28;Fornecedor Alfa;Loja Norte
PC000689;35;275,96;Fornecedor Gamma;Loja Norte
PC000690;23;346,05;Fornecedor Beta;Loja Norte
PC000691;12;85,28;Fornecedor Gamma;Loja Norte
PC000692;38;230,13;Fornecedor Alfa;Loja Norte
PC000693;18;184,21;Fornecedor Alfa;Loja Norte
PC000694;18;72,7;Fornecedor Beta;Loja Norte
PC000695;51;170,45;Fornecedor Beta;Loja Norte
PC000696;33;38,13;Fornecedor Gamma;Loja Norte
PC000697;9;19,41;Fornecedor Gamma;Loja Norte
PC000698;32;67,74;Fornecedor Alfa;Loja Norte
PC000699;23;433,7;Fornecedor Beta;Loja Norte
PC000700;4;250,89;Fornecedor Beta;Loja Norte
PC000701;31;434,89;Fornecedor Beta;Loja Norte
PC000702;60;199,16;Fornecedor Gamma;Loja Norte
PC000703;57;145,82;Fornecedor Beta;Loja Norte
PC000704;32;231,71;Fornecedor Alfa;Loja Norte
PC000705;47;202,26;Fornecedor Alfa;Loja Norte
PC000706;20;54,7;Fornecedor Gamma;Loja Norte
PC000707;9;291,25;Fornecedor Delta;Loja Norte
PC000708;22;103,49;Fornecedor Gamma;Loja Norte
PC000709;95;281,86;Fornecedor Delta;Loja Norte
PC000710;7;295,39;Fornecedor Beta;Loja Norte
PC000711;16;75,19;Fornecedor Gamma;Loja Norte
PC000712;6;35,12;Fornecedor Alfa;Loja Norte
PC000713;31;353,1;Fornecedor Beta;Loja Norte
PC000714;30;211,23;Fornecedor Alfa;Loja Norte
PC000715;88;33,71;Fornecedor Beta;Loja Norte
PC000716;27;447,73;Fornecedor Gamma;Loja Norte
PC000717;25;33,54;Fornecedor Delta;Loja Norte
PC000718;47;315,21;Fornecedor Beta;Loja Norte
PC000719;50;442,79;Fornecedor Delta;Loja Norte
PC000720;28;113,72;Fornecedor Beta;Loja Norte
PC000721;41;70,87;Fornecedor Alfa;Loja Norte
PC000722;22;61,65;Fornecedor Alfa;Loja Norte
PC000723;61;142,05;Fornecedor Beta;Loja Norte
PC000724;13;52,66;Fornecedor Delta;Loja Norte
PC000725;182;313,94;Fornecedor Gamma;Loja Norte
PC000726;42;35,53;Fornecedor Gamma;Loja Norte
PC000727;58;233,16;Fornecedor Alfa;Loja Norte
PC000728;69;448,54;Fornecedor Gamma;Loja Norte
PC000729;46;367,77;Fornecedor Alfa;Loja Norte
PC000730;90;279,93;Fornecedor Gamma;Loja Norte
PC000731;27;143,36;Fornecedor Beta;Loja Norte
PC000732;32;283,76;Fornecedor Alfa;Loja Norte
PC000733;34;240,95;Fornecedor Alfa;Loja Norte
PC000734;31;196,33;Fornecedor Beta;Loja Norte
PC000735;18;65,77;Fornecedor Alfa;Loja Norte
PC000736;27;399,88;Fornecedor Gamma;Loja Norte
PC000737;83;206,8;Fornecedor Gamma;Loja Norte
PC000738;2;94,02;Fornecedor Alfa;Loja Norte
PC000739;27;170,55;Fornecedor Gamma;Loja Norte
PC000740;18;191,05;Fornecedor Delta;Loja Norte
PC000741;8;373,77;Fornecedor Alfa;Loja Norte
PC000742;27;332,26;Fornecedor Beta;Loja Norte
PC000743;30;348,03;Fornecedor Delta;Loja Norte
PC000744;25;12,88;Fornecedor Alfa;Loja Norte
PC000745;57;191,94;Fornecedor Beta;Loja Norte
PC000746;15;220,75;Fornecedor Gamma;Loja Norte
PC000747;13;16,48;Fornecedor Beta;Loja Norte
PC000748;15;122,84;Fornecedor Delta;Loja Norte
PC000749;30;344,05;Fornecedor Gamma;Loja Norte
PC000750;12;68,6;Fornecedor Alfa;Loja Norte
PC000751;33;244,61;Fornecedor Gamma;Loja Norte
PC000752;143;103,12;Fornecedor Alfa;Loja Norte
PC000753;13;13,36;Fornecedor Alfa;Loja Norte
PC000754;71;114,61;Fornecedor Beta;Loja Norte
PC000755;27;439,34;Fornecedor Beta;Loja Norte
PC000756;101;362,28;Fornecedor Beta;Loja Norte
PC000757;37;432,13;Fornecedor Delta;Loja Norte
PC000758;51;223,63;Fornecedor Delta;Loja Norte
PC000759;17;56,5;Fornecedor Beta;Loja Norte
PC000760;16;250,2;Fornecedor Delta;Loja Norte
PC000761;13;208,83;Fornecedor Gamma;Loja Norte
PC000762;36;381,21;Fornecedor Gamma;Loja Norte
PC000763;22;51,35;Fornecedor Delta;Loja Norte
PC000764;73;223,8;Fornecedor Delta;Loja Norte
PC000765;57;74,32;Fornecedor Gamma;Loja Norte
PC000766;26;151,51;Fornecedor Alfa;Loja Norte
PC000767;8;333,91;Fornecedor Gamma;Loja Norte
PC000768;37;218,4;Fornecedor Gamma;Loja Norte
PC000769;46;174,14;Fornecedor Delta;Loja Norte
PC000770;6;182,36;Fornecedor Gamma;Loja Norte
PC000771;104;211,08;Fornecedor Delta;Loja Norte
PC000772;53;354,98;Fornecedor Delta;Loja Norte
PC000773;25;402,3;Fornecedor Beta;Loja Norte
PC000774;100;430,26;Fornecedor Gamma;Loja Norte
PC000775;36;355,81;Fornecedor Alfa;Loja Norte
PC000776;5;147,41;Fornecedor Beta;Loja Norte
PC000777;93;312,16;Fornecedor Delta;Loja Norte
PC000778;32;201,42;Fornecedor Delta;Loja Norte
PC000779;32;120,56;Fornecedor Alfa;Loja Norte
PC000780;29;379,67;Fornecedor Delta;Loja Norte
PC000781;29;24,98;Fornecedor Gamma;Loja Norte
PC000782;34;406,58;Fornecedor Beta;Loja Norte
PC000783;21;211,97;Fornecedor Delta;Loja Norte
PC000784;9;289,64;Fornecedor Delta;Loja Norte
PC000785;33;299,43;Fornecedor Alfa;Loja Norte
PC000786;99;403,64;Fornecedor Gamma;Loja Norte
PC000787;94;289,41;Fornecedor Delta;Loja Norte
PC000788;15;279,36;Fornecedor Alfa;Loja Norte
PC000789;14;37,46;Fornecedor Delta;Loja Norte
PC000790;54;237,14;Fornecedor Alfa;Loja Norte
PC000791;37;74,37;Fornecedor Alfa;Loja Norte
PC000792;46;333,95;Fornecedor Gamma;Loja Norte
PC000793;35;234,4;Fornecedor Delta;Loja Norte
PC000794;47;308,66;Fornecedor Gamma;Loja Norte
PC000795;16;26,42;Fornecedor Alfa;Loja Norte
PC000796;115;45,48;Fornecedor Beta;Loja Norte
PC000797;51;324,61;Fornecedor Delta;Loja Norte
PC000798;40;39,86;Fornecedor Beta;Loja Norte
PC000799;95;39,5;Fornecedor Delta;Loja Norte
PC000800;29;13,35;Fornecedor Gamma;Loja Norte
PC000801;58;430,77;Fornecedor Gamma;Loja Norte
PC000802;32;333,98;Fornecedor Gamma;Loja Norte
PC000803;48;164,14;Fornecedor Gamma;Loja Norte
PC000804;24;139,07;Fornecedor Gamma;Loja Norte
PC000805;12;162,57;Fornecedor Beta;Loja Norte
PC000806;27;350,4;Fornecedor Gamma;Loja Norte
PC000807;35;300,33;Fornecedor Alfa;Loja Norte
PC000808;65;89,86;Fornecedor Alfa;Loja Norte
PC000809;76;84,96;Fornecedor Beta;Loja Norte
PC000810;14;51,49;Fornecedor Delta;Loja Norte
PC000811;28;299,85;Fornecedor Alfa;Loja Norte
PC000812;69;345,85;Fornecedor Delta;Loja Norte
PC000813;17;125,15;Fornecedor Beta;Loja Norte
PC000814;57;17,26;Fornecedor Delta;Loja Norte
PC000815;6;44,32;Fornecedor Delta;Loja Norte
PC000816;9;435,79;Fornecedor Delta;Loja Norte
PC000817;63;138,59;Fornecedor Delta;Loja Norte
PC000818;65;348,0;Fornecedor Beta;Loja Norte
PC000819;38;284,1;Fornecedor Alfa;Loja Norte
PC000820;43;176,82;Fornecedor Gamma;Loja Norte
PC000821;78;98,91;Fornecedor Delta;Loja Norte
PC000822;38;61,65;Fornecedor Alfa;Loja Norte
PC000823;61;279,84;Fornecedor Alfa;Loja Norte
PC000824;63;350,39;Fornecedor Beta;Loja Norte
PC000825;39;292,61;Fornecedor Alfa;Loja Norte
PC000826;37;242,39;Fornecedor Beta;Loja Norte
PC000827;39;26,54;Fornecedor Delta;Loja Norte
PC000828;36;436,07;Fornecedor Delta;Loja Norte
PC000829;21;361,03;Fornecedor Gamma;Loja Norte
PC000830;15;137,43;Fornecedor Gamma;Loja Norte
PC000831;47;441,15;Fornecedor Gamma;Loja Norte
PC000832;10;274,03;Fornecedor Alfa;Loja Norte
PC000833;48;265,43;Fornecedor Delta;Loja Norte
PC000834;59;338,65;Fornecedor Beta;Loja Norte
PC000835;42;366,8;Fornecedor Gamma;Loja Norte
PC000836;60;298,16;Fornecedor Beta;Loja Norte
PC000837;49;64,62;Fornecedor Beta;Loja Norte
PC000838;43;157,51;Fornecedor Gamma;Loja Norte
PC000839;26;418,21;Fornecedor Delta;Loja Norte
PC000840;23;107,28;Fornecedor Gamma;Loja Norte
PC000841;86;172,5;Fornecedor Beta;Loja Norte
PC000842;31;198,98;Fornecedor Gamma;Loja Norte
PC000843;47;202,22;Fornecedor Beta;Loja Norte
PC000844;26;278,92;Fornecedor Beta;Loja Norte
PC000845;51;424,84;Fornecedor Gamma;Loja Norte
PC000846;28;114,39;Fornecedor Alfa;Loja Norte
PC000847;40;61,7;Fornecedor Gamma;Loja Norte
PC000848;40;95,28;Fornecedor Alfa;Loja Norte
PC000849;4;400,02;Fornecedor Beta;Loja Norte
PC000850;26;293,45;Fornecedor Beta;Loja Norte
PC000851;18;134,37;Fornecedor Alfa;Loja Norte
PC000852;59;368,65;Fornecedor Beta;Loja Norte
PC000853;109;388,73;Fornecedor Alfa;Loja Norte
PC000854;11;382,16;Fornecedor Alfa;Loja Norte
PC000855;22;414,17;Fornecedor Beta;Loja Norte
PC000856;36;119,49;Fornecedor Delta;Loja Norte
PC000857;31;341,73;Fornecedor Alfa;Loja Norte
PC000858;39;211,56;Fornecedor Gamma;Loja Norte
PC000859;8;380,16;Fornecedor Gamma;Loja Norte
PC000860;30;329,99;Fornecedor Beta;Loja Norte
PC000861;54;351,19;Fornecedor Delta;Loja Norte
PC000862;17;298,02;Fornecedor Beta;Loja Norte
PC000863;33;86,42;Fornecedor Delta;Loja Norte
PC000864;37;248,9;Fornecedor Alfa;Loja Norte
PC000865;20;443,22;Fornecedor Alfa;Loja Norte
PC000866;22;422,33;Fornecedor Alfa;Loja Norte
PC000867;36;27,08;Fornecedor Alfa;Loja Norte
PC000868;36;80,85;Fornecedor Gamma;Loja Norte
PC000869;27;66,22;Fornecedor Gamma;Loja Norte
PC000870;109;328,88;Fornecedor Beta;Loja Norte
PC000871;16;369,46;Fornecedor Delta;Loja Norte
PC000872;22;102,37;Fornecedor Alfa;Loja Norte
PC000873;8;231,59;Fornecedor Alfa;Loja Norte
PC000874;87;379,59;Fornecedor Delta;Loja Norte
PC000875;23;331,9;Fornecedor Delta;Loja Norte
PC000876;61;247,67;Fornecedor Beta;Loja Norte
PC000877;44;268,93;Fornecedor Delta;Loja Norte
PC000878;43;232,7;Fornecedor Alfa;Loja Norte
PC000879;67;139,52;Fornecedor Alfa;Loja Norte
PC000880;71;257,74;Fornecedor Alfa;Loja Norte
PC000881;18;312,49;Fornecedor Alfa;Loja Norte
PC000882;44;394,01;Fornecedor Alfa;Loja Norte
PC000883;10;289,24;Fornecedor Beta;Loja Norte
PC000884;29;344,42;Fornecedor Alfa;Loja Norte
PC000885;47;78,75;Fornecedor Beta;Loja Norte
PC000886;40;212,01;Fornecedor Alfa;Loja Norte
PC000887;37;12,12;Fornecedor Gamma;Loja Norte
PC000888;27;117,03;Fornecedor Gamma;Loja Norte
PC000889;68;329,1;Fornecedor Gamma;Loja Norte
PC000890;59;446,38;Fornecedor Gamma;Loja Norte
PC000891;44;51,84;Fornecedor Beta;Loja Norte
PC000892;90;185,46;Fornecedor Beta;Loja Norte
PC000893;5;361,63;Fornecedor Delta;Loja Norte
PC000894;31;98,18;Fornecedor Alfa;Loja Norte
PC000895;84;253,35;Fornecedor Gamma;Loja Norte
PC000896;52;332,02;Fornecedor Beta;Loja Norte
PC000897;21;280,27;Fornecedor Alfa;Loja Norte
PC000898;53;91,11;Fornecedor Alfa;Loja Norte
PC000899;26;165,08;Fornecedor Beta;Loja Norte
PC000900;31;354,44;Fornecedor Gamma;Loja Norte
PC000901;29;252,97;Fornecedor Delta;Loja Norte
PC000902;51;10,31;Fornecedor Alfa;Loja Norte
PC000903;53;344,36;Fornecedor Delta;Loja Norte
PC000904;32;23,61;Fornecedor Gamma;Loja Norte
PC000905;16;337,61;Fornecedor Gamma;Loja Norte
PC000906;46;97,5;Fornecedor Delta;Loja Norte
PC000907;15;431,47;Fornecedor Gamma;Loja Norte
PC000908;28;170,63;Fornecedor Alfa;Loja Norte
PC000909;82;152,5;Fornecedor Delta;Loja Norte
PC000910;21;73,81;Fornecedor Gamma;Loja Norte
PC000911;74;143,08;Fornecedor Delta;Loja Norte
PC000912;27;395,48;Fornecedor Alfa;Loja Norte
PC000913;143;448,38;Fornecedor Gamma;Loja Norte
PC000914;38;170,79;Fornecedor Alfa;Loja Norte
PC000915;62;206,29;Fornecedor Gamma;Loja Norte
PC000916;24;327,16;Fornecedor Beta;Loja Norte
PC000917;57;399,7;Fornecedor Gamma;Loja Norte
PC000918;23;270,13;Fornecedor Delta;Loja Norte
PC000919;17;181,05;Fornecedor Gamma;Loja Norte
PC000920;34;190,38;Fornecedor Alfa;Loja Norte
PC000921;21;315,46;Fornecedor Alfa;Loja Norte
PC000922;43;9,42;Fornecedor Gamma;Loja Norte
PC000923;11;281,86;Fornecedor Delta;Loja Norte
PC000924;28;165,13;Fornecedor Beta;Loja Norte
PC000925;36;359,04;Fornecedor Delta;Loja Norte
PC000926;65;49,1;Fornecedor Beta;Loja Norte
PC000927;22;267,99;Fornecedor Alfa;Loja Norte
PC000928;58;220,59;Fornecedor Delta;Loja Norte
PC000929;11;291,91;Fornecedor Beta;Loja Norte
PC000930;29;36,67;Fornecedor Gamma;Loja Norte
PC000931;179;264,35;Fornecedor Alfa;Loja Norte
PC000932;73;256,18;Fornecedor Gamma;Loja Norte
PC000933;34;255,81;Fornecedor Alfa;Loja Norte
PC000934;77;274,74;Fornecedor Delta;Loja Norte
PC000935;27;307,0;Fornecedor Delta;Loja Norte
PC000936;34;363,81;Fornecedor Alfa;Loja Norte
PC000937;52;127,26;Fornecedor Alfa;Loja Norte
PC000938;72;372,67;Fornecedor Alfa;Loja Norte
PC000939;144;228,23;Fornecedor Delta;Loja Norte
PC000940;119;42,06;Fornecedor Beta;Loja Norte
PC000941;42;33,88;Fornecedor Gamma;Loja Norte
PC000942;41;155,73;Fornecedor Gamma;Loja Norte
PC000943;32;354,92;Fornecedor Delta;Loja Norte
PC000944;25;320,79;Fornecedor Gamma;Loja Norte
PC000945;29;356,57;Fornecedor Alfa;Loja Norte
PC000946;33;236,63;Fornecedor Beta;Loja Norte
PC000947;78;202,57;Fornecedor Gamma;Loja Norte
PC000948;70;73,17;Fornecedor Beta;Loja Norte
PC000949;18;153,06;Fornecedor Alfa;Loja Norte
PC000950;57;199,84;Fornecedor Gamma;Loja Norte
PC000951;101;47,16;Fornecedor Delta;Loja Norte
PC000952;27;105,51;Fornecedor Beta;Loja Norte
PC000953;46;272,42;Fornecedor Alfa;Loja Norte
PC000954;17;333,16;Fornecedor Beta;Loja Norte
PC000955;1;449,27;Fornecedor Gamma;Loja Norte
PC000956;0;420,44;Fornecedor Gamma;Loja Norte
PC000957;37;292,01;Fornecedor Delta;Loja Norte
