Produto;Descricao;Categoria;Emissao;Quantidade;Vlr.Unitario;Vlr.Total;Custo Total;Promocao
FUR-CH-10004194;Harbour Creations Steel Folding Chair, Set of Two;Furniture - Chairs;02/11/2012;7,0;66,76;467,32;247,8;0
OFF-SU-10001592;Kleencut Letter Opener, Easy Grip;Office Supplies - Supplies;28/11/2011;9,0;27,06;243,54;175,5;0
OFF-BI-10000050;Angle-D Binders with Locking Rings, Label Holders;Office Supplies - Binders;20/04/2013;1,0;5,84;5,84;3,87;1
TEC-MA-10003356;Panasonic KX MC6040 Color Laser Multifunction Printer;Technology - Machines;26/12/2013;2,0;134,99;269,97;656,93;1
OFF-ST-10003547;Smead Shelving, Blue;Office Supplies - Storage;25/08/2012;4,0;44,04;176,15;109,68;1
FUR-HON-10001343;Hon Coffee Table, Fully Assembled;Furniture - Tables;16/01/2013;2,0;317,37;634,74;418,98;0
OFF-FA-10003745;Accos Rubber Bands, Metal;Office Supplies - Fasteners;06/06/2012;1,0;16,8;16,8;11,43;0
FUR-FU-10000783;Advantus Light Bulb, Durable;Furniture - Furnishings;21/05/2014;3,0;17,1;51,3;37,98;0
OFF-AP-10002753;Cuisinart Toaster, Red;Office Supplies - Appliances;30/10/2013;2,0;35,64;71,28;66,32;0
OFF-BI-10002172;Acco Binding Machine, Recycled;Office Supplies - Binders;06/04/2014;4,0;51,45;205,8;154,44;0
OFF-FA-10000611;Binder Clips by OIC;Office Supplies - Fasteners;08/04/2011;2,0;1,18;2,37;1,54;1
TEC-PH-10002564;Motorola Signal Booster, Full Size;Technology - Phones;27/07/2011;2,0;86,65;173,3;242,64;1
TEC-NOK-10004278;Nokia Signal Booster, Full Size;Technology - Phones;21/09/2011;10,0;137,79;1377,9;1088,7;0
OFF-ST-10003123;Fellowes Bases and Tops For Staxonsteel/High-Stak Systems;Office Supplies - Storage;18/02/2014;5,0;33,29;166,45;126,5;0
OFF-BI-10001049;Ibico Index Tab, Clear;Office Supplies - Binders;04/11/2014;4,0;5,35;21,38;34,68;1
OFF-PA-10003883;"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""";Office Supplies - Paper;21/06/2011;3,0;6,55;19,65;10,61;0
OFF-AVE-10004251;Avery Binding Machine, Economy;Office Supplies - Binders;04/11/2011;2,0;48,84;97,68;85,98;0
OFF-BIN-10000837;Binney & Smith Markers, Easy-Erase;Office Supplies - Art;29/05/2014;2,0;24,36;48,72;29,28;0
OFF-ST-10002172;Fellowes Trays, Blue;Office Supplies - Storage;04/12/2014;5,0;28,7;143,47;267,0;1
TEC-MOT-10002260;Motorola Office Telephone, Cordless;Technology - Phones;07/03/2011;1,0;74,61;74,61;55,23;0
FUR-BO-10004218;Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order;Furniture - Bookcases;19/03/2012;4,0;95,87;383,47;451,14;1
OFF-FA-10004258;OIC Thumb Tacks, Bulk Pack;Office Supplies - Fasteners;16/12/2013;3,0;9,38;28,14;16,08;0
OFF-AR-10002094;Boston Pencil Sharpener, Water Color;Office Supplies - Art;18/12/2014;5,0;26,3;131,49;127,2;1
TEC-AC-10000170;Memorex Keyboard, Programmable;Technology - Accessories;23/11/2012;1,0;72,84;72,84;42,27;0
FUR-NOV-10002655;Novimex Swivel Stool, Adjustable;Furniture - Chairs;01/09/2014;2,0;50,08;100,17;307,2;1
OFF-ST-10001590;Tenex Personal Project File with Scoop Front Design, Black;Office Supplies - Storage;15/11/2013;3,0;13,48;40,44;29,93;0
FUR-CH-10002412;Hon Bag Chairs, Black;Furniture - Chairs;17/09/2014;2,0;25,63;51,26;84,6;1
OFF-BI-10003340;Acco Index Tab, Durable;Office Supplies - Binders;30/08/2011;3,0;8,94;26,82;20,7;0
OFF-BIN-10000170;Binney & Smith Pencil Sharpener, Fluorescent;Office Supplies - Art;11/05/2012;2,0;26,67;53,34;51,24;0
FUR-FU-10002364;Eldon Expressions Wood Desk Accessories, Oak;Furniture - Furnishings;04/09/2013;2,0;7,38;14,76;10,48;0
OFF-ST-10002608;Eldon Box, Industrial;Office Supplies - Storage;08/09/2014;3,0;9,67;29,0;20,34;1
OFF-ST-10001646;Fellowes Box, Wire Frame;Office Supplies - Storage;24/04/2012;5,0;16,88;84,38;50,7;1
OFF-ST-10003638;Mobile Personal File Cube;Office Supplies - Storage;24/06/2013;4,0;23,42;93,68;68,39;0
OFF-SU-10002785;Fiskars Trimmer, Serrated;Office Supplies - Supplies;28/11/2014;3,0;39,0;117,0;102,96;0
FUR-BO-10002510;Bush 3-Shelf Cabinet, Mobile;Furniture - Bookcases;09/12/2011;2,0;135,68;271,36;253,86;1
OFF-EN-10000274;Kraft Business Envelopes, Recycled;Office Supplies - Envelopes;27/01/2014;8,0;13,72;109,73;85,44;1
OFF-PA-10001968;Eaton Computer Printout Paper, 8.5 x 11;Office Supplies - Paper;01/01/2011;2,0;27,62;55,24;39,9;1
OFF-AR-10003481;Newell 348;Office Supplies - Art;18/04/2012;3,0;2,62;7,87;6,99;1
FUR-HAR-10002873;Harbour Creations Executive Leather Armchair, Adjustable;Furniture - Chairs;19/03/2014;4,0;142,83;571,32;1142,64;1
OFF-ST-10004191;Tenex Lockers, Blue;Office Supplies - Storage;09/11/2013;4,0;102,08;408,3;604,32;1
OFF-AR-10004519;Boston Canvas, Fluorescent;Office Supplies - Art;27/09/2012;3,0;54,9;164,7;135,09;0
OFF-BI-10003899;Avery 3-Hole Punch, Recycled;Office Supplies - Binders;28/12/2011;7,0;28,23;197,61;197,61;0
OFF-SAN-10002020;SanDisk Parchment Paper, Multicolor;Office Supplies - Paper;12/02/2014;2,0;18,12;36,24;29,04;0
OFF-AR-10003582;Boston Electric Pencil Sharpener, Model 1818, Charcoal Black;Office Supplies - Art;29/11/2012;2,0;28,15;56,3;40,54;0
OFF-ST-10003184;Eldon Trays, Wire Frame;Office Supplies - Storage;27/09/2014;3,0;31,36;94,08;75,3;0
FUR-CH-10003062;Novimex Chairmat, Red;Furniture - Chairs;21/01/2014;2,0;50,71;101,41;78,9;1
TEC-AC-10003861;Enermax Keyboard, Erganomic;Technology - Accessories;02/09/2011;3,0;81,27;243,81;217,08;0
OFF-GRE-10004604;Green Bar Cards & Envelopes, 8.5 x 11;Office Supplies - Paper;23/11/2013;1,0;52,53;52,53;43,08;0
OFF-AME-10001179;Ames Mailers, Set of 50;Office Supplies - Envelopes;25/02/2014;1,0;35,85;35,85;30,84;0
FUR-TA-10001494;Lesro Wood Table, Adjustable Height;Furniture - Tables;03/06/2011;3,0;328,73;986,2;1394,82;1
OFF-PA-10003875;Enermax Memo Slips, Multicolor;Office Supplies - Paper;14/11/2014;2,0;17,07;34,14;18,12;0
OFF-ST-10004963;Eldon Gobal File Keepers;Office Supplies - Storage;10/12/2014;1,0;15,14;15,14;14,53;0
TEC-AC-10000588;SanDisk Flash Drive, Bluetooth;Technology - Accessories;04/02/2012;4,0;23,72;94,9;87,0;1
TEC-CO-10000915;Hewlett Ink, High-Speed;Technology - Copiers;12/09/2013;2,0;97,72;195,45;178,24;1
OFF-PA-10000289;Xerox 213;Office Supplies - Paper;20/05/2011;2,0;5,18;10,37;6,74;1
FUR-FU-10003623;DataProducts Ampli Magnifier Task Lamp, Black,;Furniture - Furnishings;04/10/2012;3,0;21,65;64,94;58,45;1
FUR-CH-10000479;Harbour Creations Executive Leather Armchair, Adjustable;Furniture - Chairs;25/07/2013;3,0;424,06;1272,19;720,99;1
OFF-LA-10000116;Harbour Creations File Folder Labels, Adjustable;Office Supplies - Labels;16/04/2014;3,0;4,42;13,26;6,9;0
TEC-KON-10001017;Konica Receipt Printer, White;Technology - Machines;06/10/2014;1,0;120,66;120,66;79,65;0
TEC-PH-10000215;Plantronics Cordless Phone Headset with In-line Volume - M214C;Technology - Phones;05/02/2013;3,0;34,95;104,85;76,54;0
TEC-CO-10004981;Canon Copy Machine, High-Speed;Technology - Copiers;23/03/2011;3,0;169,22;507,66;585,81;1
OFF-AP-10002536;Hoover Refrigerator, White;Office Supplies - Appliances;29/11/2012;2,0;349,6;699,2;594,32;0
FUR-BO-10004254;Ikea Classic Bookcase, Traditional;Furniture - Bookcases;01/03/2013;1,0;370,58;370,57;255,3;1
OFF-LA-10000219;Harbour Creations File Folder Labels, Adjustable;Office Supplies - Labels;30/07/2013;7,0;6,63;46,41;42,42;0
TEC-SAM-10004785;Samsung Smart Phone, with Caller ID;Technology - Phones;27/08/2012;4,0;636,15;2544,6;1297,8;0
TEC-PH-10000369;HTC One Mini;Technology - Phones;20/06/2011;2,0;100,79;201,58;181,43;1
OFF-WIL-10003774;Wilson Jones Index Tab, Economy;Office Supplies - Binders;22/06/2013;1,0;6,45;6,45;4,8;0
FUR-ADV-10004223;Advantus Clock, Black;Furniture - Furnishings;09/04/2014;1,0;15,42;15,42;36,51;1
FUR-CH-10003848;Office Star Rocking Chair, Adjustable;Furniture - Chairs;04/12/2014;3,0;57,36;172,08;275,4;1
FUR-FU-10002157;Artistic Insta-Plaque;Furniture - Furnishings;09/08/2012;3,0;15,68;47,04;28,69;0
OFF-PA-10001934;Xerox 1993;Office Supplies - Paper;22/07/2014;1,0;6,48;6,48;3,3;0
FUR-BO-10004547;Bush Stackable Bookrack, Traditional;Furniture - Bookcases;30/07/2014;2,0;122,97;245,94;184,5;0
FUR-TA-10003748;Bevis 36 x 72 Conference Tables;Furniture - Tables;06/05/2013;3,0;99,59;298,78;291,31;1
FUR-FU-10001317;Eldon Photo Frame, Erganomic;Furniture - Furnishings;20/11/2014;3,0;37,82;113,46;90,78;0
OFF-FA-10002058;Stockwell Thumb Tacks, Assorted Sizes;Office Supplies - Fasteners;18/11/2013;1,0;5,61;5,61;8,37;1
OFF-ST-10002554;Tennsco Industrial Shelving;Office Supplies - Storage;09/11/2012;5,0;48,91;244,55;239,66;0
OFF-AR-10002783;Stanley Pencil Sharpener, Water Color;Office Supplies - Art;12/11/2012;7,0;25,05;175,35;164,85;0
FUR-BAR-10000831;Barricks Training Table, Fully Assembled;Furniture - Tables;19/03/2012;1,0;319,77;319,77;198,27;0
TEC-CIS-10001938;Cisco Audio Dock, VoIP;Technology - Phones;29/10/2013;2,0;182,16;364,32;222,24;0
FUR-CH-10000836;SAFCO Swivel Stool, Adjustable;Furniture - Chairs;12/09/2011;6,0;113,62;681,72;661,32;0
TEC-PH-10001921;Nokia Signal Booster, with Caller ID;Technology - Phones;28/01/2013;2,0;102,38;204,75;243,0;1
OFF-BI-10002715;Avery Index Tab, Clear;Office Supplies - Binders;13/09/2012;3,0;4,22;12,66;11,94;0
OFF-AR-10003046;Sanford Sketch Pad, Fluorescent;Office Supplies - Art;20/09/2013;2,0;42,07;84,13;65,46;1
OFF-BI-10003899;Avery 3-Hole Punch, Recycled;Office Supplies - Binders;18/08/2014;3,0;28,23;84,69;84,69;0
FUR-BO-10001212;Safco Classic Bookcase, Mobile;Furniture - Bookcases;19/09/2014;4,0;396,6;1586,41;1568,88;1
OFF-PA-10004923;Xerox Memo Slips, Multicolor;Office Supplies - Paper;22/11/2012;2,0;14,94;29,88;29,04;0
TEC-PH-10004655;Apple Speaker Phone, Cordless;Technology - Phones;23/08/2014;2,0;113,54;227,07;189,24;1
OFF-JIF-10002621;Jiffy Business Envelopes, Security-Tint;Office Supplies - Envelopes;10/01/2012;6,0;15,96;95,76;90,18;0
TEC-PH-10003555;Motorola HK250 Universal Bluetooth Headset;Technology - Phones;22/05/2013;3,0;18,39;55,18;67,59;1
OFF-EN-10001476;Ames Interoffice Envelope, Set of 50;Office Supplies - Envelopes;01/04/2014;11,0;12,03;132,35;221,76;1
FUR-OFF-10002511;Office Star Steel Folding Chair, Black;Furniture - Chairs;22/11/2013;4,0;89,28;357,12;357,12;0
OFF-BI-10001119;Wilson Jones Index Tab, Clear;Office Supplies - Binders;18/04/2014;1,0;2,96;2,96;5,4;1
OFF-FA-10002752;Advantus Push Pins, Bulk Pack;Office Supplies - Fasteners;15/05/2014;4,0;7,22;28,86;52,56;1
OFF-BI-10003724;Cardinal Index Tab, Economy;Office Supplies - Binders;16/09/2014;6,0;8,76;52,56;28,44;0
OFF-AP-10001956;Breville Refrigerator, Black;Office Supplies - Appliances;12/07/2014;4,0;430,57;1722,28;1182,84;1
FUR-TEN-10003349;Tenex Photo Frame, Durable;Furniture - Furnishings;27/05/2011;1,0;48,87;48,87;32,28;0
OFF-SME-10004370;Smead File Cart, Blue;Office Supplies - Storage;20/06/2011;2,0;38,24;76,48;252,42;1
OFF-AR-10004817;Colorific Watercolor Pencils;Office Supplies - Art;22/04/2013;3,0;5,16;15,48;10,99;0
OFF-BI-10004506;Wilson Jones data.warehouse D-Ring Binders with DublLock;Office Supplies - Binders;24/01/2014;2,0;2,47;4,94;8,56;1
FUR-BO-10002968;Bush Library with Doors, Metal;Furniture - Bookcases;15/11/2014;3,0;242,52;727,56;611,16;0
OFF-ST-10001342;Fellowes Trays, Blue;Office Supplies - Storage;10/02/2012;2,0;47,63;95,27;64,32;1
OFF-ST-10003995;Eldon File Cart, Single Width;Office Supplies - Storage;14/04/2011;5,0;115,13;575,64;524,55;1
OFF-AR-10000655;Stanley Sketch Pad, Blue;Office Supplies - Art;15/08/2013;4,0;29,62;118,48;107,84;0
OFF-LA-10002258;Smead File Folder Labels, Adjustable;Office Supplies - Labels;28/02/2012;1,0;4,52;4,52;3,4;0
FUR-CH-10001819;Office Star Chairmat, Set of Two;Furniture - Chairs;18/07/2013;2,0;45,38;90,76;52,68;0
FUR-FU-10000012;Tenex Stacking Tray, Black;Furniture - Furnishings;05/07/2014;3,0;10,12;30,35;39,48;1
OFF-BI-10000977;Ibico Plastic Spiral Binding Combs;Office Supplies - Binders;23/10/2012;1,0;6,08;6,08;16,42;1
OFF-PA-10002237;Enermax Memo Slips, 8.5 x 11;Office Supplies - Paper;12/11/2012;1,0;13,2;13,2;6,88;0
OFF-AR-10004881;Stanley Sketch Pad, Blue;Office Supplies - Art;13/12/2014;7,0;44,43;311,01;208,53;0
FUR-CH-10004810;Hon Swivel Stool, Set of Two;Furniture - Chairs;17/09/2013;3,0;165,9;497,7;393,21;0
OFF-AR-10001678;Binney & Smith Sketch Pad, Easy-Erase;Office Supplies - Art;11/03/2013;3,0;18,64;55,91;46,62;1
OFF-PA-10003475;Enermax Note Cards, Premium;Office Supplies - Paper;03/08/2012;6,0;19,94;119,64;88,56;0
TEC-AC-10000244;Memorex Router, USB;Technology - Accessories;06/06/2012;5,0;164,28;821,4;813,2;0
FUR-BO-10001679;Ikea 3-Shelf Cabinet, Traditional;Furniture - Bookcases;22/01/2014;2,0;132,47;264,94;165,24;1
OFF-LA-10004777;Smead Shipping Labels, 5000 Label Set;Office Supplies - Labels;15/04/2012;2,0;6,4;12,8;11,04;1
OFF-LA-10000195;Novimex File Folder Labels, Laser Printer Compatible;Office Supplies - Labels;15/01/2014;4,0;8,25;33,0;32,76;0
FUR-TA-10003307;Barricks Conference Table, Fully Assembled;Furniture - Tables;26/06/2014;4,0;484,56;1938,24;2035,2;1
OFF-ST-10000078;Tennsco 6- and 18-Compartment Lockers;Office Supplies - Storage;18/07/2013;1,0;265,17;265,17;217,44;0
TEC-PH-10002672;Cisco Smart Phone, Full Size;Technology - Phones;13/11/2013;5,0;434,26;2171,3;1780,5;0
FUR-TEN-10002448;Tenex Stacking Tray, Erganomic;Furniture - Furnishings;29/08/2014;4,0;22,26;89,04;49,08;0
TEC-CIS-10003103;Cisco Office Telephone, VoIP;Technology - Phones;19/03/2013;4,0;24,16;96,66;190,2;1
FUR-FU-10003608;Advantus Light Bulb, Black;Furniture - Furnishings;25/04/2013;5,0;8,03;40,14;48,2;1
OFF-FA-10003626;Advantus Rubber Bands, Assorted Sizes;Office Supplies - Fasteners;24/05/2014;1,0;14,04;14,04;8,16;0
TEC-PH-10003072;Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System;Technology - Phones;20/09/2011;9,0;149,99;1349,91;688,45;0
OFF-ST-10000876;Eldon Simplefile Box Office;Office Supplies - Storage;22/10/2012;1,0;9,95;9,95;8,96;1
OFF-SME-10001149;Smead Folders, Single Width;Office Supplies - Storage;23/12/2014;1,0;17,52;17,52;12,09;0
TEC-PH-10001298;Motorola Office Telephone, VoIP;Technology - Phones;12/07/2013;3,0;47,9;143,7;133,68;0
FUR-RUB-10002945;Rubbermaid Photo Frame, Duo Pack;Furniture - Furnishings;18/11/2011;1,0;51,81;51,81;33,18;0
OFF-SME-10000880;Smead Box, Blue;Office Supplies - Storage;09/06/2014;1,0;10,77;10,77;10,77;0
OFF-EN-10004206;Multimedia Mailers;Office Supplies - Envelopes;31/03/2014;2,0;162,93;325,86;175,96;0
TEC-MA-10000331;Okidata Printer, White;Technology - Machines;02/12/2014;2,0;226,87;453,75;528,54;1
OFF-LA-10001613;Avery File Folder Labels;Office Supplies - Labels;10/04/2014;3,0;2,88;8,64;4,41;0
FUR-TA-10004154;Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer;Furniture - Tables;10/05/2014;1,0;286,85;286,85;223,74;0
FUR-BO-10003779;Ikea Library with Doors, Traditional;Furniture - Bookcases;12/06/2014;2,0;363,39;726,78;407,04;0
OFF-AR-10000953;Stanley Pencil Sharpener, Easy-Erase;Office Supplies - Art;28/08/2014;3,0;26,04;78,12;51,57;0
OFF-SU-10003723;Elite Shears, High Speed;Office Supplies - Supplies;08/11/2013;3,0;47,01;141,03;112,86;0
TEC-AC-10004334;Logitech Router, Erganomic;Technology - Accessories;20/03/2014;1,0;245,13;245,13;159,36;0
OFF-BI-10003903;Cardinal Binder, Economy;Office Supplies - Binders;23/09/2011;5,0;9,22;46,1;23,6;0
TEC-PH-10003442;Samsung Replacement EH64AVFWE Premium Headset;Technology - Phones;16/10/2013;1,0;5,5;5,5;4,12;0
OFF-PA-10004313;Green Bar Computer Printout Paper, 8.5 x 11;Office Supplies - Paper;14/03/2012;2,0;22,6;45,2;38,88;0
OFF-SU-10004771;Elite Ruler, Easy Grip;Office Supplies - Supplies;10/02/2011;4,0;10,28;41,12;24,72;0
OFF-PA-10000327;Xerox 1971;Office Supplies - Paper;21/09/2011;9,0;4,28;38,52;21,19;0
OFF-PA-10004856;Xerox Memo Slips, Recycled;Office Supplies - Paper;17/05/2013;3,0;13,44;40,32;34,29;0
OFF-ST-10001346;Smead File Cart, Industrial;Office Supplies - Storage;05/10/2012;2,0;85,6;171,2;150,68;0
TEC-CO-10004171;Sharp Fax and Copier, Digital;Technology - Copiers;29/08/2014;7,0;111,94;783,55;471,1;1
OFF-BI-10000315;Poly Designer Cover & Back;Office Supplies - Binders;19/05/2014;6,0;18,99;113,94;59,25;0
OFF-ADV-10003050;Advantus Rubber Bands, Bulk Pack;Office Supplies - Fasteners;01/08/2014;2,0;16,59;33,18;22,26;0
OFF-ST-10001255;Fellowes Trays, Single Width;Office Supplies - Storage;24/12/2012;5,0;51,68;258,39;143,55;1
OFF-FA-10003961;Advantus Rubber Bands, Assorted Sizes;Office Supplies - Fasteners;27/10/2012;4,0;5,62;22,46;22,88;1
OFF-BI-10004584;GBC ProClick 150 Presentation Binding System;Office Supplies - Binders;16/04/2013;2,0;94,79;189,59;334,94;1
OFF-AP-10004958;KitchenAid Stove, Black;Office Supplies - Appliances;14/09/2012;6,0;379,72;2278,32;1526,52;0
OFF-AR-10000980;Sanford Pencil Sharpener, Water Color;Office Supplies - Art;14/08/2012;7,0;26,1;182,7;135,24;0
OFF-EN-10003448;Cameo Clasp Envelope, Set of 50;Office Supplies - Envelopes;14/08/2013;6,0;9,51;57,06;52,56;0
OFF-AP-10000043;Cuisinart Toaster, Silver;Office Supplies - Appliances;31/08/2012;2,0;54,21;108,42;65,1;0
OFF-ST-10000585;Economy Rollaway Files;Office Supplies - Storage;30/04/2011;5,0;165,2;826,0;611,24;0
OFF-FA-10002427;Stockwell Push Pins, 12 Pack;Office Supplies - Fasteners;21/12/2012;3,0;5,36;16,09;26,58;1
TEC-AC-10000827;SanDisk Keyboard, Programmable;Technology - Accessories;17/03/2014;2,0;82,98;165,96;139,44;0
FUR-FU-10000714;Tenex Light Bulb, Black;Furniture - Furnishings;06/05/2014;5,0;13,82;69,09;80,55;1
OFF-BI-10001744;Acco Binding Machine, Economy;Office Supplies - Binders;17/10/2013;1,0;43,43;43,43;45,48;1
OFF-BI-10003709;Wilson Jones Binding Machine, Durable;Office Supplies - Binders;06/07/2012;3,0;26,91;80,74;91,86;1
FUR-SAU-10004137;Sauder Floating Shelf Set, Traditional;Furniture - Bookcases;04/09/2013;2,0;194,58;389,16;245,22;0
OFF-HAM-10001107;Hamilton Beach Refrigerator, Silver;Office Supplies - Appliances;28/06/2012;1,0;500,88;500,88;445,8;0
OFF-AR-10003066;Sanford Markers, Water Color;Office Supplies - Art;11/08/2011;7,0;26,43;185,01;168,42;0
OFF-AP-10002104;Hoover Microwave, Red;Office Supplies - Appliances;08/04/2011;6,0;277,78;1666,66;1648,26;1
FUR-CH-10002203;SAFCO Executive Leather Armchair, Black;Furniture - Chairs;16/02/2011;11,0;413,1;4544,1;2675,97;1
OFF-AVE-10004708;Avery Binder, Recycled;Office Supplies - Binders;27/08/2013;1,0;13,26;13,26;7,17;0
OFF-BI-10003708;Cardinal Binder, Recycled;Office Supplies - Binders;22/08/2013;3,0;14,19;42,57;33,66;0
OFF-AR-10002153;Sanford Pens, Fluorescent;Office Supplies - Art;10/11/2014;5,0;3,3;16,48;35,5;1
OFF-AR-10000681;Binney & Smith Sketch Pad, Water Color;Office Supplies - Art;04/02/2014;2,0;27,22;54,45;85,14;1
OFF-PA-10003883;"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""";Office Supplies - Paper;31/08/2012;4,0;5,24;20,96;14,15;1
OFF-BIN-10001621;Binney & Smith Canvas, Fluorescent;Office Supplies - Art;29/06/2011;1,0;52,62;52,62;42,63;0
OFF-PA-10000302;Eaton Computer Printout Paper, Multicolor;Office Supplies - Paper;13/03/2014;3,0;27,96;83,88;52,92;0
OFF-BI-10000773;Insertable Tab Post Binder Dividers;Office Supplies - Binders;05/11/2012;3,0;2,41;7,22;12,75;1
OFF-AR-10003774;Stanley Sketch Pad, Fluorescent;Office Supplies - Art;25/01/2014;1,0;45,69;45,69;26,97;0
FUR-BO-10002781;Sauder Floating Shelf Set, Traditional;Furniture - Bookcases;10/04/2014;6,0;194,58;1167,48;735,66;0
OFF-PA-10000501;Petty Cash Envelope;Office Supplies - Paper;26/09/2012;4,0;21,57;86,27;55,0;1
TEC-AC-10001566;Logitech Router, Erganomic;Technology - Accessories;16/09/2014;7,0;245,13;1715,91;1407,21;0
OFF-FA-10001246;OIC Staples, Metal;Office Supplies - Fasteners;23/09/2011;7,0;11,46;80,22;41,79;0
OFF-AR-10000444;BIC Highlighters, Blue;Office Supplies - Art;08/10/2012;4,0;9,46;37,86;45,48;1
TEC-PH-10002923;Logitech B530 USB Headset - headset - Full size, Binaural;Technology - Phones;02/11/2011;3,0;29,59;88,78;81,01;1
OFF-STO-10004495;Stockwell Thumb Tacks, Bulk Pack;Office Supplies - Fasteners;28/10/2014;6,0;4,06;24,35;56,16;1
OFF-ST-10001051;Eldon Shelving, Industrial;Office Supplies - Storage;27/05/2011;4,0;32,6;130,4;97,84;0
TEC-AC-10000827;SanDisk Keyboard, Programmable;Technology - Accessories;06/09/2011;8,0;41,49;331,92;557,76;1
OFF-LA-10002107;Novimex Legal Exhibit Labels, 5000 Label Set;Office Supplies - Labels;13/01/2012;1,0;10,86;10,86;5,43;0
FUR-CH-10002084;Hon Mobius Operator's Chair;Furniture - Chairs;16/07/2014;6,0;110,69;664,15;575,59;1
FUR-BO-10000210;Ikea Library with Doors, Pine;Furniture - Bookcases;14/11/2012;2,0;364,74;729,48;510,66;0
FUR-FU-10000350;Rubbermaid Light Bulb, Duo Pack;Furniture - Furnishings;15/09/2014;6,0;7,56;45,36;43,2;1
OFF-AR-10000387;Sanford Highlighters, Water Color;Office Supplies - Art;16/12/2014;2,0;18,93;37,86;20,88;0
OFF-SU-10004306;Kleencut Trimmer, Steel;Office Supplies - Supplies;10/06/2013;3,0;36,75;110,24;117,63;1
FUR-TA-10003527;Chromcraft Wood Table, with Bottom Storage;Furniture - Tables;12/05/2011;2,0;313,64;627,28;762,42;1
OFF-AR-10002335;Sanford Canvas, Fluorescent;Office Supplies - Art;27/06/2011;4,0;34,52;138,08;135,36;0
OFF-LA-10003379;Smead Color Coded Labels, Laser Printer Compatible;Office Supplies - Labels;10/05/2013;1,0;13,05;13,05;12,42;0
FUR-CH-10002547;Office Star Steel Folding Chair, Red;Furniture - Chairs;01/05/2014;2,0;48,91;97,82;108,84;1
TEC-CO-10002434;Canon Fax and Copier, Laser;Technology - Copiers;26/04/2013;3,0;127,3;381,91;302,34;1
OFF-LA-10001294;Avery Shipping Labels, Adjustable;Office Supplies - Labels;26/09/2014;3,0;3,9;11,7;11,34;1
OFF-SME-10001754;Smead File Folder Labels, 5000 Label Set;Office Supplies - Labels;04/07/2014;1,0;9,27;9,27;5,01;0
TEC-CO-10001177;HP Fax and Copier, Color;Technology - Copiers;25/11/2013;2,0;115,99;231,98;188,28;1
OFF-PA-10004444;SanDisk Note Cards, Premium;Office Supplies - Paper;04/10/2013;2,0;28,11;56,21;45,6;1
OFF-ST-10002466;Smead Box, Blue;Office Supplies - Storage;17/11/2014;1,0;7,18;7,18;4,32;0
OFF-PA-10004854;Green Bar Cards & Envelopes, Recycled;Office Supplies - Paper;09/10/2014;5,0;19,32;96,6;130,5;1
FUR-CH-10000015;Hon Multipurpose Stacking Arm Chairs;Furniture - Chairs;03/02/2013;4,0;216,6;866,4;641,14;0
OFF-GLO-10001688;GlobeWeis Manila Envelope, Recycled;Office Supplies - Envelopes;14/06/2012;1,0;26,19;26,19;13,11;0
OFF-BIN-10004512;Binney & Smith Pens, Easy-Erase;Office Supplies - Art;30/12/2014;6,0;3,66;21,98;73,26;1
OFF-IBI-10002637;Ibico Binding Machine, Durable;Office Supplies - Binders;16/10/2013;1,0;52,92;52,92;28,59;0
OFF-EN-10003601;GlobeWeis Clasp Envelope, Set of 50;Office Supplies - Envelopes;28/06/2013;3,0;8,91;26,73;29,7;1
TEC-APP-10004912;Apple Speaker Phone, with Caller ID;Technology - Phones;05/07/2012;6,0;49,32;295,92;554,94;1
OFF-SU-10004650;Acme Scissors, High Speed;Office Supplies - Supplies;15/07/2014;4,0;16,96;67,84;50,88;0
FUR-BO-10002008;Bush Stackable Bookrack, Traditional;Furniture - Bookcases;17/06/2011;2,0;81,98;163,96;136,12;0
TEC-MA-10001279;Panasonic Calculator, Wireless;Technology - Machines;24/09/2012;6,0;50,28;301,68;295,74;0
OFF-BI-10000042;Cardinal Index Tab, Clear;Office Supplies - Binders;21/06/2014;3,0;7,26;21,78;14,22;0
OFF-AME-10000870;Ames Peel and Seal, Recycled;Office Supplies - Envelopes;22/09/2014;1,0;17,49;17,49;11,37;0
OFF-SU-10003105;Fiskars Shears, Steel;Office Supplies - Supplies;05/11/2014;2,0;42,34;84,67;77,16;1
OFF-LA-10001771;Avery 513;Office Supplies - Labels;13/12/2012;2,0;4,98;9,96;5,38;0
OFF-LA-10002015;Hon Round Labels, Alphabetical;Office Supplies - Labels;15/04/2011;1,0;2,59;2,59;2,26;1
OFF-SU-10001225;Staples;Office Supplies - Supplies;11/11/2013;5,0;2,94;14,72;18,03;1
TEC-AC-10001090;Enermax Mouse, Programmable;Technology - Accessories;18/12/2013;5,0;41,79;208,95;117,15;0
OFF-SU-10003719;Stiletto Scissors, Steel;Office Supplies - Supplies;10/11/2012;7,0;12,27;85,9;59,08;1
