Produto;Fornecedor;Classe;Volatilidade;EstoqueAtual;DemandaPrevMes(un);CoberturaDias;MinDias;MaxDias;LeadTimeDias;GiroAtual;GiroAlvo;Status;QtdSugerida;CustoUnitario;ValorSugerido;CapitalParado
PC009691;Não informado;E;Baixa;1,0;1,0;29,7;55;100;15;12,3;4,71;🔴 Comprar agora;2,0;964,61;2284,7;964,61
PC006679;Não informado;E;Baixa;3,0;2,0;44,6;55;100;15;8,18;4,71;🔴 Comprar agora;4,0;320,67;1193,69;962,01
PC007590;Não informado;E;Baixa;2,0;1,0;60,1;55;100;15;6,08;4,71;🟢 OK;0,0;480,73;0,0;961,46
PC008376;Não informado;E;Baixa;2,0;1,0;60,9;55;100;15;5,99;4,71;🟢 OK;0,0;473,69;0,0;947,38
PC005476;Não informado;E;Baixa;2,0;0,9;64,3;55;100;15;5,67;4,71;🟢 OK;0,0;469,17;0,0;938,34
PC003211;Não informado;E;Baixa;3,0;2,0;44,2;55;100;15;8,25;4,71;🔴 Comprar agora;4,0;312,2;1180,49;936,5999999999999
PC005952;Não informado;E;Baixa;4,0;1,3;90,9;55;100;15;4,02;4,71;🟢 OK;0,0;234,1;0,0;936,4
PC009962;Não informado;E;Baixa;2,0;1,5;39,6;55;100;15;9,22;4,71;🔴 Comprar agora;3,0;467,28;1426,99;934,56
PC000112;Não informado;E;Baixa;1,0;1,0;29,0;55;100;15;12,59;4,71;🔴 Comprar agora;2,0;933,36;2285,31;933,36
PC004766;Não informado;E;Baixa;2,0;1,8;34,0;55;100;15;10,73;4,71;🔴 Comprar agora;4,0;464,63;1803,01;929,26
PC003264;Não informado;E;Baixa;5,0;1,8;83,2;55;100;15;4,38;4,71;🟢 OK;0,0;185,79;0,0;928,9499999999999
PC004407;Não informado;E;Baixa;2,0;1,6;38,1;55;100;15;9,57;4,71;🔴 Comprar agora;3,0;464,06;1504,8;928,12
PC006180;Não informado;E;Baixa;2,0;1,3;46,0;55;100;15;7,94;4,71;🔴 Comprar agora;2,0;463,38;1088,37;926,76
PC007504;Não informado;E;Baixa;2,0;1,0;57,8;55;100;15;6,31;4,71;🟢 OK;0,0;461,21;0,0;922,42
PC002051;Não informado;E;Baixa;3,0;2,0;44,8;55;100;15;8,15;4,71;🔴 Comprar agora;4,0;307,41;1137,29;922,23
PC006153;Não informado;E;Baixa;2,0;1,8;32,9;55;100;15;11,1;4,71;🔴 Comprar agora;4,0;459,57;1874,91;919,14
PC009672;Não informado;E;Baixa;3,0;1,0;93,3;55;100;15;3,91;4,71;🟢 OK;0,0;306,21;0,0;918,6299999999999
PC002433;Não informado;E;Baixa;2,0;1,6;37,3;55;100;15;9,79;4,71;🔴 Comprar agora;3,0;458,35;1541,83;916,7
PC004614;Não informado;E;Baixa;2,0;1,4;42,3;55;100;15;8,63;4,71;🔴 Comprar agora;3,0;457,79;1248,18;915,58
PC006234;Não informado;E;Baixa;1,0;1,0;30,1;55;100;15;12,14;4,71;🔴 Comprar agora;2,0;915,52;2129,51;915,52
PC005552;Não informado;E;Baixa;1,0;2,0;15,1;55;100;15;24,23;4,71;🔴 Comprar agora;6,0;911,44;5139,9;911,44
PC008875;Não informado;E;Baixa;1,0;1,0;29,9;55;100;15;12,2;4,71;🔴 Comprar agora;2,0;909,04;2129,11;909,04
PC007886;Não informado;E;Baixa;1,0;2,0;14,8;55;100;15;24,7;4,71;🚨 RUPTURA IMINENTE;6,0;903,89;5213,01;903,89
PC005625;Não informado;E;Baixa;1,0;1,0;29,6;55;100;15;12,35;4,71;🔴 Comprar agora;2,0;897,91;2140,68;897,91
PC007480;Não informado;E;Baixa;1,0;0,9;32,0;55;100;15;11,39;4,71;🔴 Comprar agora;2,0;886,76;1880,34;886,76
PC000880;Não informado;E;Baixa;1,0;1,3;22,5;55;100;15;16,22;4,71;🔴 Comprar agora;3,0;884,94;3048,62;884,94
PC005779;Não informado;E;Baixa;5,0;1,8;81,3;55;100;15;4,49;4,71;🟢 OK;0,0;176,41;0,0;882,05
PC009493;Não informado;E;Baixa;3,0;1,0;94,1;55;100;15;3,88;4,71;🟢 OK;0,0;292,39;0,0;877,17
PC006667;Não informado;E;Baixa;1,0;1,0;30,7;55;100;15;11,9;4,71;🔴 Comprar agora;2,0;873,93;1974,92;873,93
PC003709;Não informado;E;Baixa;4,0;1,9;64,4;55;100;15;5,66;4,71;🟢 OK;0,0;218,37;0,0;873,48
PC008358;Não informado;E;Baixa;1,0;1,0;30,7;55;100;15;11,9;4,71;🔴 Comprar agora;2,0;868,22;1961,32;868,22
PC007014;Não informado;E;Baixa;2,0;1,0;62,9;55;100;15;5,8;4,71;🟢 OK;0,0;433,64;0,0;867,28
PC000137;Não informado;E;Baixa;2,0;2,0;29,7;55;100;15;12,29;4,71;🔴 Comprar agora;5,0;430,45;2038,25;860,9
PC001319;Não informado;E;Baixa;1,0;1,6;18,4;55;100;15;19,8;4,71;🔴 Comprar agora;4,0;856,81;3789,97;856,81
PC002353;Não informado;E;Baixa;3,0;1,4;66,4;55;100;15;5,5;4,71;🟢 OK;0,0;284,54;0,0;853,6200000000001
PC007609;Não informado;E;Baixa;2,0;0,9;67,7;55;100;15;5,39;4,71;🟢 OK;0,0;425,14;0,0;850,28
PC004081;Não informado;E;Baixa;3,0;2,0;44,2;55;100;15;8,26;4,71;🔴 Comprar agora;4,0;282,21;1068,78;846,6299999999999
PC005944;Não informado;E;Baixa;2,0;2,0;29,7;55;100;15;12,31;4,71;🔴 Comprar agora;5,0;422,47;2004,73;844,94
PC007964;Não informado;E;Baixa;3,0;2,0;44,5;55;100;15;8,21;4,71;🔴 Comprar agora;4,0;281,04;1053,3;843,1200000000001
PC002268;Não informado;E;Baixa;3,0;1,0;89,0;55;100;15;4,1;4,71;🟢 OK;0,0;280,87;0,0;842,61
PC005483;Não informado;E;Baixa;1,0;1,0;29,9;55;100;15;12,22;4,71;🔴 Comprar agora;2,0;839,31;1970,87;839,31
PC001194;Não informado;E;Baixa;3,0;0,9;96,6;55;100;15;3,78;4,71;🟢 OK;0,0;278,12;0,0;834,36
PC003315;Não informado;E;Baixa;4,0;2,0;59,0;55;100;15;6,19;4,71;🟢 OK;0,0;208,55;0,0;834,2
PC000509;Não informado;E;Baixa;3,0;1,9;47,1;55;100;15;7,75;4,71;🔴 Comprar agora;3,0;277,45;934,83;832,3499999999999
PC007600;Não informado;E;Baixa;1,0;1,6;18,9;55;100;15;19,28;4,71;🔴 Comprar agora;4,0;822,96;3523,48;822,96
PC009143;Não informado;E;Baixa;1,0;1,0;29,6;55;100;15;12,31;4,71;🔴 Comprar agora;2,0;822,63;1951,97;822,63
PC000885;Não informado;E;Baixa;1,0;1,0;29,6;55;100;15;12,33;4,71;🔴 Comprar agora;2,0;816,75;1941,24;816,75
PC004138;Não informado;E;Baixa;2,0;1,0;58,4;55;100;15;6,25;4,71;🟢 OK;0,0;407,57;0,0;815,14
PC008639;Não informado;E;Baixa;3,0;1,3;69,8;55;100;15;5,23;4,71;🟢 OK;0,0;269,7;0,0;809,0999999999999
PC000083;Não informado;E;Baixa;1,0;1,0;29,4;55;100;15;12,42;4,71;🔴 Comprar agora;2,0;805,35;1934,61;805,35
PC004611;Não informado;E;Baixa;5,0;2,0;74,2;55;100;15;4,92;4,71;🟢 OK;0,0;160,39;0,0;801,9499999999999
PC009347;Não informado;E;Baixa;3,0;1,3;70,2;55;100;15;5,2;4,71;🟢 OK;0,0;266,82;0,0;800,46
PC007056;Não informado;E;Baixa;1,0;0,9;33,4;55;100;15;10,93;4,71;🔴 Comprar agora;2,0;782,51;1560,75;782,51
PC002403;Não informado;E;Baixa;1,0;1,4;21,5;55;100;15;16,98;4,71;🔴 Comprar agora;4,0;782,39;2857,46;782,39
PC004230;Não informado;E;Baixa;3,0;1,6;55,3;55;100;15;6,6;4,71;🟢 OK;0,0;259,76;0,0;779,28
PC002115;Não informado;E;Baixa;3,0;1,6;57,8;55;100;15;6,31;4,71;🟢 OK;0,0;259,26;0,0;777,78
PC009341;Não informado;E;Baixa;2,0;1,0;61,3;55;100;15;5,95;4,71;🟢 OK;0,0;383,66;0,0;767,32
PC001333;Não informado;E;Baixa;1,0;1,0;29,8;55;100;15;12,24;4,71;🔴 Comprar agora;2,0;766,51;1804,13;766,51
PC006247;Não informado;E;Baixa;1,0;0,9;32,5;55;100;15;11,24;4,71;🔴 Comprar agora;2,0;765,25;1591,8;765,25
PC004829;Não informado;E;Baixa;2,0;1,0;58,3;55;100;15;6,26;4,71;🟢 OK;0,0;380,79;0,0;761,58
PC009291;Não informado;E;Baixa;2,0;2,0;29,7;55;100;15;12,27;4,71;🔴 Comprar agora;5,0;380,14;1796,54;760,28
PC009975;Não informado;E;Baixa;1,0;1,9;15,4;55;100;15;23,71;4,71;🔴 Comprar agora;5,0;760,06;4176,61;760,06
PC004571;Não informado;E;Baixa;3,0;1,3;67,5;55;100;15;5,4;4,71;🟢 OK;0,0;252,05;0,0;756,1500000000001
PC006558;Não informado;E;Baixa;2,0;2,0;29,5;55;100;15;12,36;4,71;🔴 Comprar agora;5,0;376,49;1797,66;752,98
PC000059;Não informado;E;Baixa;1,0;1,0;30,6;55;100;15;11,94;4,71;🔴 Comprar agora;2,0;746,69;1695,75;746,69
PC007429;Não informado;E;Baixa;1,0;1,4;21,5;55;100;15;17,01;4,71;🔴 Comprar agora;4,0;739,82;2707,06;739,82
PC002355;Não informado;E;Baixa;5,0;2,0;73,9;55;100;15;4,94;4,71;🟢 OK;0,0;147,53;0,0;737,65
PC007651;Não informado;E;Baixa;1,0;1,0;29,7;55;100;15;12,31;4,71;🔴 Comprar agora;2,0;737,38;1749,39;737,38
PC009169;Não informado;E;Baixa;2,0;1,8;33,4;55;100;15;10,94;4,71;🔴 Comprar agora;4,0;366,93;1466,38;733,86
PC007434;Não informado;E;Baixa;1,0;1,0;29,2;55;100;15;12,51;4,71;🔴 Comprar agora;2,0;733,82;1781,73;733,82
PC006567;Não informado;E;Baixa;1,0;1,0;29,6;55;100;15;12,31;4,71;🔴 Comprar agora;2,0;733,55;1741,28;733,55
PC002845;Não informado;E;Baixa;2,0;1,0;62,0;55;100;15;5,89;4,71;🟢 OK;0,0;366,02;0,0;732,04
PC002038;Não informado;E;Baixa;2,0;1,6;37,0;55;100;15;9,87;4,71;🔴 Comprar agora;3,0;364,72;1244,02;729,44
PC001145;Não informado;E;Média;1,0;1,6;18,4;55;100;15;19,8;4,71;🔴 Comprar agora;4,0;729,42;3226,56;729,42
PC002021;Não informado;E;Baixa;1,0;1,1;28,3;55;100;15;12,92;4,71;🔴 Comprar agora;3,0;724,58;1839,62;724,58
PC003401;Não informado;E;Baixa;4,0;2,0;60,0;55;100;15;6,09;4,71;🟢 OK;0,0;181,08;0,0;724,32
PC006332;Não informado;E;Baixa;3,0;1,0;91,0;55;100;15;4,01;4,71;🟢 OK;0,0;241,38;0,0;724,14
PC006368;Não informado;E;Baixa;2,0;1,9;30,9;55;100;15;11,8;4,71;🔴 Comprar agora;4,0;360,62;1610,48;721,24
PC009028;Não informado;E;Baixa;2,0;0,9;65,0;55;100;15;5,61;4,71;🟢 OK;0,0;360,36;0,0;720,72
PC002525;Não informado;E;Baixa;2,0;1,0;59,9;55;100;15;6,09;4,71;🟢 OK;0,0;360,34;0,0;720,68
PC003899;Não informado;E;Baixa;1,0;2,0;14,8;55;100;15;24,74;4,71;🚨 RUPTURA IMINENTE;6,0;718,16;4149,94;718,16
PC003146;Não informado;E;Baixa;2,0;1,1;55,6;55;100;15;6,56;4,71;🟢 OK;0,0;357,79;0,0;715,58
PC006944;Não informado;E;Baixa;1,0;1,0;29,6;55;100;15;12,32;4,71;🔴 Comprar agora;2,0;714,62;1697,33;714,62
PC009947;Não informado;E;Baixa;1,0;1,0;29,6;55;100;15;12,32;4,71;🔴 Comprar agora;2,0;713,08;1694,2;713,08
PC009002;Não informado;E;Baixa;3,0;1,1;85,5;55;100;15;4,27;4,71;🟢 OK;0,0;237,51;0,0;712,53
PC003298;Não informado;E;Baixa;2,0;1,0;57,7;55;100;15;6,32;4,71;🟢 OK;0,0;354,67;0,0;709,34
PC008723;Não informado;E;Baixa;1,0;1,0;29,9;55;100;15;12,21;4,71;🔴 Comprar agora;2,0;708,14;1660,27;708,14
PC003592;Não informado;E;Baixa;4,0;1,3;91,7;55;100;15;3,98;4,71;🟢 OK;0,0;175,28;0,0;701,12
PC004025;Não informado;E;Baixa;2,0;1,6;38,2;55;100;15;9,57;4,71;🔴 Comprar agora;3,0;350,53;1136,24;701,06
PC002646;Não informado;E;Baixa;6,0;2,0;91,5;55;100;15;3,99;4,71;🟢 OK;0,0;116,1;0,0;696,5999999999999
PC001045;Não informado;E;Baixa;1,0;1,8;16,3;55;100;15;22,43;4,71;🔴 Comprar agora;5,0;696,53;3583,21;696,53
PC002450;Não informado;E;Baixa;1,0;0,9;31,8;55;100;15;11,49;4,71;🔴 Comprar agora;2,0;691,81;1486,72;691,81
PC000588;Não informado;E;Baixa;3,0;1,6;56,0;55;100;15;6,52;4,71;🟢 OK;0,0;230,18;0,0;690,54
PC004895;Não informado;E;Baixa;1,0;1,5;19,5;55;100;15;18,74;4,71;🔴 Comprar agora;4,0;686,11;2835,86;686,11
PC003630;Não informado;E;Baixa;2,0;1,0;59,7;55;100;15;6,11;4,71;🟢 OK;0,0;342,99;0,0;685,98
PC005870;Não informado;E;Baixa;4,0;1,8;65,8;55;100;15;5,54;4,71;🟢 OK;0,0;171,02;0,0;684,08
PC002090;Não informado;E;Baixa;1,0;1,1;28,4;55;100;15;12,85;4,71;🔴 Comprar agora;3,0;683,32;1722,14;683,32
PC007850;Não informado;E;Baixa;2,0;0,9;66,8;55;100;15;5,46;4,71;🟢 OK;0,0;340,68;0,0;681,36
PC002926;Não informado;E;Baixa;1,0;0,9;31,6;55;100;15;11,54;4,71;🔴 Comprar agora;2,0;680,71;1471,49;680,71
PC006821;Não informado;E;Baixa;1,0;1,6;18,3;55;100;15;19,98;4,71;🔴 Comprar agora;4,0;680,6;3045,23;680,6
PC009575;Não informado;E;Média;2,0;1,7;36,2;55;100;15;10,07;4,71;🔴 Comprar agora;4,0;339,74;1195,78;679,48
PC003622;Não informado;E;Baixa;1,0;1,0;29,6;55;100;15;12,33;4,71;🔴 Comprar agora;2,0;678,39;1613,71;678,39
PC008758;Não informado;E;Baixa;4,0;1,3;90,4;55;100;15;4,04;4,71;🟢 OK;0,0;169,46;0,0;677,84
PC002150;Não informado;E;Baixa;3,0;1,6;56,4;55;100;15;6,47;4,71;🟢 OK;0,0;225,84;0,0;677,52
PC006585;Não informado;E;Baixa;3,0;1,0;91,3;55;100;15;4,0;4,71;🟢 OK;0,0;224,28;0,0;672,84
PC000362;Não informado;E;Baixa;1,0;1,6;18,7;55;100;15;19,47;4,71;🔴 Comprar agora;4,0;670,47;2905,52;670,47
PC003784;Não informado;E;Média;1,0;1,6;18,7;55;100;15;19,55;4,71;🔴 Comprar agora;4,0;666,26;2903,14;666,26
PC003724;Não informado;E;Baixa;3,0;1,6;55,7;55;100;15;6,55;4,71;🟢 OK;0,0;221,77;0,0;665,3100000000001
PC007699;Não informado;E;Baixa;2,0;1,0;61,7;55;100;15;5,91;4,71;🟢 OK;0,0;330,89;0,0;661,78
PC002468;Não informado;E;Baixa;1,0;2,0;14,8;55;100;15;24,7;4,71;🚨 RUPTURA IMINENTE;6,0;661,76;3815,91;661,76
PC003152;Não informado;E;Baixa;1,0;1,0;29,6;55;100;15;12,33;4,71;🔴 Comprar agora;2,0;659,85;1570,03;659,85
PC005598;Não informado;E;Baixa;3,0;1,0;89,0;55;100;15;4,1;4,71;🟢 OK;0,0;219,48;0,0;658,4399999999999
PC000668;Não informado;E;Baixa;4,0;2,0;59,4;55;100;15;6,15;4,71;🟢 OK;0,0;164,3;0,0;657,2
PC000785;Não informado;E;Baixa;1,0;1,9;15,5;55;100;15;23,5;4,71;🔴 Comprar agora;5,0;656,7;3570,6;656,7
PC007955;Não informado;E;Baixa;1,0;2,0;14,7;55;100;15;24,87;4,71;🚨 RUPTURA IMINENTE;6,0;655,4;3811,19;655,4
PC002059;Não informado;E;Baixa;1,0;0,9;31,6;55;100;15;11,54;4,71;🔴 Comprar agora;2,0;652,45;1410,98;652,45
PC002127;Não informado;E;Baixa;2,0;1,6;36,4;55;100;15;10,03;4,71;🔴 Comprar agora;3,0;325,8;1138,72;651,6
PC008784;Não informado;E;Baixa;1,0;2,0;15,3;55;100;15;23,83;4,71;🔴 Comprar agora;6,0;650,48;3595,81;650,48
PC004921;Não informado;E;Baixa;1,0;2,0;14,7;55;100;15;24,77;4,71;🚨 RUPTURA IMINENTE;6,0;647,15;3744,96;647,15
PC006428;Não informado;E;Baixa;6,0;2,0;89,5;55;100;15;4,08;4,71;🟢 OK;0,0;107,84;0,0;647,04
PC001099;Não informado;E;Baixa;2,0;1,0;57,9;55;100;15;6,3;4,71;🟢 OK;0,0;323,04;0,0;646,08
PC003678;Não informado;E;Baixa;1,0;1,0;29,7;55;100;15;12,29;4,71;🔴 Comprar agora;2,0;644,08;1525,5;644,08
PC004616;Não informado;E;Baixa;1,0;1,0;29,2;55;100;15;12,48;4,71;🔴 Comprar agora;2,0;641,79;1552,48;641,79
PC007207;Não informado;E;Média;1,0;1,7;18,1;55;100;15;20,16;4,71;🔴 Comprar agora;5,0;636,5;2878,83;636,5
PC006793;Não informado;E;Baixa;1,0;1,0;31,5;55;100;15;11,59;4,71;🔴 Comprar agora;2,0;635,46;1382,54;635,46
PC001334;Não informado;E;Baixa;3,0;2,0;44,7;55;100;15;8,17;4,71;🔴 Comprar agora;4,0;209,88;779,21;629,64
PC005141;Não informado;E;Baixa;1,0;1,0;29,4;55;100;15;12,42;4,71;🔴 Comprar agora;2,0;628,32;1509,83;628,32
PC002854;Não informado;E;Baixa;1,0;1,0;30,0;55;100;15;12,18;4,71;🔴 Comprar agora;2,0;627,61;1467,11;627,61
PC005671;Não informado;E;Baixa;2,0;1,0;61,0;55;100;15;5,98;4,71;🟢 OK;0,0;311,39;0,0;622,78
PC005023;Não informado;E;Baixa;3,0;1,0;92,5;55;100;15;3,95;4,71;🟢 OK;0,0;206,32;0,0;618,96
PC003474;Não informado;E;Baixa;1,0;1,3;22,5;55;100;15;16,25;4,71;🔴 Comprar agora;3,0;617,57;2131,81;617,57
PC009063;Não informado;E;Baixa;1,0;1,0;31,6;55;100;15;11,57;4,71;🔴 Comprar agora;2,0;616,52;1337,4;616,52
PC008715;Não informado;E;Baixa;1,0;1,6;19,0;55;100;15;19,19;4,71;🔴 Comprar agora;4,0;613,59;2611,6;613,59
PC003017;Não informado;E;Baixa;1,0;1,0;29,8;55;100;15;12,24;4,71;🔴 Comprar agora;2,0;602,89;1418,85;602,89
PC003498;Não informado;E;Baixa;1,0;0,9;32,0;55;100;15;11,39;4,71;🔴 Comprar agora;2,0;596,27;1264,77;596,27
PC008284;Não informado;E;Baixa;3,0;1,5;59,4;55;100;15;6,15;4,71;🟢 OK;0,0;198,68;0,0;596,04
PC006304;Não informado;E;Média;1,0;1,7;18,0;55;100;15;20,25;4,71;🔴 Comprar agora;5,0;595,35;2708,22;595,35
PC001078;Não informado;E;Baixa;2,0;1,6;38,4;55;100;15;9,51;4,71;🔴 Comprar agora;3,0;296,38;951,6;592,76
PC001552;Não informado;E;Baixa;1,0;2,0;15,1;55;100;15;24,24;4,71;🔴 Comprar agora;6,0;592,71;3342,76;592,71
PC009119;Não informado;E;Baixa;1,0;1,0;29,1;55;100;15;12,54;4,71;🔴 Comprar agora;2,0;592,41;1442,67;592,41
PC002782;Não informado;E;Baixa;1,0;1,9;15,6;55;100;15;23,41;4,71;🔴 Comprar agora;5,0;591,33;3201,37;591,33
PC004885;Não informado;E;Baixa;1,0;0,9;31,8;55;100;15;11,47;4,71;🔴 Comprar agora;2,0;591,18;1266,14;591,18
PC008924;Não informado;E;Baixa;2,0;1,6;38,6;55;100;15;9,46;4,71;🔴 Comprar agora;3,0;291,49;928,65;582,98
PC002043;Não informado;E;Baixa;1,0;0,8;36,3;55;100;15;10,07;4,71;🔴 Comprar agora;2,0;582,79;1024,34;582,79
PC001928;Não informado;E;Baixa;1,0;1,7;17,7;55;100;15;20,64;4,71;🔴 Comprar agora;5,0;576,38;2682,6;576,38
PC004546;Não informado;E;Baixa;1,0;1,9;16,0;55;100;15;22,75;4,71;🔴 Comprar agora;5,0;575,7;3012,57;575,7
PC005723;Não informado;E;Baixa;1,0;1,6;19,3;55;100;15;18,9;4,71;🔴 Comprar agora;4,0;574,87;2401,23;574,87
PC006570;Não informado;E;Baixa;1,0;1,4;22,0;55;100;15;16,6;4,71;🔴 Comprar agora;4,0;571,95;2028,95;571,95
PC003074;Não informado;E;Baixa;2,0;1,3;47,8;55;100;15;7,64;4,71;🔴 Comprar agora;2,0;280,72;614,17;561,44
PC003684;Não informado;E;Baixa;1,0;1,0;29,8;55;100;15;12,26;4,71;🔴 Comprar agora;2,0;557,34;1314,0;557,34
PC007916;Não informado;E;Baixa;1,0;2,0;15,2;55;100;15;24,05;4,71;🔴 Comprar agora;6,0;556,8;3111,25;556,8
PC001947;Não informado;E;Baixa;1,0;1,0;29,5;55;100;15;12,37;4,71;🔴 Comprar agora;2,0;554,16;1323,76;554,16
PC002232;Não informado;E;Média;1,0;1,7;17,8;55;100;15;20,55;4,71;🔴 Comprar agora;5,0;554,1;2565,55;554,1
PC001776;Não informado;E;Baixa;1,0;1,0;30,8;55;100;15;11,86;4,71;🔴 Comprar agora;2,0;547,28;1230,61;547,28
PC006631;Não informado;E;Baixa;1,0;1,6;18,7;55;100;15;19,55;4,71;🔴 Comprar agora;4,0;545,17;2374,98;545,17
PC007288;Não informado;E;Baixa;2,0;1,0;59,8;55;100;15;6,1;4,71;🟢 OK;0,0;272,31;0,0;544,62
PC009190;Não informado;E;Baixa;3,0;1,9;46,2;55;100;15;7,89;4,71;🔴 Comprar agora;3,0;181,37;632,35;544,11
PC005084;Não informado;E;Baixa;3,0;1,7;51,9;55;100;15;7,04;4,71;🔴 Comprar agora;3,0;181,05;504,32;543,1500000000001
PC008405;Não informado;E;Baixa;2,0;2,0;29,3;55;100;15;12,46;4,71;🔴 Comprar agora;5,0;270,82;1307,82;541,64
PC002547;Não informado;E;Baixa;2,0;1,0;60,3;55;100;15;6,05;4,71;🟢 OK;0,0;270,66;0,0;541,32
PC003147;Não informado;E;Média;1,0;1,8;16,9;55;100;15;21,54;4,71;🔴 Comprar agora;5,0;541,32;2653,37;541,32
PC009519;Não informado;E;Baixa;1,0;1,0;28,9;55;100;15;12,62;4,71;🔴 Comprar agora;2,0;540,16;1326,74;540,16
PC003538;Não informado;E;Baixa;3,0;1,0;88,4;55;100;15;4,13;4,71;🟢 OK;0,0;179,96;0,0;539,88
PC004208;Não informado;E;Baixa;1,0;1,0;31,6;55;100;15;11,56;4,71;🔴 Comprar agora;2,0;534,7;1159,31;534,7
PC008115;Não informado;E;Baixa;3,0;0,9;100,4;55;100;15;3,63;4,71;🟡 Estoque excessivo;0,0;177,18;0,0;531,54
PC001413;Não informado;E;Baixa;1,0;2,0;15,2;55;100;15;24,04;4,71;🔴 Comprar agora;6,0;530,97;2966,45;530,97
PC005718;Não informado;E;Baixa;2,0;1,0;58,7;55;100;15;6,22;4,71;🟢 OK;0,0;265,43;0,0;530,86
PC002545;Não informado;E;Baixa;2,0;1,6;38,5;55;100;15;9,48;4,71;🔴 Comprar agora;3,0;265,36;847,63;530,72
PC007942;Não informado;E;Baixa;2,0;1,7;35,5;55;100;15;10,29;4,71;🔴 Comprar agora;4,0;264,57;963,05;529,14
PC002295;Não informado;E;Baixa;1,0;2,0;15,3;55;100;15;23,86;4,71;🔴 Comprar agora;6,0;528,46;2925,93;528,46
PC008076;Não informado;E;Baixa;3,0;1,0;93,7;55;100;15;3,9;4,71;🟢 OK;0,0;176,13;0,0;528,39
PC007520;Não informado;E;Baixa;3,0;1,4;63,3;55;100;15;5,76;4,71;🟢 OK;0,0;176,09;0,0;528,27
PC007023;Não informado;E;Baixa;2,0;1,9;32,0;55;100;15;11,4;4,71;🔴 Comprar agora;4,0;263,55;1118,52;527,1
PC007923;Não informado;E;Baixa;2,0;1,0;59,5;55;100;15;6,13;4,71;🟢 OK;0,0;262,42;0,0;524,84
PC001201;Não informado;E;Baixa;2,0;2,0;29,7;55;100;15;12,28;4,71;🔴 Comprar agora;5,0;262,07;1239,5;524,14
PC005949;Não informado;E;Baixa;2,0;2,0;29,3;55;100;15;12,45;4,71;🔴 Comprar agora;5,0;260,72;1257,26;521,44
PC007646;Não informado;E;Baixa;1,0;0,9;31,7;55;100;15;11,51;4,71;🔴 Comprar agora;2,0;518,64;1116,21;518,64
PC004422;Não informado;E;Baixa;2,0;1,0;61,7;55;100;15;5,92;4,71;🟢 OK;0,0;259,29;0,0;518,58
PC008689;Não informado;E;Baixa;6,0;1,8;97,5;55;100;15;3,74;4,71;🟢 OK;0,0;86,07;0,0;516,42
PC009792;Não informado;E;Baixa;1,0;0,8;36,2;55;100;15;10,1;4,71;🔴 Comprar agora;2,0;515,67;910,55;515,67
PC000619;Não informado;E;Média;1,0;1,6;18,3;55;100;15;20,0;4,71;🔴 Comprar agora;4,0;512,57;2295,49;512,57
PC003808;Não informado;E;Baixa;1,0;1,6;18,8;55;100;15;19,43;4,71;🔴 Comprar agora;4,0;510,97;2208,39;510,97
PC008864;Não informado;E;Baixa;1,0;1,0;29,2;55;100;15;12,5;4,71;🔴 Comprar agora;2,0;508,75;1233,1;508,75
PC006355;Não informado;E;Baixa;3,0;2,0;44,4;55;100;15;8,23;4,71;🔴 Comprar agora;4,0;168,87;635,46;506,61
PC000072;Não informado;E;Baixa;1,0;1,0;29,3;55;100;15;12,44;4,71;🔴 Comprar agora;2,0;505,31;1216,59;505,31
PC005559;Não informado;E;Baixa;3,0;2,0;45,6;55;100;15;8,0;4,71;🔴 Comprar agora;4,0;168,17;601,92;504,51
PC003570;Não informado;E;Baixa;4,0;1,9;64,6;55;100;15;5,65;4,71;🟢 OK;0,0;125,81;0,0;503,24
PC000689;Não informado;E;Baixa;2,0;2,0;30,1;55;100;15;12,13;4,71;🔴 Comprar agora;5,0;249,53;1159,0;499,06
PC000932;Não informado;E;Baixa;1,0;2,0;15,0;55;100;15;24,34;4,71;🚨 RUPTURA IMINENTE;6,0;486,33;2756,67;486,33
PC007573;Não informado;E;Baixa;3,0;2,0;45,4;55;100;15;8,05;4,71;🔴 Comprar agora;4,0;160,38;579,64;481,14
PC001299;Não informado;E;Baixa;1,0;1,0;30,5;55;100;15;11,98;4,71;🔴 Comprar agora;2,0;479,83;1095,01;479,83
PC003862;Não informado;E;Baixa;3,0;1,0;88,1;55;100;15;4,14;4,71;🟢 OK;0,0;159,61;0,0;478,83000000000004
PC001487;Não informado;E;Baixa;1,0;1,5;19,8;55;100;15;18,47;4,71;🔴 Comprar agora;4,0;476,78;1935,48;476,78
PC005558;Não informado;E;Baixa;4,0;2,0;60,2;55;100;15;6,06;4,71;🟢 OK;0,0;118,93;0,0;475,72
PC002112;Não informado;E;Baixa;2,0;1,8;32,7;55;100;15;11,17;4,71;🔴 Comprar agora;4,0;236,23;972,77;472,46
PC006203;Não informado;E;Baixa;1,0;1,0;30,3;55;100;15;12,03;4,71;🔴 Comprar agora;2,0;467,08;1072,29;467,08
PC000238;Não informado;E;Baixa;2,0;0,9;65,6;55;100;15;5,57;4,71;🟢 OK;0,0;231,99;0,0;463,98
PC004233;Não informado;E;Baixa;1,0;0,9;32,1;55;100;15;11,38;4,71;🔴 Comprar agora;2,0;462,37;978,7;462,37
PC009718;Não informado;E;Baixa;2,0;2,0;30,1;55;100;15;12,13;4,71;🔴 Comprar agora;5,0;230,47;1070,43;460,94
