Produto;DataEvento;MesHorizonte;QtdComprar;ValorCompra;Urgencia;Classe;Fornecedor;CicloDias;FrequenciaAno
PC000671;08/11/2026;4;28,0;4978,88;🟡 Planejado;A;Fornecedor Beta;8,0;43,0
PC000671;24/11/2026;4;28,0;4978,88;🟡 Planejado;A;Fornecedor Beta;8,0;43,0
PC000671;10/12/2026;5;28,0;4978,88;🟡 Planejado;A;Fornecedor Beta;8,0;43,0
PC000671;26/12/2026;5;28,0;4978,88;🟡 Planejado;A;Fornecedor Beta;8,0;43,0
PC000671;11/01/2027;6;28,0;4978,88;🟡 Planejado;A;Fornecedor Beta;8,0;43,0
PC000671;27/01/2027;6;28,0;4978,88;🟡 Planejado;A;Fornecedor Beta;8,0;43,0
PC000643;04/08/2026;1;25,0;5853,41;🚨 Urgente (até 7 dias);A;Fornecedor Alfa;14,0;25,6
PC000643;20/08/2026;1;17,0;4004,9;🔴 Prioritário (até 30 dias);A;Fornecedor Alfa;14,0;25,6
PC000643;03/09/2026;2;18,0;4319,84;🟡 Planejado;A;Fornecedor Alfa;13,0;28,3
PC000643;18/09/2026;2;17,0;4149,22;🟡 Planejado;A;Fornecedor Alfa;13,0;28,3
PC000643;03/10/2026;3;21,0;4979,51;🟡 Planejado;A;Fornecedor Alfa;12,0;31,0
PC000643;18/10/2026;3;19,0;4550,97;🟡 Planejado;A;Fornecedor Alfa;12,0;31,0
PC000643;03/11/2026;4;19,0;4515,34;🟡 Planejado;A;Fornecedor Alfa;12,0;29,9
PC000643;19/11/2026;4;20,0;4684,85;🟡 Planejado;A;Fornecedor Alfa;12,0;29,9
PC000643;02/12/2026;5;25,0;5925,23;🟡 Planejado;A;Fornecedor Alfa;10,0;36,9
PC000643;18/12/2026;5;24,0;5778,42;🟡 Planejado;A;Fornecedor Alfa;10,0;36,9
PC000643;04/01/2027;6;22,0;5344,47;🟡 Planejado;A;Fornecedor Alfa;11,0;34,5
PC000643;19/01/2027;6;21,0;5066,49;🟡 Planejado;A;Fornecedor Alfa;11,0;34,5
PC000947;31/08/2026;1;18,0;3589,1;🔴 Prioritário (até 30 dias);A;Fornecedor Gamma;13,0;28,0
PC000947;20/09/2026;2;15,0;3082,98;🟡 Planejado;A;Fornecedor Gamma;15,0;24,0
PC000947;03/10/2026;3;21,0;4227,79;🟡 Planejado;A;Fornecedor Gamma;12,0;30,3
PC000947;18/10/2026;3;19,0;3789,0;🟡 Planejado;A;Fornecedor Gamma;12,0;30,3
PC000947;02/11/2026;4;27,0;5507,21;🟡 Planejado;A;Fornecedor Gamma;10,0;37,0
PC000947;18/11/2026;4;24,0;4928,41;🟡 Planejado;A;Fornecedor Gamma;10,0;37,0
PC000947;04/12/2026;5;22,0;4515,51;🟡 Planejado;A;Fornecedor Gamma;10,0;35,5
PC000947;20/12/2026;5;23,0;4728,22;🟡 Planejado;A;Fornecedor Gamma;10,0;35,5
PC000947;01/01/2027;6;32,0;6423,28;🟡 Planejado;A;Fornecedor Gamma;8,0;46,6
PC000947;17/01/2027;6;31,0;6213,18;🟡 Planejado;A;Fornecedor Gamma;8,0;46,6
PC000557;09/08/2026;1;30,0;8279,67;🚨 Urgente (até 7 dias);A;Fornecedor Gamma;8,0;46,5
PC000557;25/08/2026;1;31,0;8499,39;🔴 Prioritário (até 30 dias);A;Fornecedor Gamma;8,0;46,5
PC000557;10/09/2026;2;29,0;8058,86;🟡 Planejado;A;Fornecedor Gamma;8,0;45,5
PC000557;26/09/2026;2;30,0;8313,9;🟡 Planejado;A;Fornecedor Gamma;8,0;45,5
PC000557;08/10/2026;3;33,0;9274,2;🟡 Planejado;A;Fornecedor Gamma;7,0;52,9
PC000557;24/10/2026;3;35,0;9664,47;🟡 Planejado;A;Fornecedor Gamma;7,0;52,9
PC000557;07/11/2026;4;38,0;10620,42;🟡 Planejado;A;Fornecedor Gamma;6,0;58,1
PC000557;23/11/2026;4;38,0;10626,25;🟡 Planejado;A;Fornecedor Gamma;6,0;58,1
PC000557;06/12/2026;5;39,0;10959,74;🟡 Planejado;A;Fornecedor Gamma;6,0;63,9
PC000557;21/12/2026;5;39,0;10958,93;🟡 Planejado;A;Fornecedor Gamma;6,0;63,9
PC000557;06/01/2027;6;38,0;10667,09;🟡 Planejado;A;Fornecedor Gamma;6,0;61,5
PC000557;22/01/2027;6;40,0;11235,11;🟡 Planejado;A;Fornecedor Gamma;6,0;61,5
PC000006;04/08/2026;1;31,0;9313,57;🚨 Urgente (até 7 dias);A;Fornecedor Beta;8,0;46,4
PC000006;19/08/2026;1;29,0;8559,97;🔴 Prioritário (até 30 dias);A;Fornecedor Beta;8,0;46,4
PC000006;03/09/2026;2;33,0;9864,26;🟡 Planejado;A;Fornecedor Beta;7,0;49,8
PC000006;19/09/2026;2;33,0;9803,82;🟡 Planejado;A;Fornecedor Beta;7,0;49,8
PC000006;04/10/2026;3;31,0;9280,75;🟡 Planejado;A;Fornecedor Beta;7,0;50,1
PC000006;19/10/2026;3;31,0;9233,11;🟡 Planejado;A;Fornecedor Beta;7,0;50,1
PC000006;03/11/2026;4;33,0;9926,27;🟡 Planejado;A;Fornecedor Beta;7,0;51,8
PC000006;19/11/2026;4;34,0;10195,23;🟡 Planejado;A;Fornecedor Beta;7,0;51,8
PC000006;04/12/2026;5;35,0;10526,9;🟡 Planejado;A;Fornecedor Beta;7,0;54,2
PC000006;20/12/2026;5;36,0;10664,99;🟡 Planejado;A;Fornecedor Beta;7,0;54,2
PC000006;05/01/2027;6;34,0;10031,33;🟡 Planejado;A;Fornecedor Beta;7,0;52,7
PC000006;20/01/2027;6;33,0;9726,86;🟡 Planejado;A;Fornecedor Beta;7,0;52,7
PC000974;04/08/2026;1;83,0;19572,09;🚨 Urgente (até 7 dias);A;Fornecedor Delta;5,0;71,1
PC000974;20/08/2026;1;47,0;11080,26;🔴 Prioritário (até 30 dias);A;Fornecedor Delta;5,0;71,1
PC000974;04/09/2026;2;46,0;10990,73;🟡 Planejado;A;Fornecedor Delta;5,0;73,0
PC000974;19/09/2026;2;45,0;10670,4;🟡 Planejado;A;Fornecedor Delta;5,0;73,0
PC000974;05/10/2026;3;47,0;11243,75;🟡 Planejado;A;Fornecedor Delta;5,0;72,6
PC000974;21/10/2026;3;48,0;11314,84;🟡 Planejado;A;Fornecedor Delta;5,0;72,6
PC000974;04/11/2026;4;52,0;12224,1;🟡 Planejado;A;Fornecedor Delta;5,0;79,8
PC000974;20/11/2026;4;52,0;12441,44;🟡 Planejado;A;Fornecedor Delta;5,0;79,8
PC000974;03/12/2026;5;58,0;13644,52;🟡 Planejado;A;Fornecedor Delta;4,0;91,2
PC000974;19/12/2026;5;60,0;14209,37;🟡 Planejado;A;Fornecedor Delta;4,0;91,2
PC000974;03/01/2027;6;58,0;13834,26;🟡 Planejado;A;Fornecedor Delta;4,0;92,8
PC000974;19/01/2027;6;61,0;14458,08;🟡 Planejado;A;Fornecedor Delta;4,0;92,8
PC000935;09/09/2026;2;15,0;4666,89;🟡 Planejado;A;Fornecedor Delta;15,0;23,7
PC000935;25/09/2026;2;16,0;4783,95;🟡 Planejado;A;Fornecedor Delta;15,0;23,7
PC000935;09/10/2026;3;16,0;4826,41;🟡 Planejado;A;Fornecedor Delta;15,0;25,1
PC000935;24/10/2026;3;15,0;4744,6;🟡 Planejado;A;Fornecedor Delta;15,0;25,1
PC000935;07/11/2026;4;18,0;5521,69;🟡 Planejado;A;Fornecedor Delta;13,0;27,5
PC000935;22/11/2026;4;17,0;5200,18;🟡 Planejado;A;Fornecedor Delta;13,0;27,5
PC000935;06/12/2026;5;19,0;5941,7;🟡 Planejado;A;Fornecedor Delta;12,0;29,9
PC000935;21/12/2026;5;18,0;5666,55;🟡 Planejado;A;Fornecedor Delta;12,0;29,9
PC000935;05/01/2027;6;19,0;5746,65;🟡 Planejado;A;Fornecedor Delta;12,0;30,1
PC000935;21/01/2027;6;20,0;6080,94;🟡 Planejado;A;Fornecedor Delta;12,0;30,1
PC000153;13/10/2026;3;12,0;3736,78;🟡 Planejado;A;Fornecedor Gamma;19,0;19,0
PC000153;29/10/2026;3;13,0;3957,02;🟡 Planejado;A;Fornecedor Gamma;19,0;19,0
PC000153;02/11/2026;4;21,0;6756,76;🟡 Planejado;A;Fornecedor Gamma;11,0;33,3
PC000153;17/11/2026;4;21,0;6500,43;🟡 Planejado;A;Fornecedor Gamma;11,0;33,3
PC000153;03/12/2026;5;21,0;6772,38;🟡 Planejado;A;Fornecedor Gamma;11,0;33,0
PC000153;18/12/2026;5;20,0;6424,77;🟡 Planejado;A;Fornecedor Gamma;11,0;33,0
PC000153;03/01/2027;6;21,0;6490,35;🟡 Planejado;A;Fornecedor Gamma;11,0;32,1
PC000153;19/01/2027;6;21,0;6677,21;🟡 Planejado;A;Fornecedor Gamma;11,0;32,1
PC000855;17/09/2026;2;12,0;4934,63;🟡 Planejado;A;Fornecedor Beta;19,0;18,8
PC000855;02/10/2026;2;12,0;4794,56;🟡 Planejado;A;Fornecedor Beta;19,0;18,8
PC000855;18/10/2026;3;11,0;4640,24;🟡 Planejado;A;Fornecedor Beta;20,0;18,2
PC000855;02/11/2026;4;12,0;4934,31;🟡 Planejado;A;Fornecedor Beta;19,0;18,7
PC000855;17/11/2026;4;12,0;4782,41;🟡 Planejado;A;Fornecedor Beta;19,0;18,7
PC000855;02/12/2026;5;14,0;5592,39;🟡 Planejado;A;Fornecedor Beta;18,0;20,3
PC000855;18/12/2026;5;13,0;5519,29;🟡 Planejado;A;Fornecedor Beta;18,0;20,3
PC000855;02/01/2027;6;14,0;5621,54;🟡 Planejado;A;Fornecedor Beta;17,0;21,1
PC000855;17/01/2027;6;13,0;5383,96;🟡 Planejado;A;Fornecedor Beta;17,0;21,1
PC000590;21/08/2026;1;9,0;3006,74;🔴 Prioritário (até 30 dias);A;Fornecedor Alfa;25,0;14,3
PC000590;07/09/2026;2;8,0;2660,83;🟡 Planejado;A;Fornecedor Alfa;28,0;13,1
PC000590;22/09/2026;2;8,0;2616,54;🟡 Planejado;A;Fornecedor Alfa;28,0;13,1
PC000590;03/10/2026;3;15,0;4890,01;🟡 Planejado;A;Fornecedor Alfa;18,0;20,2
PC000590;18/10/2026;3;12,0;4054,22;🟡 Planejado;A;Fornecedor Alfa;18,0;20,2
PC000590;05/11/2026;4;11,0;3643,97;🟡 Planejado;A;Fornecedor Alfa;21,0;17,5
PC000590;20/11/2026;4;11,0;3515,5;🟡 Planejado;A;Fornecedor Alfa;21,0;17,5
PC000590;02/12/2026;5;20,0;6553,86;🟡 Planejado;A;Fornecedor Alfa;14,0;26,6
PC000590;18/12/2026;5;17,0;5680,94;🟡 Planejado;A;Fornecedor Alfa;14,0;26,6
PC000590;02/01/2027;6;17,0;5638,43;🟡 Planejado;A;Fornecedor Alfa;13,0;27,3
PC000590;17/01/2027;6;17,0;5472,39;🟡 Planejado;A;Fornecedor Alfa;13,0;27,3
PC000057;04/08/2026;1;25,0;8591,72;🚨 Urgente (até 7 dias);A;Fornecedor Beta;9,0;39,1
PC000057;20/08/2026;1;26,0;8913,14;🔴 Prioritário (até 30 dias);A;Fornecedor Beta;9,0;39,1
PC000057;06/09/2026;2;24,0;8208,04;🟡 Planejado;A;Fornecedor Beta;10,0;36,5
PC000057;21/09/2026;2;22,0;7799,23;🟡 Planejado;A;Fornecedor Beta;10,0;36,5
PC000057;05/10/2026;3;24,0;8328,49;🟡 Planejado;A;Fornecedor Beta;9,0;38,7
PC000057;20/10/2026;3;24,0;8276,14;🟡 Planejado;A;Fornecedor Beta;9,0;38,7
PC000057;04/11/2026;4;27,0;9319,3;🟡 Planejado;A;Fornecedor Beta;9,0;40,9
PC000057;19/11/2026;4;25,0;8750,31;🟡 Planejado;A;Fornecedor Beta;9,0;40,9
PC000057;02/12/2026;5;31,0;10865,08;🟡 Planejado;A;Fornecedor Beta;8,0;48,3
PC000057;18/12/2026;5;32,0;11027,33;🟡 Planejado;A;Fornecedor Beta;8,0;48,3
PC000057;01/01/2027;6;32,0;11050,85;🟡 Planejado;A;Fornecedor Beta;7,0;51,5
PC000057;17/01/2027;6;34,0;11750,91;🟡 Planejado;A;Fornecedor Beta;7,0;51,5
PC000041;20/09/2026;2;16,0;3930,51;🟡 Planejado;A;Fornecedor Delta;15,0;25,0
PC000041;05/10/2026;3;17,0;4138,55;🟡 Planejado;A;Fornecedor Delta;14,0;26,0
PC000041;20/10/2026;3;16,0;3956,47;🟡 Planejado;A;Fornecedor Delta;14,0;26,0
PC000041;04/11/2026;4;17,0;4133,05;🟡 Planejado;A;Fornecedor Delta;14,0;26,6
PC000041;20/11/2026;4;17,0;4305,85;🟡 Planejado;A;Fornecedor Delta;14,0;26,6
PC000041;05/12/2026;5;17,0;4132,97;🟡 Planejado;A;Fornecedor Delta;14,0;26,8
PC000041;21/12/2026;5;18,0;4351,14;🟡 Planejado;A;Fornecedor Delta;14,0;26,8
PC000041;05/01/2027;6;17,0;4131,59;🟡 Planejado;A;Fornecedor Delta;14,0;27,0
PC000041;21/01/2027;6;18,0;4375,09;🟡 Planejado;A;Fornecedor Delta;14,0;27,0
PC000785;16/09/2026;2;12,0;3621,49;🟡 Planejado;A;Fornecedor Alfa;19,0;18,8
PC000785;01/10/2026;2;12,0;3475,7;🟡 Planejado;A;Fornecedor Alfa;19,0;18,8
PC000785;15/10/2026;3;12,0;3664,95;🟡 Planejado;A;Fornecedor Alfa;19,0;19,6
PC000785;31/10/2026;3;13,0;3864,06;🟡 Planejado;A;Fornecedor Alfa;19,0;19,6
PC000785;09/11/2026;4;16,0;4775,7;🟡 Planejado;A;Fornecedor Alfa;14,0;25,2
PC000785;24/11/2026;4;16,0;4649,72;🟡 Planejado;A;Fornecedor Alfa;14,0;25,2
PC000785;06/12/2026;5;20,0;5965,94;🟡 Planejado;A;Fornecedor Alfa;12,0;30,4
PC000785;22/12/2026;5;20,0;5986,52;🟡 Planejado;A;Fornecedor Alfa;12,0;30,4
PC000785;05/01/2027;6;21,0;6184,39;🟡 Planejado;A;Fornecedor Alfa;11,0;32,6
PC000785;21/01/2027;6;21,0;6419,06;🟡 Planejado;A;Fornecedor Alfa;11,0;32,6
PC000487;22/08/2026;1;21,0;3867,57;🔴 Prioritário (até 30 dias);A;Fornecedor Delta;11,0;33,3
PC000487;09/09/2026;2;19,0;3488,81;🟡 Planejado;A;Fornecedor Delta;12,0;29,6
PC000487;24/09/2026;2;18,0;3346,45;🟡 Planejado;A;Fornecedor Delta;12,0;29,6
PC000487;04/10/2026;3;25,0;4656,55;🟡 Planejado;A;Fornecedor Delta;9,0;39,7
PC000487;19/10/2026;3;24,0;4483,44;🟡 Planejado;A;Fornecedor Delta;9,0;39,7
PC000487;03/11/2026;4;25,0;4615,81;🟡 Planejado;A;Fornecedor Delta;9,0;40,3
PC000487;19/11/2026;4;26,0;4848,52;🟡 Planejado;A;Fornecedor Delta;9,0;40,3
PC000487;03/12/2026;5;30,0;5448,09;🟡 Planejado;A;Fornecedor Delta;8,0;45,3
PC000487;19/12/2026;5;30,0;5451,34;🟡 Planejado;A;Fornecedor Delta;8,0;45,3
PC000487;03/01/2027;6;29,0;5261,06;🟡 Planejado;A;Fornecedor Delta;8,0;45,9
PC000487;18/01/2027;6;28,0;5179,01;🟡 Planejado;A;Fornecedor Delta;8,0;45,9
PC000591;30/08/2026;1;10,0;3287,01;🔴 Prioritário (até 30 dias);A;Fornecedor Beta;22,0;16,4
PC000591;12/09/2026;2;12,0;3639,86;🟡 Planejado;A;Fornecedor Beta;20,0;18,1
PC000591;27/09/2026;2;11,0;3510,86;🟡 Planejado;A;Fornecedor Beta;20,0;18,1
PC000591;09/10/2026;3;13,0;4092,68;🟡 Planejado;A;Fornecedor Beta;18,0;20,8
PC000591;24/10/2026;3;13,0;4031,4;🟡 Planejado;A;Fornecedor Beta;18,0;20,8
PC000591;08/11/2026;4;13,0;4143,68;🟡 Planejado;A;Fornecedor Beta;17,0;21,1
PC000591;23/11/2026;4;13,0;4076,92;🟡 Planejado;A;Fornecedor Beta;17,0;21,1
PC000591;08/12/2026;5;14,0;4349,55;🟡 Planejado;A;Fornecedor Beta;17,0;21,6
PC000591;23/12/2026;5;13,0;4187,44;🟡 Planejado;A;Fornecedor Beta;17,0;21,6
PC000591;04/01/2027;6;17,0;5302,8;🟡 Planejado;A;Fornecedor Beta;14,0;26,1
PC000591;19/01/2027;6;16,0;5048,99;🟡 Planejado;A;Fornecedor Beta;14,0;26,1
PC000975;09/08/2026;1;35,0;4955,12;🚨 Urgente (até 7 dias);A;Fornecedor Delta;7,0;54,3
PC000975;25/08/2026;1;36,0;5003,08;🔴 Prioritário (até 30 dias);A;Fornecedor Delta;7,0;54,3
PC000975;10/09/2026;2;34,0;4784,98;🟡 Planejado;A;Fornecedor Delta;7,0;53,3
PC000975;25/09/2026;2;33,0;4604,29;🟡 Planejado;A;Fornecedor Delta;7,0;53,3
PC000975;07/10/2026;3;41,0;5748,17;🟡 Planejado;A;Fornecedor Delta;6,0;63,6
PC000975;23/10/2026;3;42,0;5855,13;🟡 Planejado;A;Fornecedor Delta;6,0;63,6
PC000975;02/11/2026;4;62,0;8746,04;🟡 Planejado;A;Fornecedor Delta;4,0;92,1
PC000975;17/11/2026;4;57,0;7950,43;🟡 Planejado;A;Fornecedor Delta;4,0;92,1
PC000975;04/12/2026;5;57,0;7952,76;🟡 Planejado;A;Fornecedor Delta;4,0;86,5
PC000975;19/12/2026;5;53,0;7469,64;🟡 Planejado;A;Fornecedor Delta;4,0;86,5
PC000975;02/01/2027;6;57,0;8015,68;🟡 Planejado;A;Fornecedor Delta;4,0;92,2
PC000975;17/01/2027;6;57,0;7959,02;🟡 Planejado;A;Fornecedor Delta;4,0;92,2
PC000124;16/09/2026;2;18,0;6506,06;🟡 Planejado;A;Fornecedor Beta;13,0;28,5
PC000124;02/10/2026;2;19,0;6851,32;🟡 Planejado;A;Fornecedor Beta;13,0;28,5
PC000124;17/10/2026;3;19,0;6939,77;🟡 Planejado;A;Fornecedor Beta;12,0;29,2
PC000124;02/11/2026;4;18,0;6573,0;🟡 Planejado;A;Fornecedor Beta;13,0;28,3
PC000124;17/11/2026;4;17,0;6371,77;🟡 Planejado;A;Fornecedor Beta;13,0;28,3
PC000124;02/12/2026;5;26,0;9525,83;🟡 Planejado;A;Fornecedor Beta;10,0;35,0
PC000124;17/12/2026;5;22,0;7897,93;🟡 Planejado;A;Fornecedor Beta;10,0;35,0
PC000124;02/01/2027;6;22,0;7868,17;🟡 Planejado;A;Fornecedor Beta;11,0;33,9
PC000124;17/01/2027;6;21,0;7637,17;🟡 Planejado;A;Fornecedor Beta;11,0;33,9
PC000016;18/08/2026;1;35,0;14392,9;🔴 Prioritário (até 30 dias);B;Fornecedor Beta;12,0;30,4
PC000016;08/09/2026;2;35,0;14455,47;🟡 Planejado;B;Fornecedor Beta;12,0;30,3
PC000016;29/09/2026;2;35,0;14517,73;🟡 Planejado;B;Fornecedor Beta;12,0;30,3
PC000016;19/10/2026;3;33,0;13917,14;🟡 Planejado;B;Fornecedor Beta;12,0;30,3
PC000016;09/11/2026;4;35,0;14502,33;🟡 Planejado;B;Fornecedor Beta;12,0;30,3
PC000016;29/11/2026;4;33,0;13837,9;🟡 Planejado;B;Fornecedor Beta;12,0;30,3
PC000016;19/12/2026;5;33,0;13875,61;🟡 Planejado;B;Fornecedor Beta;12,0;30,3
PC000016;09/01/2027;6;35,0;14523,09;🟡 Planejado;B;Fornecedor Beta;12,0;30,3
PC000016;30/01/2027;6;35,0;14534,73;🟡 Planejado;B;Fornecedor Beta;12,0;30,3
PC000883;04/08/2026;1;26,0;7391,58;🚨 Urgente (até 7 dias);B;Fornecedor Beta;27,0;13,6
PC000883;25/08/2026;1;16,0;4526,67;🔴 Prioritário (até 30 dias);B;Fornecedor Beta;27,0;13,6
PC000883;13/09/2026;2;16,0;4721,88;🟡 Planejado;B;Fornecedor Beta;25,0;14,4
PC000883;03/10/2026;3;20,0;5711,89;🟡 Planejado;B;Fornecedor Beta;23,0;16,2
PC000883;23/10/2026;3;18,0;5120,22;🟡 Planejado;B;Fornecedor Beta;23,0;16,2
PC000883;07/11/2026;4;22,0;6371,93;🟡 Planejado;B;Fornecedor Beta;19,0;19,6
PC000883;27/11/2026;4;22,0;6220,99;🟡 Planejado;B;Fornecedor Beta;19,0;19,6
PC000883;13/12/2026;5;25,0;7244,13;🟡 Planejado;B;Fornecedor Beta;16,0;22,4
PC000883;03/01/2027;6;25,0;7301,2;🟡 Planejado;B;Fornecedor Beta;16,0;22,2
PC000883;23/01/2027;6;24,0;7024,9;🟡 Planejado;B;Fornecedor Beta;16,0;22,2
PC000015;02/12/2026;5;23,0;7289,11;🟡 Planejado;B;Fornecedor Alfa;19,0;19,1
PC000015;22/12/2026;5;21,0;6691,25;🟡 Planejado;B;Fornecedor Alfa;19,0;19,1
PC000015;09/01/2027;6;22,0;7174,08;🟡 Planejado;B;Fornecedor Alfa;18,0;20,4
PC000015;29/01/2027;6;22,0;7161,43;🟡 Planejado;B;Fornecedor Alfa;18,0;20,4
PC000080;06/08/2026;1;12,0;5290,22;🚨 Urgente (até 7 dias);B;Fornecedor Alfa;33,0;11,2
PC000080;26/08/2026;1;12,0;5246,76;🔴 Prioritário (até 30 dias);B;Fornecedor Alfa;33,0;11,2
PC000080;13/09/2026;2;14,0;5788,14;🟡 Planejado;B;Fornecedor Alfa;30,0;12,1
PC000080;03/10/2026;3;17,0;7115,76;🟡 Planejado;B;Fornecedor Alfa;27,0;13,6
PC000080;24/10/2026;3;16,0;6691,23;🟡 Planejado;B;Fornecedor Alfa;27,0;13,6
PC000080;16/11/2026;4;14,0;5874,23;🟡 Planejado;B;Fornecedor Alfa;29,0;12,5
PC000080;02/12/2026;5;34,0;14605,27;🟡 Planejado;B;Fornecedor Alfa;16,0;22,8
PC000080;23/12/2026;5;26,0;11222,19;🟡 Planejado;B;Fornecedor Alfa;16,0;22,8
PC000080;13/01/2027;6;26,0;11106,61;🟡 Planejado;B;Fornecedor Alfa;16,0;22,7
PC000078;04/08/2026;1;20,0;6292,35;🚨 Urgente (até 7 dias);B;Fornecedor Gamma;30,0;12,2
PC000078;24/08/2026;1;13,0;4122,51;🔴 Prioritário (até 30 dias);B;Fornecedor Gamma;30,0;12,2
PC000078;11/09/2026;2;15,0;4647,33;🟡 Planejado;B;Fornecedor Gamma;27,0;13,3
PC000078;01/10/2026;2;15,0;4504,99;🟡 Planejado;B;Fornecedor Gamma;27,0;13,3
PC000078;16/10/2026;3;17,0;5178,72;🟡 Planejado;B;Fornecedor Gamma;24,0;15,3
PC000078;09/11/2026;4;15,0;4712,65;🟡 Planejado;B;Fornecedor Gamma;27,0;13,5
PC000078;29/11/2026;4;15,0;4549,43;🟡 Planejado;B;Fornecedor Gamma;27,0;13,5
PC000078;11/12/2026;5;19,0;5963,22;🟡 Planejado;B;Fornecedor Gamma;21,0;17,3
PC000078;01/01/2027;6;28,0;8679,02;🟡 Planejado;B;Fornecedor Gamma;17,0;21,0
PC000078;21/01/2027;6;23,0;7083,84;🟡 Planejado;B;Fornecedor Gamma;17,0;21,0
PC000263;22/09/2026;2;32,0;4664,81;🟡 Planejado;B;Fornecedor Gamma;13,0;28,3
PC000263;10/10/2026;3;34,0;5002,42;🟡 Planejado;B;Fornecedor Gamma;12,0;30,8
PC000263;30/10/2026;3;34,0;4898,1;🟡 Planejado;B;Fornecedor Gamma;12,0;30,8
PC000263;20/11/2026;4;34,0;4974,61;🟡 Planejado;B;Fornecedor Gamma;12,0;30,4
PC000263;08/12/2026;5;36,0;5256,47;🟡 Planejado;B;Fornecedor Gamma;11,0;32,8
PC000263;29/12/2026;5;38,0;5485,0;🟡 Planejado;B;Fornecedor Gamma;11,0;32,8
PC000263;17/01/2027;6;37,0;5397,76;🟡 Planejado;B;Fornecedor Gamma;11,0;33,8
PC000149;04/08/2026;1;32,0;12325,43;🚨 Urgente (até 7 dias);B;Fornecedor Beta;19,0;18,7
PC000149;25/08/2026;1;22,0;8279,65;🔴 Prioritário (até 30 dias);B;Fornecedor Beta;19,0;18,7
PC000149;14/09/2026;2;21,0;7885,43;🟡 Planejado;B;Fornecedor Beta;19,0;18,7
PC000149;04/10/2026;3;21,0;7885,43;🟡 Planejado;B;Fornecedor Beta;19,0;18,7
PC000149;25/10/2026;3;22,0;8279,69;🟡 Planejado;B;Fornecedor Beta;19,0;18,7
PC000149;14/11/2026;4;21,0;7885,45;🟡 Planejado;B;Fornecedor Beta;19,0;18,7
PC000149;04/12/2026;5;21,0;7885,45;🟡 Planejado;B;Fornecedor Beta;19,0;18,7
PC000149;24/12/2026;5;21,0;7885,44;🟡 Planejado;B;Fornecedor Beta;19,0;18,7
PC000149;13/01/2027;6;21,0;7885,46;🟡 Planejado;B;Fornecedor Beta;19,0;18,7
PC000373;06/10/2026;3;12,0;4474,3;🟡 Planejado;B;Fornecedor Delta;35,0;10,4
PC000373;27/10/2026;3;12,0;4608,31;🟡 Planejado;B;Fornecedor Delta;35,0;10,4
PC000373;13/11/2026;4;12,0;4815,91;🟡 Planejado;B;Fornecedor Delta;32,0;11,4
PC000373;02/12/2026;5;16,0;6197,79;🟡 Planejado;B;Fornecedor Delta;28,0;13,3
PC000373;22/12/2026;5;15,0;5602,31;🟡 Planejado;B;Fornecedor Delta;28,0;13,3
PC000373;04/01/2027;6;20,0;7551,51;🟡 Planejado;B;Fornecedor Delta;21,0;17,5
PC000373;25/01/2027;6;20,0;7748,56;🟡 Planejado;B;Fornecedor Delta;21,0;17,5
PC000291;20/08/2026;1;27,0;4921,78;🔴 Prioritário (até 30 dias);B;Fornecedor Gamma;15,0;24,0
PC000291;10/09/2026;2;27,0;5034,39;🟡 Planejado;B;Fornecedor Gamma;15,0;23,9
PC000291;01/10/2026;2;28,0;5047,26;🟡 Planejado;B;Fornecedor Gamma;15,0;23,9
PC000291;21/10/2026;3;27,0;4958,63;🟡 Planejado;B;Fornecedor Gamma;15,0;24,2
PC000291;08/11/2026;4;28,0;5222,18;🟡 Planejado;B;Fornecedor Gamma;14,0;26,0
PC000291;28/11/2026;4;28,0;5219,91;🟡 Planejado;B;Fornecedor Gamma;14,0;26,0
PC000291;18/12/2026;5;30,0;5540,44;🟡 Planejado;B;Fornecedor Gamma;14,0;26,5
PC000291;07/01/2027;6;29,0;5409,74;🟡 Planejado;B;Fornecedor Gamma;14,0;26,7
PC000291;27/01/2027;6;29,0;5365,29;🟡 Planejado;B;Fornecedor Gamma;14,0;26,7
PC000843;04/08/2026;1;31,0;6202,64;🚨 Urgente (até 7 dias);B;Fornecedor Beta;22,0;16,8
PC000843;24/08/2026;1;18,0;3716,19;🔴 Prioritário (até 30 dias);B;Fornecedor Beta;22,0;16,8
PC000843;07/09/2026;2;24,0;4823,66;🟡 Planejado;B;Fornecedor Beta;17,0;21,2
PC000843;27/09/2026;2;23,0;4703,89;🟡 Planejado;B;Fornecedor Beta;17,0;21,2
PC000843;14/10/2026;3;26,0;5314,26;🟡 Planejado;B;Fornecedor Beta;16,0;23,5
PC000843;03/11/2026;4;27,0;5486,62;🟡 Planejado;B;Fornecedor Beta;15,0;24,1
PC000843;24/11/2026;4;28,0;5608,82;🟡 Planejado;B;Fornecedor Beta;15,0;24,1
PC000843;08/12/2026;5;33,0;6711,26;🟡 Planejado;B;Fornecedor Beta;12,0;29,8
PC000843;29/12/2026;5;34,0;6936,76;🟡 Planejado;B;Fornecedor Beta;12,0;29,8
PC000843;21/01/2027;6;31,0;6316,54;🟡 Planejado;B;Fornecedor Beta;13,0;27,9
PC000727;08/10/2026;3;29,0;6787,9;🟡 Planejado;B;Fornecedor Alfa;14,0;25,5
