Produto;Categoria;Emissao;Quantidade;Vlr.Total;Filial;_data_ml;_periodo_ml;_periodo_val
PC000372;Arrefecimento;01/09/2024;9;1312,64;Loja Sul;2024-09-01;2024-09;2024-09
PC000372;Arrefecimento;01/10/2024;12;1750,19;Loja Sul;2024-10-01;2024-10;2024-10
PC000372;Arrefecimento;01/11/2024;16;2333,59;Loja Sul;2024-11-01;2024-11;2024-11
PC000372;Arrefecimento;01/12/2024;18;2625,28;Loja Sul;2024-12-01;2024-12;2024-12
PC000372;Arrefecimento;01/01/2025;12;1750,19;Loja Sul;2025-01-01;2025-01;2025-01
PC000372;Arrefecimento;01/02/2025;12;1750,19;Loja Sul;2025-02-01;2025-02;2025-02
PC000372;Arrefecimento;01/03/2025;13;1896,04;Loja Sul;2025-03-01;2025-03;2025-03
PC000372;Arrefecimento;01/04/2025;14;2041,89;Loja Sul;2025-04-01;2025-04;2025-04
PC000372;Arrefecimento;01/05/2025;11;1604,34;Loja Sul;2025-05-01;2025-05;2025-05
PC000372;Arrefecimento;01/06/2025;11;1604,34;Loja Sul;2025-06-01;2025-06;2025-06
PC000372;Arrefecimento;01/07/2025;13;1896,04;Loja Sul;2025-07-01;2025-07;2025-07
PC000372;Arrefecimento;01/08/2025;12;1750,19;Loja Sul;2025-08-01;2025-08;2025-08
PC000372;Arrefecimento;01/09/2025;11;1604,34;Loja Sul;2025-09-01;2025-09;2025-09
PC000372;Arrefecimento;01/10/2025;12;1750,19;Loja Sul;2025-10-01;2025-10;2025-10
PC000372;Arrefecimento;01/11/2025;15;2187,74;Loja Sul;2025-11-01;2025-11;2025-11
PC000372;Arrefecimento;01/12/2025;20;2916,98;Loja Sul;2025-12-01;2025-12;2025-12
PC000372;Arrefecimento;01/01/2026;14;2041,89;Loja Sul;2026-01-01;2026-01;2026-01
PC000372;Arrefecimento;01/02/2026;13;1896,04;Loja Sul;2026-02-01;2026-02;2026-02
PC000372;Arrefecimento;01/03/2026;12;1750,19;Loja Sul;2026-03-01;2026-03;2026-03
PC000372;Arrefecimento;01/04/2026;11;1604,34;Loja Sul;2026-04-01;2026-04;2026-04
PC000372;Arrefecimento;01/05/2026;12;1750,19;Loja Sul;2026-05-01;2026-05;2026-05
PC000372;Arrefecimento;01/06/2026;13;1896,04;Loja Sul;2026-06-01;2026-06;2026-06
PC000372;Arrefecimento;01/07/2026;12;1750,19;Loja Sul;2026-07-01;2026-07;2026-07
PC000372;Arrefecimento;01/08/2026;11;1604,34;Loja Sul;2026-08-01;2026-08;2026-08
PC000373;Arrefecimento;01/09/2022;12;7439,91;Loja Sul;2022-09-01;2022-09;2022-09
PC000373;Arrefecimento;01/10/2022;12;7439,91;Loja Sul;2022-10-01;2022-10;2022-10
PC000373;Arrefecimento;01/11/2022;18;11159,86;Loja Sul;2022-11-01;2022-11;2022-11
PC000373;Arrefecimento;01/12/2022;20;12399,84;Loja Sul;2022-12-01;2022-12;2022-12
PC000373;Arrefecimento;01/01/2023;12;7439,91;Loja Sul;2023-01-01;2023-01;2023-01
PC000373;Arrefecimento;01/02/2023;15;9299,88;Loja Sul;2023-02-01;2023-02;2023-02
PC000373;Arrefecimento;01/03/2023;11;6819,91;Loja Sul;2023-03-01;2023-03;2023-03
PC000373;Arrefecimento;01/04/2023;11;6819,91;Loja Sul;2023-04-01;2023-04;2023-04
PC000373;Arrefecimento;01/05/2023;13;8059,9;Loja Sul;2023-05-01;2023-05;2023-05
PC000373;Arrefecimento;01/06/2023;13;8059,9;Loja Sul;2023-06-01;2023-06;2023-06
PC000373;Arrefecimento;01/07/2023;11;6819,91;Loja Sul;2023-07-01;2023-07;2023-07
PC000373;Arrefecimento;01/08/2023;11;6819,91;Loja Sul;2023-08-01;2023-08;2023-08
PC000373;Arrefecimento;01/09/2023;11;6819,91;Loja Sul;2023-09-01;2023-09;2023-09
PC000373;Arrefecimento;01/10/2023;11;6819,91;Loja Sul;2023-10-01;2023-10;2023-10
PC000373;Arrefecimento;01/11/2023;16;9919,88;Loja Sul;2023-11-01;2023-11;2023-11
PC000373;Arrefecimento;01/12/2023;15;9299,88;Loja Sul;2023-12-01;2023-12;2023-12
PC000373;Arrefecimento;01/01/2024;12;7439,91;Loja Sul;2024-01-01;2024-01;2024-01
PC000373;Arrefecimento;01/02/2024;11;6819,91;Loja Sul;2024-02-01;2024-02;2024-02
PC000373;Arrefecimento;01/03/2024;14;8679,89;Loja Sul;2024-03-01;2024-03;2024-03
PC000373;Arrefecimento;01/04/2024;15;9299,88;Loja Sul;2024-04-01;2024-04;2024-04
PC000373;Arrefecimento;01/05/2024;11;6819,91;Loja Sul;2024-05-01;2024-05;2024-05
PC000373;Arrefecimento;01/06/2024;11;6819,91;Loja Sul;2024-06-01;2024-06;2024-06
PC000373;Arrefecimento;01/07/2024;13;8059,9;Loja Sul;2024-07-01;2024-07;2024-07
PC000373;Arrefecimento;01/08/2024;11;6819,91;Loja Sul;2024-08-01;2024-08;2024-08
PC000373;Arrefecimento;01/09/2024;13;8059,9;Loja Sul;2024-09-01;2024-09;2024-09
PC000373;Arrefecimento;01/10/2024;14;8679,89;Loja Sul;2024-10-01;2024-10;2024-10
PC000373;Arrefecimento;01/11/2024;18;11159,86;Loja Sul;2024-11-01;2024-11;2024-11
PC000373;Arrefecimento;01/12/2024;18;11159,86;Loja Sul;2024-12-01;2024-12;2024-12
PC000373;Arrefecimento;01/01/2025;12;7439,91;Loja Sul;2025-01-01;2025-01;2025-01
PC000373;Arrefecimento;01/02/2025;13;8059,9;Loja Sul;2025-02-01;2025-02;2025-02
PC000373;Arrefecimento;01/03/2025;15;9299,88;Loja Sul;2025-03-01;2025-03;2025-03
PC000373;Arrefecimento;01/04/2025;12;7439,91;Loja Sul;2025-04-01;2025-04;2025-04
PC000373;Arrefecimento;01/05/2025;13;8059,9;Loja Sul;2025-05-01;2025-05;2025-05
PC000373;Arrefecimento;01/06/2025;13;8059,9;Loja Sul;2025-06-01;2025-06;2025-06
PC000373;Arrefecimento;01/07/2025;11;6819,91;Loja Sul;2025-07-01;2025-07;2025-07
PC000373;Arrefecimento;01/08/2025;12;7439,91;Loja Sul;2025-08-01;2025-08;2025-08
PC000373;Arrefecimento;01/09/2025;12;7439,91;Loja Sul;2025-09-01;2025-09;2025-09
PC000373;Arrefecimento;01/10/2025;11;6819,91;Loja Sul;2025-10-01;2025-10;2025-10
PC000373;Arrefecimento;01/11/2025;16;9919,88;Loja Sul;2025-11-01;2025-11;2025-11
PC000373;Arrefecimento;01/12/2025;18;11159,86;Loja Sul;2025-12-01;2025-12;2025-12
PC000373;Arrefecimento;01/01/2026;15;9299,88;Loja Sul;2026-01-01;2026-01;2026-01
PC000373;Arrefecimento;01/02/2026;13;8059,9;Loja Sul;2026-02-01;2026-02;2026-02
PC000373;Arrefecimento;01/03/2026;14;8679,89;Loja Sul;2026-03-01;2026-03;2026-03
PC000373;Arrefecimento;01/04/2026;15;9299,88;Loja Sul;2026-04-01;2026-04;2026-04
PC000373;Arrefecimento;01/05/2026;14;8679,89;Loja Sul;2026-05-01;2026-05;2026-05
PC000373;Arrefecimento;01/06/2026;13;8059,9;Loja Sul;2026-06-01;2026-06;2026-06
PC000373;Arrefecimento;01/07/2026;13;8059,9;Loja Sul;2026-07-01;2026-07;2026-07
PC000373;Arrefecimento;01/08/2026;11;6819,91;Loja Sul;2026-08-01;2026-08;2026-08
PC000375;Arrefecimento;01/09/2022;10;1930,81;Loja Sul;2022-09-01;2022-09;2022-09
PC000375;Arrefecimento;01/10/2022;9;1737,73;Loja Sul;2022-10-01;2022-10;2022-10
PC000375;Arrefecimento;01/11/2022;12;2316,97;Loja Sul;2022-11-01;2022-11;2022-11
PC000375;Arrefecimento;01/12/2022;14;2703,13;Loja Sul;2022-12-01;2022-12;2022-12
PC000375;Arrefecimento;01/01/2023;10;1930,81;Loja Sul;2023-01-01;2023-01;2023-01
PC000375;Arrefecimento;01/02/2023;13;2510,05;Loja Sul;2023-02-01;2023-02;2023-02
PC000375;Arrefecimento;01/03/2023;10;1930,81;Loja Sul;2023-03-01;2023-03;2023-03
PC000375;Arrefecimento;01/04/2023;11;2123,89;Loja Sul;2023-04-01;2023-04;2023-04
PC000375;Arrefecimento;01/05/2023;11;2123,89;Loja Sul;2023-05-01;2023-05;2023-05
PC000375;Arrefecimento;01/06/2023;12;2316,97;Loja Sul;2023-06-01;2023-06;2023-06
PC000375;Arrefecimento;01/07/2023;11;2123,89;Loja Sul;2023-07-01;2023-07;2023-07
PC000375;Arrefecimento;01/08/2023;9;1737,73;Loja Sul;2023-08-01;2023-08;2023-08
PC000375;Arrefecimento;01/09/2023;10;1930,81;Loja Sul;2023-09-01;2023-09;2023-09
PC000375;Arrefecimento;01/10/2023;8;1544,65;Loja Sul;2023-10-01;2023-10;2023-10
PC000375;Arrefecimento;01/11/2023;15;2896,21;Loja Sul;2023-11-01;2023-11;2023-11
PC000375;Arrefecimento;01/12/2023;16;3089,29;Loja Sul;2023-12-01;2023-12;2023-12
PC000375;Arrefecimento;01/01/2024;9;1737,73;Loja Sul;2024-01-01;2024-01;2024-01
PC000375;Arrefecimento;01/02/2024;12;2316,97;Loja Sul;2024-02-01;2024-02;2024-02
PC000375;Arrefecimento;01/03/2024;13;2510,05;Loja Sul;2024-03-01;2024-03;2024-03
PC000375;Arrefecimento;01/04/2024;11;2123,89;Loja Sul;2024-04-01;2024-04;2024-04
PC000375;Arrefecimento;01/05/2024;10;1930,81;Loja Sul;2024-05-01;2024-05;2024-05
PC000375;Arrefecimento;01/06/2024;10;1930,81;Loja Sul;2024-06-01;2024-06;2024-06
PC000375;Arrefecimento;01/07/2024;10;1930,81;Loja Sul;2024-07-01;2024-07;2024-07
PC000375;Arrefecimento;01/08/2024;10;1930,81;Loja Sul;2024-08-01;2024-08;2024-08
PC000375;Arrefecimento;01/09/2024;11;2123,89;Loja Sul;2024-09-01;2024-09;2024-09
PC000375;Arrefecimento;01/10/2024;10;1930,81;Loja Sul;2024-10-01;2024-10;2024-10
PC000375;Arrefecimento;01/11/2024;15;2896,21;Loja Sul;2024-11-01;2024-11;2024-11
PC000375;Arrefecimento;01/12/2024;17;3282,37;Loja Sul;2024-12-01;2024-12;2024-12
PC000375;Arrefecimento;01/01/2025;12;2316,97;Loja Sul;2025-01-01;2025-01;2025-01
PC000375;Arrefecimento;01/02/2025;11;2123,89;Loja Sul;2025-02-01;2025-02;2025-02
PC000375;Arrefecimento;01/03/2025;12;2316,97;Loja Sul;2025-03-01;2025-03;2025-03
PC000375;Arrefecimento;01/04/2025;12;2316,97;Loja Sul;2025-04-01;2025-04;2025-04
PC000375;Arrefecimento;01/05/2025;13;2510,05;Loja Sul;2025-05-01;2025-05;2025-05
PC000375;Arrefecimento;01/06/2025;9;1737,73;Loja Sul;2025-06-01;2025-06;2025-06
PC000375;Arrefecimento;01/07/2025;10;1930,81;Loja Sul;2025-07-01;2025-07;2025-07
PC000375;Arrefecimento;01/08/2025;10;1930,81;Loja Sul;2025-08-01;2025-08;2025-08
PC000375;Arrefecimento;01/09/2025;12;2316,97;Loja Sul;2025-09-01;2025-09;2025-09
PC000375;Arrefecimento;01/10/2025;11;2123,89;Loja Sul;2025-10-01;2025-10;2025-10
PC000375;Arrefecimento;01/11/2025;13;2510,05;Loja Sul;2025-11-01;2025-11;2025-11
PC000375;Arrefecimento;01/12/2025;20;3861,62;Loja Sul;2025-12-01;2025-12;2025-12
PC000375;Arrefecimento;01/01/2026;13;2510,05;Loja Sul;2026-01-01;2026-01;2026-01
PC000375;Arrefecimento;01/02/2026;14;2703,13;Loja Sul;2026-02-01;2026-02;2026-02
PC000375;Arrefecimento;01/03/2026;14;2703,13;Loja Sul;2026-03-01;2026-03;2026-03
PC000375;Arrefecimento;01/04/2026;12;2316,97;Loja Sul;2026-04-01;2026-04;2026-04
PC000375;Arrefecimento;01/05/2026;14;2703,13;Loja Sul;2026-05-01;2026-05;2026-05
PC000375;Arrefecimento;01/06/2026;9;1737,73;Loja Sul;2026-06-01;2026-06;2026-06
PC000375;Arrefecimento;01/07/2026;11;2123,89;Loja Sul;2026-07-01;2026-07;2026-07
PC000375;Arrefecimento;01/08/2026;10;1930,81;Loja Sul;2026-08-01;2026-08;2026-08
PC000378;Arrefecimento;01/09/2022;24;8050,13;Loja Sul;2022-09-01;2022-09;2022-09
PC000378;Arrefecimento;01/10/2022;19;6373,02;Loja Sul;2022-10-01;2022-10;2022-10
PC000378;Arrefecimento;01/11/2022;30;10062,66;Loja Sul;2022-11-01;2022-11;2022-11
PC000378;Arrefecimento;01/12/2022;34;11404,35;Loja Sul;2022-12-01;2022-12;2022-12
PC000378;Arrefecimento;01/01/2023;27;9056,39;Loja Sul;2023-01-01;2023-01;2023-01
PC000378;Arrefecimento;01/02/2023;27;9056,39;Loja Sul;2023-02-01;2023-02;2023-02
PC000378;Arrefecimento;01/03/2023;26;8720,97;Loja Sul;2023-03-01;2023-03;2023-03
PC000378;Arrefecimento;01/04/2023;27;9056,39;Loja Sul;2023-04-01;2023-04;2023-04
PC000378;Arrefecimento;01/05/2023;25;8385,55;Loja Sul;2023-05-01;2023-05;2023-05
PC000378;Arrefecimento;01/06/2023;29;9727,24;Loja Sul;2023-06-01;2023-06;2023-06
PC000378;Arrefecimento;01/07/2023;23;7714,7;Loja Sul;2023-07-01;2023-07;2023-07
PC000378;Arrefecimento;01/08/2023;24;8050,13;Loja Sul;2023-08-01;2023-08;2023-08
PC000378;Arrefecimento;01/09/2023;20;6708,44;Loja Sul;2023-09-01;2023-09;2023-09
PC000378;Arrefecimento;01/10/2023;27;9056,39;Loja Sul;2023-10-01;2023-10;2023-10
PC000378;Arrefecimento;01/11/2023;33;11068,92;Loja Sul;2023-11-01;2023-11;2023-11
PC000378;Arrefecimento;01/12/2023;39;13081,46;Loja Sul;2023-12-01;2023-12;2023-12
PC000378;Arrefecimento;01/01/2024;29;9727,24;Loja Sul;2024-01-01;2024-01;2024-01
PC000378;Arrefecimento;01/02/2024;28;9391,81;Loja Sul;2024-02-01;2024-02;2024-02
PC000378;Arrefecimento;01/03/2024;29;9727,24;Loja Sul;2024-03-01;2024-03;2024-03
PC000378;Arrefecimento;01/04/2024;29;9727,24;Loja Sul;2024-04-01;2024-04;2024-04
PC000378;Arrefecimento;01/05/2024;26;8720,97;Loja Sul;2024-05-01;2024-05;2024-05
PC000378;Arrefecimento;01/06/2024;26;8720,97;Loja Sul;2024-06-01;2024-06;2024-06
PC000378;Arrefecimento;01/07/2024;23;7714,7;Loja Sul;2024-07-01;2024-07;2024-07
PC000378;Arrefecimento;01/08/2024;28;9391,81;Loja Sul;2024-08-01;2024-08;2024-08
PC000378;Arrefecimento;01/09/2024;22;7379,28;Loja Sul;2024-09-01;2024-09;2024-09
PC000378;Arrefecimento;01/10/2024;22;7379,28;Loja Sul;2024-10-01;2024-10;2024-10
PC000378;Arrefecimento;01/11/2024;31;10398,08;Loja Sul;2024-11-01;2024-11;2024-11
PC000378;Arrefecimento;01/12/2024;47;15764,83;Loja Sul;2024-12-01;2024-12;2024-12
PC000378;Arrefecimento;01/01/2025;28;9391,81;Loja Sul;2025-01-01;2025-01;2025-01
PC000378;Arrefecimento;01/02/2025;28;9391,81;Loja Sul;2025-02-01;2025-02;2025-02
PC000378;Arrefecimento;01/03/2025;28;9391,81;Loja Sul;2025-03-01;2025-03;2025-03
PC000378;Arrefecimento;01/04/2025;30;10062,66;Loja Sul;2025-04-01;2025-04;2025-04
PC000378;Arrefecimento;01/05/2025;28;9391,81;Loja Sul;2025-05-01;2025-05;2025-05
PC000378;Arrefecimento;01/06/2025;24;8050,13;Loja Sul;2025-06-01;2025-06;2025-06
PC000378;Arrefecimento;01/07/2025;26;8720,97;Loja Sul;2025-07-01;2025-07;2025-07
PC000378;Arrefecimento;01/08/2025;26;8720,97;Loja Sul;2025-08-01;2025-08;2025-08
PC000378;Arrefecimento;01/09/2025;23;7714,7;Loja Sul;2025-09-01;2025-09;2025-09
PC000378;Arrefecimento;01/10/2025;23;7714,7;Loja Sul;2025-10-01;2025-10;2025-10
PC000378;Arrefecimento;01/11/2025;35;11739,77;Loja Sul;2025-11-01;2025-11;2025-11
PC000378;Arrefecimento;01/12/2025;43;14423,14;Loja Sul;2025-12-01;2025-12;2025-12
PC000378;Arrefecimento;01/01/2026;24;8050,13;Loja Sul;2026-01-01;2026-01;2026-01
PC000378;Arrefecimento;01/02/2026;28;9391,81;Loja Sul;2026-02-01;2026-02;2026-02
PC000378;Arrefecimento;01/03/2026;25;8385,55;Loja Sul;2026-03-01;2026-03;2026-03
PC000378;Arrefecimento;01/04/2026;33;11068,92;Loja Sul;2026-04-01;2026-04;2026-04
PC000378;Arrefecimento;01/05/2026;31;10398,08;Loja Sul;2026-05-01;2026-05;2026-05
PC000378;Arrefecimento;01/06/2026;27;9056,39;Loja Sul;2026-06-01;2026-06;2026-06
PC000378;Arrefecimento;01/07/2026;28;9391,81;Loja Sul;2026-07-01;2026-07;2026-07
PC000378;Arrefecimento;01/08/2026;24;8050,13;Loja Sul;2026-08-01;2026-08;2026-08
PC000381;Arrefecimento;01/09/2022;8;972,34;Loja Sul;2022-09-01;2022-09;2022-09
PC000381;Arrefecimento;01/10/2022;8;972,34;Loja Sul;2022-10-01;2022-10;2022-10
PC000381;Arrefecimento;01/11/2022;15;1823,14;Loja Sul;2022-11-01;2022-11;2022-11
PC000381;Arrefecimento;01/12/2022;15;1823,14;Loja Sul;2022-12-01;2022-12;2022-12
PC000381;Arrefecimento;01/01/2023;13;1580,06;Loja Sul;2023-01-01;2023-01;2023-01
PC000381;Arrefecimento;01/02/2023;10;1215,43;Loja Sul;2023-02-01;2023-02;2023-02
PC000381;Arrefecimento;01/03/2023;12;1458,52;Loja Sul;2023-03-01;2023-03;2023-03
PC000381;Arrefecimento;01/04/2023;12;1458,52;Loja Sul;2023-04-01;2023-04;2023-04
PC000381;Arrefecimento;01/05/2023;11;1336,97;Loja Sul;2023-05-01;2023-05;2023-05
PC000381;Arrefecimento;01/06/2023;10;1215,43;Loja Sul;2023-06-01;2023-06;2023-06
PC000381;Arrefecimento;01/07/2023;11;1336,97;Loja Sul;2023-07-01;2023-07;2023-07
PC000381;Arrefecimento;01/08/2023;8;972,34;Loja Sul;2023-08-01;2023-08;2023-08
PC000381;Arrefecimento;01/09/2023;10;1215,43;Loja Sul;2023-09-01;2023-09;2023-09
PC000381;Arrefecimento;01/10/2023;10;1215,43;Loja Sul;2023-10-01;2023-10;2023-10
PC000381;Arrefecimento;01/11/2023;13;1580,06;Loja Sul;2023-11-01;2023-11;2023-11
PC000381;Arrefecimento;01/12/2023;13;1580,06;Loja Sul;2023-12-01;2023-12;2023-12
PC000381;Arrefecimento;01/01/2024;11;1336,97;Loja Sul;2024-01-01;2024-01;2024-01
PC000381;Arrefecimento;01/02/2024;12;1458,52;Loja Sul;2024-02-01;2024-02;2024-02
PC000381;Arrefecimento;01/03/2024;9;1093,89;Loja Sul;2024-03-01;2024-03;2024-03
PC000381;Arrefecimento;01/04/2024;11;1336,97;Loja Sul;2024-04-01;2024-04;2024-04
PC000381;Arrefecimento;01/05/2024;11;1336,97;Loja Sul;2024-05-01;2024-05;2024-05
PC000381;Arrefecimento;01/06/2024;11;1336,97;Loja Sul;2024-06-01;2024-06;2024-06
PC000381;Arrefecimento;01/07/2024;9;1093,89;Loja Sul;2024-07-01;2024-07;2024-07
PC000381;Arrefecimento;01/08/2024;12;1458,52;Loja Sul;2024-08-01;2024-08;2024-08
PC000381;Arrefecimento;01/09/2024;10;1215,43;Loja Sul;2024-09-01;2024-09;2024-09
PC000381;Arrefecimento;01/10/2024;10;1215,43;Loja Sul;2024-10-01;2024-10;2024-10
PC000381;Arrefecimento;01/11/2024;14;1701,6;Loja Sul;2024-11-01;2024-11;2024-11
PC000381;Arrefecimento;01/12/2024;15;1823,14;Loja Sul;2024-12-01;2024-12;2024-12
PC000381;Arrefecimento;01/01/2025;13;1580,06;Loja Sul;2025-01-01;2025-01;2025-01
PC000381;Arrefecimento;01/02/2025;9;1093,89;Loja Sul;2025-02-01;2025-02;2025-02
PC000381;Arrefecimento;01/03/2025;12;1458,52;Loja Sul;2025-03-01;2025-03;2025-03
PC000381;Arrefecimento;01/04/2025;13;1580,06;Loja Sul;2025-04-01;2025-04;2025-04
PC000381;Arrefecimento;01/05/2025;11;1336,97;Loja Sul;2025-05-01;2025-05;2025-05
PC000381;Arrefecimento;01/06/2025;11;1336,97;Loja Sul;2025-06-01;2025-06;2025-06
PC000381;Arrefecimento;01/07/2025;10;1215,43;Loja Sul;2025-07-01;2025-07;2025-07
PC000381;Arrefecimento;01/08/2025;10;1215,43;Loja Sul;2025-08-01;2025-08;2025-08
PC000381;Arrefecimento;01/09/2025;10;1215,43;Loja Sul;2025-09-01;2025-09;2025-09
PC000381;Arrefecimento;01/10/2025;9;1093,89;Loja Sul;2025-10-01;2025-10;2025-10
PC000381;Arrefecimento;01/11/2025;16;1944,69;Loja Sul;2025-11-01;2025-11;2025-11
PC000381;Arrefecimento;01/12/2025;20;2430,86;Loja Sul;2025-12-01;2025-12;2025-12
PC000381;Arrefecimento;01/01/2026;11;1336,97;Loja Sul;2026-01-01;2026-01;2026-01
PC000381;Arrefecimento;01/02/2026;11;1336,97;Loja Sul;2026-02-01;2026-02;2026-02
PC000381;Arrefecimento;01/03/2026;12;1458,52;Loja Sul;2026-03-01;2026-03;2026-03
PC000381;Arrefecimento;01/04/2026;12;1458,52;Loja Sul;2026-04-01;2026-04;2026-04
PC000381;Arrefecimento;01/05/2026;12;1458,52;Loja Sul;2026-05-01;2026-05;2026-05
PC000381;Arrefecimento;01/06/2026;12;1458,52;Loja Sul;2026-06-01;2026-06;2026-06
PC000381;Arrefecimento;01/07/2026;11;1336,97;Loja Sul;2026-07-01;2026-07;2026-07
PC000381;Arrefecimento;01/08/2026;10;1215,43;Loja Sul;2026-08-01;2026-08;2026-08
PC000388;Arrefecimento;01/09/2022;5;562,33;Loja Sul;2022-09-01;2022-09;2022-09
PC000388;Arrefecimento;01/10/2022;4;449,86;Loja Sul;2022-10-01;2022-10;2022-10
PC000388;Arrefecimento;01/11/2022;7;787,26;Loja Sul;2022-11-01;2022-11;2022-11
PC000388;Arrefecimento;01/12/2022;8;899,73;Loja Sul;2022-12-01;2022-12;2022-12
PC000388;Arrefecimento;01/01/2023;6;674,79;Loja Sul;2023-01-01;2023-01;2023-01
PC000388;Arrefecimento;01/02/2023;5;562,33;Loja Sul;2023-02-01;2023-02;2023-02
PC000388;Arrefecimento;01/03/2023;5;562,33;Loja Sul;2023-03-01;2023-03;2023-03
PC000388;Arrefecimento;01/04/2023;6;674,79;Loja Sul;2023-04-01;2023-04;2023-04
PC000388;Arrefecimento;01/05/2023;6;674,79;Loja Sul;2023-05-01;2023-05;2023-05
PC000388;Arrefecimento;01/06/2023;6;674,79;Loja Sul;2023-06-01;2023-06;2023-06
PC000388;Arrefecimento;01/07/2023;5;562,33;Loja Sul;2023-07-01;2023-07;2023-07
PC000388;Arrefecimento;01/08/2023;5;562,33;Loja Sul;2023-08-01;2023-08;2023-08
PC000388;Arrefecimento;01/09/2023;5;562,33;Loja Sul;2023-09-01;2023-09;2023-09
PC000388;Arrefecimento;01/10/2023;4;449,86;Loja Sul;2023-10-01;2023-10;2023-10
PC000388;Arrefecimento;01/11/2023;6;674,79;Loja Sul;2023-11-01;2023-11;2023-11
PC000388;Arrefecimento;01/12/2023;8;899,73;Loja Sul;2023-12-01;2023-12;2023-12
PC000388;Arrefecimento;01/01/2024;6;674,79;Loja Sul;2024-01-01;2024-01;2024-01
PC000388;Arrefecimento;01/02/2024;5;562,33;Loja Sul;2024-02-01;2024-02;2024-02
PC000388;Arrefecimento;01/03/2024;5;562,33;Loja Sul;2024-03-01;2024-03;2024-03
PC000388;Arrefecimento;01/04/2024;4;449,86;Loja Sul;2024-04-01;2024-04;2024-04
PC000388;Arrefecimento;01/05/2024;5;562,33;Loja Sul;2024-05-01;2024-05;2024-05
PC000388;Arrefecimento;01/06/2024;5;562,33;Loja Sul;2024-06-01;2024-06;2024-06
PC000388;Arrefecimento;01/07/2024;5;562,33;Loja Sul;2024-07-01;2024-07;2024-07
PC000388;Arrefecimento;01/08/2024;5;562,33;Loja Sul;2024-08-01;2024-08;2024-08
PC000388;Arrefecimento;01/09/2024;5;562,33;Loja Sul;2024-09-01;2024-09;2024-09
PC000388;Arrefecimento;01/10/2024;5;562,33;Loja Sul;2024-10-01;2024-10;2024-10
PC000388;Arrefecimento;01/11/2024;8;899,73;Loja Sul;2024-11-01;2024-11;2024-11
PC000388;Arrefecimento;01/12/2024;8;899,73;Loja Sul;2024-12-01;2024-12;2024-12
PC000388;Arrefecimento;01/01/2025;5;562,33;Loja Sul;2025-01-01;2025-01;2025-01
PC000388;Arrefecimento;01/02/2025;5;562,33;Loja Sul;2025-02-01;2025-02;2025-02
PC000388;Arrefecimento;01/03/2025;5;562,33;Loja Sul;2025-03-01;2025-03;2025-03
PC000388;Arrefecimento;01/04/2025;6;674,79;Loja Sul;2025-04-01;2025-04;2025-04
PC000388;Arrefecimento;01/05/2025;5;562,33;Loja Sul;2025-05-01;2025-05;2025-05
PC000388;Arrefecimento;01/06/2025;5;562,33;Loja Sul;2025-06-01;2025-06;2025-06
PC000388;Arrefecimento;01/07/2025;4;449,86;Loja Sul;2025-07-01;2025-07;2025-07
PC000388;Arrefecimento;01/08/2025;5;562,33;Loja Sul;2025-08-01;2025-08;2025-08
PC000388;Arrefecimento;01/09/2025;5;562,33;Loja Sul;2025-09-01;2025-09;2025-09
PC000388;Arrefecimento;01/10/2025;5;562,33;Loja Sul;2025-10-01;2025-10;2025-10
PC000388;Arrefecimento;01/11/2025;6;674,79;Loja Sul;2025-11-01;2025-11;2025-11
PC000388;Arrefecimento;01/12/2025;8;899,73;Loja Sul;2025-12-01;2025-12;2025-12
PC000388;Arrefecimento;01/01/2026;5;562,33;Loja Sul;2026-01-01;2026-01;2026-01
PC000388;Arrefecimento;01/02/2026;6;674,79;Loja Sul;2026-02-01;2026-02;2026-02
PC000388;Arrefecimento;01/03/2026;5;562,33;Loja Sul;2026-03-01;2026-03;2026-03
PC000388;Arrefecimento;01/04/2026;5;562,33;Loja Sul;2026-04-01;2026-04;2026-04
PC000388;Arrefecimento;01/05/2026;6;674,79;Loja Sul;2026-05-01;2026-05;2026-05
PC000388;Arrefecimento;01/06/2026;5;562,33;Loja Sul;2026-06-01;2026-06;2026-06
PC000388;Arrefecimento;01/07/2026;5;562,33;Loja Sul;2026-07-01;2026-07;2026-07
PC000388;Arrefecimento;01/08/2026;5;562,33;Loja Sul;2026-08-01;2026-08;2026-08
PC000401;Arrefecimento;01/09/2022;8;1139,25;Loja Sul;2022-09-01;2022-09;2022-09
PC000401;Arrefecimento;01/10/2022;9;1281,66;Loja Sul;2022-10-01;2022-10;2022-10
PC000401;Arrefecimento;01/11/2022;11;1566,47;Loja Sul;2022-11-01;2022-11;2022-11
PC000401;Arrefecimento;01/12/2022;15;2136,1;Loja Sul;2022-12-01;2022-12;2022-12
PC000401;Arrefecimento;01/01/2023;11;1566,47;Loja Sul;2023-01-01;2023-01;2023-01
PC000401;Arrefecimento;01/02/2023;10;1424,07;Loja Sul;2023-02-01;2023-02;2023-02
PC000401;Arrefecimento;01/03/2023;9;1281,66;Loja Sul;2023-03-01;2023-03;2023-03
PC000401;Arrefecimento;01/04/2023;8;1139,25;Loja Sul;2023-04-01;2023-04;2023-04
PC000401;Arrefecimento;01/05/2023;10;1424,07;Loja Sul;2023-05-01;2023-05;2023-05
PC000401;Arrefecimento;01/06/2023;10;1424,07;Loja Sul;2023-06-01;2023-06;2023-06
